,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast_size,genre_span,running_time,metscore,rotten_tomatoes,other_wins,other_noms,precount_wins,precount_noms,win,nom,mystery,sci-fi,biography,comedy,news,talk-show,horror,documentary,thriller,short,crime,sport,war,animation,fantasy,musical,action,drama,history,western,game-show,romance,reality-tv,family,music,adventure,film-noir
10,tt4154756,avengers: infinity war,2018,725561,8.5,400.0,2048.0,19.0,5.0,149.0,6.8,8.5,44.0,64.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11,tt0119654,men in black,1997,488855,7.3,90.0,589.4,5.0,4.0,98.0,7.1,9.2,22.0,39.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12,tt0369610,jurassic world,2015,551466,7.0,150.0,1672.0,8.0,3.0,124.0,5.9,7.2,15.0,57.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,tt2820852,furious 7,2015,342382,7.2,190.0,1516.0,10.0,3.0,137.0,6.7,8.1,33.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14,tt2395427,avengers: age of ultron,2015,688839,7.3,495.2,1403.0,17.0,4.0,141.0,6.6,7.5,8.0,47.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,tt1825683,black panther,2018,551088,7.3,200.0,1347.0,11.0,4.0,134.0,8.8,9.7,101.0,246.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,tt2527336,star wars: episode viii - the last jedi,2017,487996,7.1,317.0,1333.0,15.0,4.0,152.0,8.5,9.1,22.0,89.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
17,tt3486354,star wars: the last jedi,2008,87,8.3,317.0,1333.0,14.0,3.0,152.0,8.3,8.3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,tt4881806,jurassic world: fallen kingdom,2018,234437,6.2,187.0,1309.0,7.0,3.0,128.0,5.1,4.8,4.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,tt2294629,frozen,2013,535203,7.5,150.0,1276.0,5.0,5.0,102.0,7.4,9.0,78.0,57.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
20,tt3606756,incredibles 2,2018,220721,7.7,200.0,1243.0,5.0,4.0,118.0,8.0,9.4,12.0,67.0,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
21,tt4630562,the fate of the furious,2017,188876,6.7,250.0,1236.0,11.0,3.0,136.0,5.6,6.7,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,tt1300854,iron man 3,2013,713364,7.2,200.0,1215.0,9.0,4.0,131.0,6.2,7.9,19.0,62.0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,tt2293640,minions,2015,199532,6.4,74.0,1159.0,6.0,3.0,91.0,5.6,5.5,4.0,25.0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
24,tt3498820,captain america: civil war,2016,610916,7.8,250.0,1153.0,16.0,5.0,147.0,7.5,9.1,16.0,67.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,tt1477834,aquaman,2018,313995,7.0,200.0,1148.0,7.0,4.0,143.0,5.5,6.5,1.0,35.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
26,tt0097332,far from home,1989,1839,5.5,,0.01,4.0,4.0,86.0,5.5,5.5,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,tt1399103,transformers: dark of the moon,2011,371748,6.2,195.0,1124.0,10.0,3.0,154.0,4.2,3.5,10.0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,tt0167260,the lord of the rings: the return of the king,2003,1533400,8.9,94.0,1120.0,19.0,4.0,200.0,9.4,9.3,198.0,122.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
29,tt1074638,skyfall,2012,601979,7.7,200.0,1109.0,8.0,4.0,143.0,8.1,9.2,65.0,120.0,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,tt2109248,transformers: age of extinction,2014,287629,5.6,210.0,1104.0,2.0,3.0,165.0,3.2,1.8,5.0,23.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,tt1345836,the dark knight rises,2012,1424604,8.4,300.0,1084.0,8.0,4.0,165.0,7.8,8.7,38.0,101.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,tt0435761,toy story 3,2010,707238,8.3,200.0,1067.0,13.0,3.0,103.0,9.2,9.8,59.0,93.0,3,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
33,tt0383574,pirates of the caribbean: dead man's chest,2006,624533,7.3,225.0,1066.0,8.0,3.0,151.0,5.3,5.3,43.0,53.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
34,tt3748528,rogue one: a star wars story,2016,497915,7.8,265.0,1056.0,8.0,4.0,133.0,6.5,8.3,24.0,80.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35,tt0103639,aladdin,1992,339486,8.0,183.0,1051.0,7.0,4.0,128.0,8.6,9.5,31.0,22.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
36,tt1298650,pirates of the caribbean: on stranger tides,2011,457040,6.6,410.6,1046.0,5.0,3.0,137.0,4.5,3.3,2.0,31.0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
37,tt3469046,despicable me 3,2017,99642,6.3,80.0,1035.0,8.0,3.0,90.0,4.9,5.8,0.0,32.0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
38,tt2277860,finding dory,2016,221139,7.3,200.0,1029.0,8.0,3.0,97.0,7.7,9.4,16.0,45.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
39,tt0120915,star wars: episode i - the phantom menace,1999,671698,6.5,115.0,1027.0,9.0,4.0,133.0,5.1,5.3,26.0,65.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
40,tt0099012,alice,1990,12601,6.6,12.0,7.33,8.0,3.0,106.0,6.7,7.5,1.0,6.0,3,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,tt0335563,wonderland,2003,20577,6.6,150.0,1025.0,10.0,5.0,108.0,4.3,3.4,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,tt1014759,alice in wonderland,2010,364904,6.4,150.0,1025.0,10.0,2.0,108.0,5.3,5.1,33.0,63.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
43,tt2948356,zootopia,2016,398097,8.0,150.0,1024.0,12.0,3.0,108.0,7.8,9.7,46.0,70.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
44,tt0903624,the hobbit: an unexpected journey,2012,729705,7.8,315.0,1021.0,11.0,3.0,169.0,5.8,6.4,10.0,72.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
45,tt0468569,the dark knight,2008,2141768,9.0,185.0,1005.0,7.0,4.0,152.0,8.4,9.4,152.0,155.0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
46,tt0252866,american pie 2,2001,229287,6.4,30.0,287.6,11.0,1.0,100.0,4.3,5.2,8.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,tt0241527,harry potter and the sorcerer's stone,2001,586903,7.6,125.0,975.1,12.0,2.0,152.0,6.4,8.1,17.0,62.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
48,tt1690953,despicable me 2,2013,352039,7.3,76.0,970.8,6.0,3.0,98.0,6.2,7.5,12.0,65.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
49,tt0056186,the lion,1962,467,6.5,,,3.0,3.0,96.0,6.5,6.5,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
50,tt0110357,the lion king,1994,875159,8.5,45.0,968.5,14.0,4.0,88.0,8.8,9.3,33.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
51,tt0449088,pirates of the caribbean: at world's end,2007,565803,7.1,300.0,963.4,11.0,4.0,168.0,5.0,4.4,20.0,44.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
52,tt2283362,jumanji: welcome to the jungle,2017,262272,6.9,150.0,962.1,6.0,4.0,119.0,5.8,7.6,5.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
53,tt0926084,harry potter and the deathly hallows  part 1,2010,437405,7.7,250.0,960.4,17.0,2.0,146.0,6.5,7.7,15.0,53.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
54,tt1201607,harry potter and the deathly hallows: part 2,2011,711059,8.1,250.0,960.4,17.0,3.0,146.0,8.7,9.6,45.0,91.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
55,tt1170358,the hobbit: the desolation of smaug,2013,575054,7.8,260.0,958.0,11.0,3.0,161.0,6.6,7.4,16.0,86.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,tt2310332,the hobbit: the battle of the five armies,2014,448272,7.4,300.0,956.0,14.0,3.0,144.0,5.9,5.9,7.0,53.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57,tt0417741,harry potter and the half-blood prince,2009,432408,7.6,250.0,934.5,13.0,3.0,153.0,7.8,8.3,8.0,36.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
58,tt0167261,the lord of the rings: the two towers,2002,1391883,8.7,94.0,926.0,18.0,4.0,179.0,8.7,9.5,123.0,137.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
59,tt0298148,shrek 2,2004,392363,7.2,150.0,919.8,8.0,3.0,92.0,7.5,8.9,18.0,50.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
60,tt1727824,bohemian rhapsody,2018,392840,8.0,55.0,903.7,9.0,2.0,134.0,4.9,6.0,36.0,71.0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61,tt0330373,harry potter and the goblet of fire,2005,503483,7.7,150.0,897.1,13.0,2.0,157.0,8.1,8.8,13.0,42.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
62,tt0306047,scary movie 3,2003,130934,5.5,48.0,220.7,13.0,3.0,84.0,4.9,3.5,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,tt2379713,spectre,2015,360260,6.8,300.0,880.7,9.0,4.0,148.0,6.0,6.3,7.0,34.0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64,tt2250912,spider-man: homecoming,2017,462368,7.4,175.0,880.2,8.0,4.0,133.0,7.3,9.2,7.0,9.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65,tt0295297,harry potter and the chamber of secrets,2002,507699,7.4,100.0,879.2,14.0,2.0,161.0,6.3,8.3,13.0,43.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
66,tt1667889,ice age: continental drift,2012,180327,6.6,95.0,877.2,7.0,3.0,88.0,4.9,3.7,2.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
67,tt2975590,batman v superman: dawn of justice,2016,591299,6.5,300.0,873.6,9.0,4.0,151.0,4.4,2.8,14.0,33.0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
68,tt0120737,the lord of the rings: the fellowship of the ring,2001,1553588,8.8,93.0,871.5,15.0,4.0,178.0,9.2,9.1,114.0,124.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
69,tt0266543,finding nemo,2003,892153,8.1,94.0,867.8,4.0,3.0,100.0,9.0,9.9,48.0,62.0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
70,tt1951264,the hunger games: catching fire,2013,585514,7.5,140.0,865.0,10.0,4.0,146.0,7.6,8.9,22.0,67.0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
71,tt3896198,guardians of the galaxy vol. 2,2017,513275,7.6,200.0,863.8,13.0,4.0,137.0,6.7,8.4,14.0,52.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
72,tt2096673,inside out,2015,558671,8.2,175.0,857.6,9.0,4.0,94.0,9.4,9.8,96.0,113.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
73,tt3501632,thor: ragnarok,2017,521424,7.9,180.0,854.0,9.0,4.0,130.0,7.4,9.3,6.0,48.0,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
74,tt0121766,star wars: episode iii - revenge of the sith,2005,657615,7.5,113.0,848.8,10.0,4.0,140.0,6.8,8.0,26.0,61.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
75,tt1055369,transformers: revenge of the fallen,2009,370641,6.0,200.0,836.3,5.0,3.0,150.0,3.5,2.0,15.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
76,tt1324999,the twilight saga: breaking dawn - part 1,2011,211758,4.9,136.2,829.7,12.0,5.0,115.0,4.5,2.5,11.0,22.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
77,tt0234215,the matrix reloaded,2003,489206,7.2,127.0,739.4,6.0,2.0,138.0,6.2,7.3,8.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,tt1375666,inception,2010,1893414,8.8,160.0,828.3,9.0,3.0,148.0,7.4,8.7,152.0,209.0,0,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
79,tt0451279,wonder woman,2017,507067,7.4,150.0,821.8,7.0,4.0,141.0,7.6,9.3,23.0,68.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
80,tt6079330,wonder(i) ,2017,39,7.5,150.0,821.8,7.0,2.0,141.0,7.5,7.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,tt3183660,fantastic beasts and where to find them,2016,379200,7.3,200.0,814.0,9.0,2.0,133.0,6.6,7.4,14.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
82,tt0413267,shrek the third,2007,262534,6.0,160.0,799.0,9.0,3.0,92.0,5.8,4.1,5.0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
83,tt0304141,harry potter and the prisoner of azkaban,2004,502907,7.9,130.0,796.9,14.0,2.0,142.0,8.2,9.0,17.0,51.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
84,tt1790809,pirates of the caribbean: dead men tell no tales,2017,238628,6.6,320.0,794.9,6.0,3.0,129.0,3.9,3.0,1.0,12.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
85,tt0083866,e.t. the extra-terrestrial,1982,346741,7.8,10.5,792.9,3.0,2.0,114.0,9.1,9.8,48.0,35.0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,tt4912910,mission: impossible - fallout,2018,253475,7.8,178.0,791.1,9.0,4.0,147.0,8.6,9.7,20.0,37.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
87,tt1905041,furious 6,2013,352626,7.1,260.0,788.7,11.0,3.0,130.0,6.1,7.0,10.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88,tt0367882,indiana jones and the kingdom of the crystal skull,2008,402081,6.1,185.0,786.6,7.0,2.0,122.0,6.5,7.8,10.0,41.0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
89,tt5463162,deadpool 2,2018,427381,7.7,110.0,785.0,8.0,4.0,119.0,6.6,8.4,6.0,47.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,tt1431045,deadpool,2016,848182,8.0,58.0,782.6,6.0,4.0,108.0,6.5,8.5,28.0,75.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,tt2015381,guardians of the galaxy,2014,980628,8.0,232.3,772.8,12.0,4.0,122.0,7.6,9.1,52.0,99.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92,tt0499549,avatar,2009,1069221,7.8,237.0,2790.0,5.0,5.0,161.0,8.3,8.2,86.0,129.0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
93,tt1587310,maleficent,2014,320870,7.0,263.0,758.5,7.0,3.0,97.0,5.6,5.4,10.0,42.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
94,tt0948470,the amazing spider-man,2012,536036,6.9,230.0,757.9,6.0,3.0,136.0,6.6,7.3,2.0,31.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,tt0382625,the da vinci code,2006,380150,6.6,125.0,758.2,7.0,2.0,149.0,4.6,2.5,8.0,20.0,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,tt1951265,the hunger games: mockingjay - part 1,2014,388371,6.6,140.0,755.4,10.0,4.0,123.0,6.4,6.9,21.0,31.0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
97,tt0892791,shrek forever after,2010,171986,6.3,165.0,752.6,7.0,3.0,93.0,5.8,5.8,1.0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
98,tt1877832,x-men: days of future past,2014,633544,8.0,220.0,747.9,10.0,4.0,131.0,7.5,9.0,16.0,47.0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
99,tt1277953,madagascar 3: europe's most wanted,2012,151078,6.8,145.0,746.9,12.0,3.0,93.0,6.0,7.9,3.0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
100,tt0363771,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,347113,6.9,180.0,745.0,8.0,2.0,145.0,7.5,7.6,15.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
101,tt1453405,monsters university,2013,300847,7.3,200.0,744.2,10.0,4.0,104.0,6.5,8.0,9.0,57.0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
102,tt0086960,beverly hills cop,1984,152422,7.3,13.0,316.4,1.0,3.0,105.0,6.4,8.1,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,tt1454468,gravity,2013,725574,7.7,130.0,723.2,2.0,3.0,91.0,9.6,9.6,233.0,178.0,2,11,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,tt1843866,captain america: the winter soldier,2014,689420,7.7,177.0,714.4,10.0,4.0,136.0,7.0,9.0,5.0,50.0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
105,tt2103281,dawn of the planet of the apes,2014,396646,7.6,235.0,710.6,6.0,4.0,130.0,7.9,9.1,17.0,47.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
106,tt0418279,transformers,2007,576191,7.0,150.0,709.7,8.0,3.0,143.0,6.1,5.8,20.0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
107,tt1259571,the twilight saga: new moon,2009,253223,4.7,50.0,709.7,14.0,4.0,130.0,4.4,2.8,20.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
