,imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms,opening_weekend,gross_box_office
6955,tt0120683,gloria,1999,5150.0,5.2,2.6,1.4,30.0,,4.0,3.0,108.0,0.0,6.0,2.14,4.2
6956,tt0139239,go,1999,64962.0,7.2,7.2,9.1,20.0,,4.0,2.0,102.0,5.0,7.0,4.71,28.45
6957,tt0120689,the green mile,1999,1060421.0,8.6,6.1,7.8,60.0,,4.0,4.0,189.0,15.0,33.0,18.02,286.8
6958,tt0160338,guinevere,1999,2303.0,6.0,6.8,8.6,2.6,,4.0,2.0,104.0,2.0,7.0,0.05,0.64
6959,tt0162360,"happy, texas",1999,9237.0,6.3,6.2,8.1,2.5,,4.0,3.0,98.0,6.0,6.0,0.07,1.96
6960,tt0171363,the haunting,1999,68243.0,5.0,4.2,1.6,80.0,,4.0,4.0,113.0,3.0,14.0,33.44,177.31
6962,tt0165831,held up,1999,3331.0,5.2,2.1,1.7,8.0,,4.0,1.0,89.0,0.0,0.0,1.91,4.71
6963,tt0146879,the hi-line,1999,337.0,6.3,6.3,6.7,2.0,,4.0,1.0,95.0,4.0,1.0,,
6964,tt0185371,house on haunted hill,1999,51392.0,5.6,2.8,3.0,37.0,,4.0,3.0,93.0,1.0,3.0,15.95,42.59
6965,tt0174856,the hurricane,1999,87874.0,7.6,7.4,8.3,50.0,,4.0,3.0,146.0,7.0,17.0,0.38,73.96
6966,tt0122541,an ideal husband,1999,14622.0,6.8,6.7,8.5,14.0,,4.0,2.0,97.0,4.0,15.0,0.19,18.54
6967,tt0138510,idle hands,1999,37884.0,6.2,3.1,1.6,25.0,,4.0,4.0,92.0,0.0,2.0,1.81,4.15
6968,tt0120710,in dreams,1999,11926.0,5.5,5.5,2.4,30.0,,4.0,3.0,100.0,1.0,0.0,3.99,12.02
6969,tt0160401,in too deep,1999,5460.0,6.3,5.3,3.6,7.0,,4.0,3.0,95.0,2.0,0.0,4.22,14.01
6970,tt0140352,the insider,1999,152404.0,7.8,8.4,9.6,90.0,,4.0,3.0,157.0,23.0,50.0,6.71,60.29
6971,tt0141369,inspector gadget,1999,43158.0,4.1,3.6,2.1,90.0,,4.0,6.0,78.0,1.0,13.0,21.89,134.4
6972,tt0128278,instinct,1999,30645.0,6.6,4.3,2.7,80.0,,4.0,2.0,126.0,1.0,2.0,10.39,34.11
6973,tt0129167,the iron giant,1999,161731.0,8.0,8.5,9.6,70.0,,4.0,7.0,86.0,20.0,18.0,5.73,23.18
6974,tt0120716,jakob the liar,1999,14481.0,6.6,4.0,2.9,45.0,,4.0,2.0,120.0,2.0,3.0,2.06,4.96
6975,tt0155776,jawbreaker,1999,22800.0,5.6,2.2,1.1,3.5,,4.0,3.0,87.0,0.0,1.0,1.6,3.12
6976,tt0186253,jesus' son,1999,6711.0,6.9,7.6,8.1,2.5,,4.0,1.0,107.0,4.0,7.0,0.04,1.3
6977,tt0160672,joe the king,1999,2503.0,6.8,6.4,6.7,,,4.0,2.0,93.0,1.0,3.0,0.01,0.06
6980,tt0177876,k-911,1999,3945.0,5.7,5.7,1.7,,,4.0,4.0,91.0,0.0,0.0,,
6981,tt0160429,the king and i,1999,3538.0,4.5,2.9,1.3,25.0,,4.0,4.0,87.0,0.0,6.0,4.01,11.99
6983,tt0156711,kiss toledo goodbye,1999,487.0,4.9,4.9,4.9,,,4.0,2.0,96.0,0.0,0.0,,
6984,tt0139414,lake placid,1999,51872.0,5.7,3.4,4.6,35.0,,4.0,3.0,82.0,0.0,0.0,10.97,56.87
6985,tt0165859,liberty heights,1999,6213.0,7.0,7.5,8.5,,,4.0,3.0,127.0,0.0,2.0,0.1,3.74
6986,tt0123964,life,1999,42562.0,6.8,6.3,5.0,80.0,,4.0,3.0,108.0,1.0,5.0,20.41,73.48
6987,tt0172726,light it up,1999,3381.0,6.0,4.3,3.9,13.0,,4.0,2.0,99.0,0.0,5.0,2.41,5.99
6988,tt0165854,the limey,1999,28107.0,7.0,7.3,9.3,10.0,,4.0,4.0,89.0,1.0,9.0,0.19,3.33
6989,tt0226985,lost & found,1999,5.0,4.2,4.2,4.2,,,2.0,1.0,,0.0,0.0,,
6990,tt0166252,the love letter,1999,3958.0,5.5,5.5,3.3,20.0,,4.0,3.0,88.0,0.0,1.0,2.69,8.3
6991,tt0188863,love stinks,1999,4715.0,5.9,2.3,1.9,4.0,,4.0,1.0,94.0,0.0,0.0,1.34,2.92
6992,tt0187251,lovers lane,1999,912.0,3.9,3.9,3.9,,,4.0,2.0,90.0,0.0,0.0,,
6993,tt0171497,lycanthrope,1999,100.0,4.4,4.4,4.4,0.75,,4.0,1.0,90.0,0.0,0.0,,
6994,tt0175880,magnolia,1999,274766.0,8.0,7.7,8.3,37.0,,4.0,1.0,188.0,28.0,53.0,0.19,48.45
6995,tt0138537,man of the century,1999,1130.0,7.1,4.4,7.1,,,4.0,2.0,77.0,5.0,1.0,0.01,0.03
6996,tt0125664,man on the moon,1999,118636.0,7.4,5.8,6.3,82.0,,4.0,3.0,118.0,4.0,23.0,7.52,47.43
6997,tt0160513,a map of the world,1999,3819.0,6.7,6.5,6.5,,,4.0,1.0,125.0,3.0,5.0,0.01,0.57
6998,tt0165874,the mating habits of the earthbound human,1999,5870.0,6.4,2.6,3.3,,,4.0,2.0,88.0,0.0,0.0,,
6999,tt0133093,the matrix,1999,1559873.0,8.7,7.3,8.8,63.0,,4.0,2.0,136.0,37.0,50.0,27.79,465.34
7000,tt0139462,message in a bottle,1999,34049.0,6.2,3.9,3.2,80.0,,4.0,2.0,126.0,0.0,6.0,16.75,118.88
7001,tt0151137,the messenger the story of joan of arc,1999,61993.0,6.4,5.4,3.0,85.0,,4.0,5.0,148.0,5.0,13.0,6.36,66.98
7002,tt0130121,mickey blue eyes,1999,33322.0,5.8,4.9,4.5,75.0,,4.0,3.0,102.0,0.0,0.0,10.18,54.26
7003,tt0140379,a midsummer night's dream,1999,23584.0,6.4,6.1,6.4,11.0,,4.0,3.0,116.0,1.0,2.0,4.29,16.07
7004,tt0189744,miss julie,1999,1408.0,6.2,4.6,3.9,,,4.0,1.0,103.0,0.0,3.0,,0.04
7005,tt0120757,the mod squad,1999,8436.0,4.3,1.6,0.3,50.0,,4.0,3.0,92.0,0.0,7.0,6.06,13.26
7007,tt0140397,mumford,1999,8640.0,6.8,6.2,5.7,28.0,,4.0,2.0,112.0,1.0,1.0,1.85,4.56
7008,tt0120616,the mummy,1999,373317.0,7.0,4.8,5.9,80.0,,4.0,3.0,124.0,5.0,20.0,43.37,415.93
7009,tt0158811,muppets from space,1999,17183.0,6.3,5.3,6.3,24.0,,4.0,5.0,87.0,0.0,1.0,4.83,22.32
7010,tt0164108,the muse,1999,10126.0,5.7,5.6,5.3,15.0,,4.0,1.0,97.0,0.0,2.0,3.93,11.67
7011,tt0166943,music of the heart,1999,11448.0,6.8,5.4,6.3,27.0,,4.0,2.0,124.0,5.0,9.0,3.65,14.94
7012,tt0120764,my favorite martian,1999,12227.0,5.0,3.3,1.2,65.0,,4.0,3.0,94.0,0.0,3.0,8.83,36.85
7013,tt0173772,my voyage to italy,1999,2732.0,8.3,9.0,10.0,,,1.0,1.0,246.0,3.0,2.0,0.01,0.01
7014,tt0134618,"mystery, alaska",1999,24645.0,6.7,4.9,3.8,28.0,,4.0,3.0,119.0,0.0,1.0,3.1,8.89
7015,tt0132347,mystery men,1999,59861.0,6.1,6.5,6.0,68.0,,4.0,4.0,121.0,0.0,3.0,10.02,33.46
7016,tt0151738,never been kissed,1999,79116.0,6.0,6.0,5.5,25.0,,4.0,3.0,107.0,2.0,8.0,11.84,84.57
7017,tt0142688,the ninth gate,1999,156431.0,6.7,4.4,4.3,38.0,,4.0,2.0,133.0,1.0,4.0,6.62,58.4
7018,tt0185547,ninth street,1999,109.0,6.5,6.5,6.5,,,4.0,1.0,95.0,0.0,0.0,,
7019,tt0125439,notting hill,1999,254275.0,7.1,6.8,8.3,42.0,,4.0,3.0,124.0,11.0,14.0,21.81,363.94
7020,tt0132477,october sky,1999,77455.0,7.8,7.1,9.1,25.0,,4.0,3.0,108.0,4.0,11.0,5.91,34.7
7021,tt0151804,office space,1999,231477.0,7.7,6.8,8.0,10.0,,4.0,1.0,89.0,1.0,2.0,4.23,10.83
7022,tt0203408,the omega code,1999,4887.0,3.5,1.4,0.8,8.0,,4.0,5.0,100.0,0.0,0.0,2.35,12.61
7023,tt0120775,one man's hero,1999,1026.0,6.1,2.4,3.8,11.35,,4.0,6.0,121.0,0.0,3.0,0.11,0.24
7024,tt0123209,the other sister,1999,11486.0,6.5,2.8,2.9,35.0,,4.0,3.0,129.0,0.0,2.0,6.62,27.81
7025,tt0248271,"our friend, martin",1999,800.0,6.7,6.7,6.7,,,4.0,3.0,60.0,0.0,0.0,,
7026,tt0130172,p.u.n.k.s.,1999,1236.0,4.8,4.8,4.8,,,4.0,2.0,115.0,0.0,0.0,,
7027,tt0140447,the passion of ayn rand,1999,1315.0,6.0,6.0,8.3,,,4.0,3.0,104.0,1.0,8.0,,
7028,tt0202521,passport to paris,1999,4815.0,5.3,5.3,5.3,,,4.0,2.0,87.0,0.0,0.0,,
7029,tt0120784,payback,1999,126606.0,7.1,4.6,5.4,90.0,,4.0,4.0,100.0,2.0,2.0,21.22,161.63
7031,tt0196857,play it to the bone,1999,11130.0,5.5,3.2,1.1,24.0,,4.0,3.0,124.0,0.0,0.0,0.0,8.68
7032,tt0120797,pushing tin,1999,27420.0,6.0,4.7,4.8,33.0,,4.0,3.0,124.0,0.0,2.0,3.56,8.41
7033,tt0144814,the rage carrie 2,1999,14830.0,4.7,4.2,4.7,21.0,,4.0,3.0,104.0,1.0,2.0,7.07,17.76
7034,tt0156934,random hearts,1999,18993.0,5.2,3.8,1.5,64.0,,4.0,3.0,133.0,0.0,0.0,13.01,74.61
7035,tt0129332,ravenous,1999,34762.0,7.0,4.6,4.7,12.0,,4.0,3.0,101.0,1.0,4.0,1.04,2.06
7036,tt0189047,retro puppet master,1999,1898.0,4.0,4.0,4.0,,,4.0,5.0,80.0,0.0,0.0,,
7037,tt0161942,revelation,1999,861.0,5.1,5.1,5.1,1.5,,4.0,5.0,98.0,0.0,2.0,0.04,0.21
7039,tt0171698,rites of passage,1999,1023.0,6.2,6.2,6.2,,,4.0,2.0,95.0,1.0,1.0,,
7040,tt0163187,runaway bride,1999,88865.0,5.5,3.9,4.6,70.0,,4.0,2.0,116.0,6.0,10.0,35.06,309.46
7041,tt0165454,the runner,1999,1039.0,5.7,5.7,2.4,,,4.0,3.0,94.0,0.0,0.0,,
7042,tt0160862,she's all that,1999,80040.0,5.9,5.1,4.0,10.0,,4.0,2.0,95.0,8.0,5.0,16.07,103.17
7043,tt0168172,simon sez,1999,6481.0,2.5,1.6,0.0,10.0,,4.0,2.0,85.0,1.0,0.0,0.19,0.29
7044,tt0145893,simply irresistible,1999,12800.0,5.3,2.7,1.6,6.0,,4.0,4.0,96.0,0.0,0.0,2.23,4.4
7045,tt0167404,the sixth sense,1999,867237.0,8.1,6.4,8.6,40.0,,4.0,3.0,107.0,32.0,48.0,26.68,672.81
7046,tt0162661,sleepy hollow,1999,313752.0,7.3,6.5,6.8,100.0,,4.0,3.0,105.0,24.0,41.0,30.06,206.07
7047,tt0162662,a slipping-down life,1999,978.0,6.2,4.4,2.6,,,4.0,3.0,109.0,2.0,2.0,0.01,0.11
7048,tt0120834,snow falling on cedars,1999,13265.0,6.7,4.4,3.9,35.0,,4.0,4.0,127.0,5.0,9.0,0.03,23.05
7049,tt0158983,"south park bigger, longer & uncut",1999,185416.0,7.7,7.3,8.1,21.0,,4.0,4.0,81.0,7.0,10.0,11.34,83.14
7050,tt0155197,speedway junky,1999,1475.0,5.3,4.0,2.9,1.0,,4.0,3.0,105.0,0.0,2.0,0.01,0.02
7051,tt0120915,star wars episode i – the phantom menace,1999,685503.0,6.5,5.1,5.3,115.0,431.0,4.0,4.0,136.0,26.0,65.0,64.82,1027.08
7052,tt0120915,star wars,1999,685503.0,6.5,5.1,5.3,115.0,431.0,4.0,4.0,136.0,26.0,65.0,64.82,1027.08
7053,tt0145531,stigmata,1999,61847.0,6.2,2.8,2.2,29.0,,4.0,1.0,103.0,0.0,6.0,18.31,89.45
7054,tt0164181,stir of echoes,1999,70539.0,7.0,6.7,6.7,12.0,,4.0,3.0,99.0,3.0,1.0,5.81,21.14
7055,tt0165498,storm,1999,688.0,4.0,4.0,4.0,1.5,,4.0,1.0,104.0,0.0,0.0,,
7056,tt0160916,the story of us,1999,20593.0,6.0,3.7,2.8,50.0,,4.0,3.0,95.0,1.0,4.0,9.67,58.9
7057,tt0166896,the straight story,1999,76452.0,8.0,8.6,9.6,10.0,,4.0,2.0,112.0,16.0,39.0,0.09,6.42
7058,tt0164912,stuart little,1999,118589.0,5.9,6.1,6.7,133.0,,4.0,4.0,84.0,7.0,13.0,15.02,300.14
7059,tt0162677,summer of sam,1999,34554.0,6.7,6.7,6.7,22.0,,4.0,4.0,142.0,0.0,6.0,5.95,19.29
7060,tt0167427,superstar,1999,17072.0,5.1,4.2,3.2,34.0,,4.0,2.0,81.0,0.0,2.0,8.91,30.64
7061,tt0158371,sweet and lowdown,1999,30839.0,7.2,7.0,7.7,29.75,,4.0,3.0,95.0,1.0,13.0,0.09,4.53
7063,tt0120855,tarzan,1999,188924.0,7.3,7.9,8.9,130.0,,4.0,4.0,88.0,10.0,23.0,34.22,448.19
7065,tt0192671,that championship season,1999,338.0,5.9,5.9,5.9,,,4.0,1.0,130.0,0.0,1.0,,
7066,tt0220095,thicker than water,1999,564.0,4.8,4.8,4.8,,,4.0,1.0,91.0,0.0,0.0,0.06,0.11
7067,tt0139809,the thirteenth floor,1999,62859.0,7.1,3.6,2.9,16.0,,4.0,3.0,100.0,0.0,1.0,3.32,18.56
7068,tt0200208,the thirteenth year,1999,4350.0,6.0,6.0,6.0,,,4.0,3.0,95.0,0.0,1.0,,
7069,tt0155267,the thomas crown affair,1999,83098.0,6.8,7.2,7.0,48.0,,4.0,3.0,113.0,3.0,2.0,14.6,124.31
7070,tt0120188,three kings,1999,155080.0,7.1,8.2,9.4,75.0,,4.0,5.0,114.0,8.0,19.0,15.85,107.75
7071,tt0144640,three to tango,1999,17770.0,6.0,3.6,2.8,20.0,,4.0,2.0,98.0,0.0,0.0,4.41,10.57
7072,tt0120866,titus,1999,19088.0,7.1,5.7,6.8,,,4.0,3.0,162.0,4.0,18.0,0.02,2.26
7073,tt0120363,toy story 2,1999,492955.0,7.9,8.8,10.0,90.0,,4.0,5.0,92.0,20.0,26.0,0.3,497.37
7074,tt0120363,toy story,1999,492955.0,7.9,8.8,10.0,90.0,,4.0,5.0,92.0,20.0,26.0,0.3,497.37
7075,tt0160298,trippin',1999,1126.0,5.3,5.3,1.8,3.0,,4.0,1.0,94.0,0.0,0.0,2.53,9.02
7076,tt0139668,true crime,1999,30287.0,6.6,6.5,5.4,55.0,,4.0,4.0,127.0,0.0,5.0,5.28,16.65
7077,tt0161023,tumbleweeds,1999,3102.0,6.7,7.5,8.2,0.31,,4.0,2.0,102.0,10.0,11.0,,1.35
7078,tt0162830,twin falls idaho,1999,3611.0,7.2,7.1,7.8,0.5,,4.0,1.0,111.0,5.0,7.0,0.05,0.99
7079,tt0176269,universal soldier the return,1999,26915.0,4.2,2.4,0.5,45.0,,4.0,2.0,83.0,0.0,0.0,4.61,10.67
7080,tt0139699,varsity blues,1999,40094.0,6.5,5.0,4.1,16.0,,4.0,4.0,106.0,2.0,5.0,15.2,54.29
7081,tt0159097,the virgin suicides,1999,137007.0,7.2,7.6,7.6,9.0,,4.0,2.0,97.0,3.0,14.0,0.24,10.41
7082,tt0120458,virus,1999,25228.0,5.0,1.9,1.0,75.0,,4.0,4.0,99.0,0.0,0.0,6.01,30.66
7083,tt0235872,the waiting game,1999,113.0,5.4,3.4,5.4,,,4.0,1.0,85.0,4.0,0.0,0.01,
7084,tt0164226,wakko's wish,1999,1310.0,7.2,7.2,7.2,,,4.0,7.0,80.0,0.0,5.0,,
7085,tt0120613,a walk on the moon,1999,7622.0,6.6,7.0,7.2,14.0,,4.0,2.0,107.0,1.0,6.0,0.08,4.75
7086,tt0175317,walking across egypt,1999,1101.0,7.2,7.2,7.2,4.5,,4.0,4.0,100.0,2.0,1.0,,
7087,tt0200282,when the day breaks,1999,828.0,6.8,6.8,6.8,,,1.0,3.0,10.0,19.0,3.0,,
7088,tt0178988,whiteboyz,1999,1712.0,5.3,4.5,1.3,,,4.0,2.0,92.0,0.0,2.0,0.02,0.04
7089,tt0120891,wild wild west,1999,146810.0,4.9,3.8,1.7,170.0,,4.0,4.0,106.0,16.0,16.0,27.69,222.1
7090,tt0131646,wing commander,1999,15792.0,4.3,2.1,1.0,30.0,,4.0,3.0,100.0,0.0,0.0,5.11,11.58
7091,tt0240219,winnie the pooh seasons of giving,1999,1080.0,7.0,7.0,7.0,,,4.0,5.0,70.0,0.0,0.0,,
7092,tt0210389,wisconsin death trip,1999,1257.0,6.7,4.0,7.5,,,4.0,2.0,76.0,3.0,2.0,,
7093,tt0217894,the woman chaser,1999,577.0,7.2,4.6,6.9,1.2,,4.0,1.0,90.0,2.0,2.0,,
7094,tt0213313,a woman scorned,1999,42.0,5.0,5.0,5.0,,,3.0,1.0,8.0,0.0,0.0,,
7095,tt0161100,the wood,1999,7871.0,7.0,5.2,6.1,6.0,,4.0,3.0,106.0,1.0,7.0,8.52,25.06
7096,tt0143145,the world is not enough,1999,179414.0,6.4,5.7,5.2,135.0,,4.0,3.0,128.0,7.0,12.0,35.52,361.83
7097,tt0154443,8½ women,1999,3476.0,5.8,3.6,4.1,,,4.0,2.0,118.0,0.0,2.0,0.09,0.44
7099,tt0484325,ashes to ashes,1999,16.0,6.9,6.9,6.9,,,4.0,1.0,90.0,0.0,0.0,,
7100,tt0159272,beautiful people,1999,2312.0,6.7,7.9,8.0,,,4.0,3.0,107.0,4.0,4.0,0.01,0.26
7101,tt0167082,the clandestine marriage,1999,297.0,5.8,5.8,5.8,,,4.0,1.0,90.0,0.0,0.0,,
7102,tt0159373,cotton mary,1999,444.0,5.3,5.2,3.6,3.5,,4.0,1.0,124.0,0.0,0.0,0.02,0.3
7103,tt0159379,the criminal,1999,340.0,5.4,5.4,5.4,,,4.0,2.0,99.0,1.0,0.0,,
7104,tt0131349,darkness falls,1999,472.0,5.8,5.8,5.8,,,4.0,2.0,90.0,0.0,0.0,,
7105,tt0159401,the debt collector,1999,925.0,6.7,6.7,6.7,,,4.0,3.0,109.0,1.0,1.0,,
7106,tt0144178,dreaming of joseph lees,1999,741.0,6.4,5.5,3.6,,,4.0,2.0,92.0,2.0,2.0,0.01,0.01
7107,tt0196516,the duke,1999,441.0,4.4,4.4,4.4,,,4.0,3.0,88.0,0.0,0.0,,
7108,tt0166175,east is east,1999,16466.0,6.9,7.4,7.8,,,4.0,2.0,96.0,16.0,10.0,0.05,4.18
7109,tt0172396,the end of the affair,1999,20310.0,7.1,6.5,6.7,23.0,,4.0,2.0,102.0,2.0,25.0,0.2,10.83
7110,tt0233691,faeries,1999,363.0,5.7,5.7,5.7,,,4.0,4.0,90.0,0.0,0.0,,
7111,tt0181534,fanny and elvis,1999,431.0,6.3,6.3,6.3,,,4.0,1.0,111.0,2.0,1.0,,
7112,tt0165773,felicia's journey,1999,7279.0,7.0,7.2,8.8,,,4.0,2.0,116.0,5.0,14.0,0.04,0.82
7114,tt0150786,gregory's two girls,1999,459.0,5.2,5.2,5.2,,,4.0,1.0,116.0,0.0,0.0,,
7115,tt0128239,grey owl,1999,3201.0,6.0,6.0,1.7,30.0,,4.0,3.0,118.0,1.0,5.0,0.16,0.63
7116,tt0202381,guest house paradiso,1999,8796.0,6.2,6.2,6.2,,,4.0,2.0,89.0,0.0,0.0,,
7117,tt0130757,the harpist,1999,29.0,5.5,5.5,5.5,3.0,,4.0,1.0,93.0,0.0,0.0,,
7118,tt0188674,human traffic,1999,22141.0,7.1,5.3,5.9,,,4.0,2.0,99.0,9.0,7.0,,0.1
7119,tt0180793,the last september,1999,724.0,6.1,6.9,4.2,,,4.0,3.0,103.0,0.0,1.0,,0.48
7120,tt0126859,the loss of sexual innocence,1999,3028.0,5.4,4.2,4.7,4.0,,4.0,1.0,106.0,0.0,0.0,0.05,0.16
7121,tt0175876,mad cows,1999,270.0,4.0,4.0,4.0,,,4.0,1.0,90.0,0.0,0.0,,
7122,tt0178737,mansfield park,1999,20393.0,7.1,7.1,7.7,,,4.0,3.0,112.0,0.0,5.0,0.09,4.78
7123,tt0160534,milk,1999,154.0,5.7,5.7,5.7,,,4.0,2.0,94.0,0.0,2.0,,
7124,tt0120899,my life so far,1999,2622.0,6.5,6.5,7.0,,,4.0,3.0,98.0,0.0,0.0,0.05,0.64
7125,tt0119079,onegin,1999,7193.0,6.9,5.9,4.8,14.0,,4.0,2.0,106.0,3.0,4.0,0.01,0.21
7127,tt0134033,plunkett & macleane,1999,9359.0,6.4,4.4,2.4,,,4.0,4.0,99.0,0.0,0.0,0.24,0.47
7128,tt0171685,ratcatcher,1999,7799.0,7.5,7.6,8.4,0.03,,4.0,1.0,94.0,12.0,6.0,0.01,0.22
7130,tt0131566,rogue trader,1999,8953.0,6.4,6.4,3.0,12.8,,4.0,4.0,101.0,0.0,0.0,,
7131,tt0202559,a room for romeo brass,1999,5149.0,7.6,6.5,6.8,,,4.0,2.0,90.0,0.0,3.0,0.01,0.02
7133,tt0161977,simon magus,1999,480.0,7.0,4.7,7.0,,,4.0,3.0,101.0,2.0,5.0,0.01,0.04
7134,tt0127296,splendor,1999,2923.0,5.9,5.2,5.8,,,4.0,2.0,93.0,0.0,0.0,0.0,
7135,tt0120857,tea with mussolini,1999,10405.0,6.9,5.3,6.6,12.0,,4.0,3.0,117.0,4.0,3.0,1.63,14.4
7136,tt0153032,this year's love,1999,1505.0,6.3,6.3,6.3,,,4.0,3.0,108.0,0.0,1.0,,
7137,tt0132563,to walk with lions,1999,734.0,6.8,6.8,6.8,,,4.0,3.0,108.0,1.0,5.0,,
7138,tt0146315,tom's midnight garden,1999,581.0,6.7,6.7,6.7,,,4.0,4.0,107.0,0.0,0.0,,
7139,tt0151568,topsy-turvy,1999,11226.0,7.3,9.0,8.9,,,4.0,6.0,154.0,11.0,27.0,0.03,6.21
7140,tt0161010,the trench,1999,2270.0,6.0,5.8,6.0,,,4.0,3.0,98.0,2.0,2.0,,
7141,tt0176250,tube tales,1999,1248.0,6.3,6.3,6.3,,,4.0,1.0,84.0,0.0,0.0,,
7142,tt0141974,the war zone,1999,9114.0,7.3,6.8,8.4,,,4.0,2.0,98.0,9.0,12.0,0.02,0.25
7143,tt0194530,whatever happened to harold smith?,1999,1112.0,6.5,6.5,4.0,,,4.0,1.0,95.0,2.0,0.0,0.0,0.0
7144,tt0155388,the winslow boy,1999,6977.0,7.3,7.9,9.7,,,4.0,2.0,104.0,5.0,5.0,0.08,3.96
7145,tt0160596,with or without you,1999,685.0,6.2,6.2,6.2,,,4.0,2.0,93.0,0.0,0.0,,
7146,tt0171865,wonderland,1999,3819.0,7.1,7.1,6.3,,,4.0,1.0,108.0,1.0,6.0,0.04,0.41
7147,tt0211181,102 dalmatians,2000,32710.0,4.9,3.5,3.1,85.0,65.41,4.0,3.0,100.0,1.0,6.0,19.88,183.61
7149,tt0191754,28 days,2000,41854.0,6.0,4.6,3.2,43.0,,4.0,2.0,103.0,1.0,0.0,10.31,62.2
7150,tt0199290,3 strikes,2000,2832.0,4.7,1.1,0.0,3.4,,4.0,1.0,82.0,0.0,0.0,3.68,9.83
7151,tt0216216,the 6th day,2000,112379.0,5.9,4.9,4.1,82.0,33.81,4.0,4.0,123.0,0.0,8.0,13.02,96.09
7152,tt0164318,across the line,2000,207.0,5.7,5.7,5.7,,,4.0,2.0,99.0,1.0,0.0,,
7153,tt0244303,adventures in wild california,2000,149.0,7.0,7.0,8.6,,,4.0,2.0,41.0,0.0,1.0,,
7156,tt0149624,all the pretty horses,2000,12530.0,5.8,5.5,3.2,57.0,14.71,4.0,3.0,116.0,2.0,13.0,1.3,18.13
7157,tt0181875,almost famous,2000,240042.0,7.9,9.0,8.9,60.0,31.72,4.0,4.0,122.0,52.0,103.0,2.31,47.38
7158,tt0144084,american psycho,2000,447872.0,7.6,6.4,6.8,7.0,,4.0,2.0,101.0,6.0,10.0,4.96,34.27
7159,tt0204137,animal factory,2000,12168.0,6.6,6.5,8.2,3.6,,4.0,2.0,94.0,0.0,1.0,0.01,0.04
7160,tt0160009,the art of war,2000,27738.0,5.7,3.0,1.6,60.0,29.46,4.0,4.0,117.0,2.0,9.0,10.41,40.4
7161,tt0174480,autumn in new york,2000,23781.0,5.7,2.4,1.9,65.0,,4.0,2.0,103.0,0.0,3.0,10.99,90.73
7162,tt0211938,bait,2000,10164.0,5.8,3.9,2.6,51.0,14.93,4.0,4.0,119.0,0.0,0.0,5.49,15.47
7163,tt0236008,the ballad of ramblin' jack,2000,297.0,7.7,7.2,9.4,,,4.0,3.0,112.0,5.0,1.0,0.01,0.23
7164,tt0215545,bamboozled,2000,9689.0,6.5,5.0,4.8,10.0,1.88,4.0,3.0,135.0,1.0,10.0,0.19,2.46
7165,tt0185183,battlefield earth,2000,73733.0,2.5,0.9,0.3,73.0,,4.0,3.0,118.0,19.0,3.0,11.55,29.73
7166,tt0163978,the beach,2000,213343.0,6.7,4.3,2.0,50.0,,4.0,4.0,119.0,0.0,7.0,15.28,144.06
7167,tt0211941,beat,2000,1396.0,5.6,5.6,5.7,3.0,,4.0,1.0,93.0,0.0,1.0,,
7168,tt0210567,beautiful,2000,3539.0,5.6,2.3,1.6,14.0,2.83,4.0,2.0,112.0,0.0,2.0,1.41,3.17
7169,tt0200472,beautiful joe,2000,2094.0,5.8,5.8,6.0,,,4.0,2.0,98.0,0.0,0.0,,0.0
7170,tt0230030,bedazzled,2000,92407.0,6.0,4.9,4.9,48.0,,4.0,2.0,93.0,1.0,3.0,13.11,90.38
7171,tt0247196,before night falls,2000,22919.0,7.2,8.5,7.3,,2.77,4.0,3.0,133.0,15.0,21.0,0.09,8.6
7172,tt0218839,best in show,2000,52055.0,7.4,7.8,9.4,10.0,16.57,4.0,1.0,90.0,11.0,13.0,0.41,20.79
7173,tt0208003,big momma's house,2000,77470.0,5.1,3.3,3.0,30.0,0.49,4.0,3.0,99.0,1.0,9.0,25.66,173.96
7175,tt0163983,bless the child,2000,13447.0,5.1,1.7,0.3,65.0,28.13,4.0,4.0,107.0,1.0,6.0,9.41,40.44
7176,tt0181984,boiler room,2000,47227.0,7.0,6.3,6.6,7.0,,4.0,3.0,120.0,1.0,9.0,5.74,28.78
7177,tt0229260,book of shadows blair witch 2,2000,34506.0,3.9,1.5,1.4,15.0,,4.0,5.0,90.0,2.0,8.0,13.22,47.74
7179,tt0186894,bounce,2000,19373.0,5.7,5.2,5.2,35.0,,4.0,2.0,106.0,2.0,2.0,11.42,53.43
7180,tt0204175,boys and girls,2000,15429.0,5.4,2.9,1.1,35.0,,4.0,3.0,94.0,0.0,0.0,7.01,25.85
7181,tt0204946,bring it on,2000,82938.0,6.0,5.2,6.3,11.0,67.91,4.0,3.0,98.0,2.0,7.0,17.36,90.45
7182,tt0222850,the broken hearts club a romantic comedy,2000,6808.0,7.0,5.1,6.4,1.0,,4.0,4.0,94.0,1.0,1.0,0.11,2.02
7183,tt0222851,brother,2000,20881.0,7.2,4.7,4.7,10.0,,4.0,3.0,114.0,1.0,2.0,0.06,15.25
7184,tt0162222,cast away,2000,487639.0,7.8,7.3,8.8,90.0,,4.0,3.0,143.0,15.0,35.0,28.88,429.63
