,title,year,imdbID,win,nom
8143,lara croft tomb raider,2003,tt0325703,0,0
8144,the last samurai,2003,tt0325710,0,1
8145,the league of extraordinary gentlemen,2003,tt0311429,0,0
8146,"legally blonde 2 red, white & blonde",2003,tt0333780,0,0
8147,legally blonde,2003,tt0316997,0,0
8148,the life of david gale,2003,tt0289992,0,0
8149,the lizzie mcguire movie,2003,tt0306841,0,0
8150,lizzie mcguire,2003,tt0306841,0,0
8151,looney tunes back in action,2003,tt0318155,0,0
8152,looney tunes,2003,tt0318155,0,0
8153,the lord of the rings the return of the king,2003,tt0167260,3,3
8155,lost in translation,2003,tt0335266,1,4
8156,love don't cost a thing,2003,tt0337592,0,0
8157,malibu's most wanted,2003,tt0328099,0,0
8158,a man apart,2003,tt0266465,0,0
8159,manhood,2003,tt0316219,0,0
8160,marci x,2003,tt0266747,0,0
8161,masked and anonymous,2003,tt0319829,0,0
8162,master and commander the far side of the world,2003,tt0311113,0,2
8163,matchstick men,2003,tt0325805,0,0
8164,the matrix reloaded,2003,tt0234215,0,0
8165,the matrix,2003,tt0234215,0,0
8166,the matrix revolutions,2003,tt0242653,0,0
8168,the medallion,2003,tt0288045,0,0
8169,a mighty wind,2003,tt0310281,0,0
8170,"milwaukee, minnesota",2003,tt0285727,0,0
8171,the missing,2003,tt0338188,0,0
8173,mona lisa smile,2003,tt0304415,0,0
8176,monster,2003,tt0340855,1,1
8177,monster man,2003,tt0365513,0,0
8178,my boss's daughter,2003,tt0270980,0,0
8179,my flesh and blood,2003,tt0342804,0,0
8180,mystic river,2003,tt0327056,2,6
8183,national security,2003,tt0271668,0,0
8184,the night we called it a day,2003,tt0320159,0,0
8185,old school,2003,tt0302886,0,0
8186,once upon a time in mexico,2003,tt0285823,0,0
8188,open range,2003,tt0316356,0,0
8189,open water,2003,tt0374102,0,0
8190,the order,2003,tt0304711,0,0
8191,out of time,2003,tt0313443,0,0
8192,party monster,2003,tt0320244,0,0
8195,pauly shore is dead,2003,tt0284674,0,0
8196,paycheck,2003,tt0338337,0,0
8197,peter pan,2003,tt0316396,0,0
8200,pieces of april,2003,tt0311648,0,1
8201,piglet's big movie,2003,tt0323642,0,0
8202,pirates of the caribbean the curse of the black pearl,2003,tt0325980,0,1
8204,prey for rock & roll,2003,tt0307351,0,0
8205,puppet master the legacy,2003,tt0390393,0,0
8206,quicksand,2003,tt0271136,0,0
8207,radio,2003,tt0316465,0,0
8208,the real cancun,2003,tt0360916,0,0
8209,the recruit,2003,tt0292506,0,0
8210,the room,2003,tt0368226,0,0
8211,rugrats go wild,2003,tt0337711,0,0
8213,runaway jury,2003,tt0313542,0,0
8215,the rundown,2003,tt0327850,0,0
8216,s.w.a.t.,2003,tt0257076,0,0
8217,scary movie 3,2003,tt0306047,0,0
8219,school of rock,2003,tt0332379,0,0
8220,seabiscuit,2003,tt0329575,0,2
8222,secondhand lions,2003,tt0327137,0,0
8223,shade,2003,tt0323939,0,0
8224,shanghai knights,2003,tt0300471,0,0
8226,shattered glass,2003,tt0323944,0,0
8227,sinbad legend of the seven seas,2003,tt0165982,0,0
8228,the singing detective,2003,tt0314676,0,0
8229,sky blue,2003,tt0353014,0,0
8230,something's gotta give,2003,tt0337741,0,1
8231,spy kids 3-d game over,2003,tt0338459,0,0
8233,the station agent,2003,tt0340377,0,0
8234,stuck on you,2003,tt0338466,0,0
8236,tears of the sun,2003,tt0314353,0,0
8237,terminator 3 rise of the machines,2003,tt0181852,0,0
8239,testosterone,2003,tt0378867,0,0
8240,the texas chainsaw massacre,2003,tt0324216,0,0
8242,thirteen,2003,tt0328538,0,1
8243,this girl's life,2003,tt0343095,0,0
8244,this thing of ours,2003,tt0338497,0,0
8245,timeline,2003,tt0300556,0,0
8246,tupac resurrection,2003,tt0343121,0,0
8247,two days,2003,tt0320668,0,0
8248,uncle nino,2003,tt0327210,0,0
8249,under the tuscan sun,2003,tt0328589,0,0
8250,underworld,2003,tt0320691,0,0
8251,uptown girls,2003,tt0263757,0,0
8253,veronica guerin,2003,tt0312549,0,0
8254,view from the top,2003,tt0264150,0,0
8255,what a girl wants,2003,tt0286788,0,0
8257,willard,2003,tt0310357,0,0
8259,wonderland,2003,tt0335563,0,0
8260,wrong turn,2003,tt0295700,0,0
8261,x2 x-men united,2003,tt0290334,0,0
8262,x-men,2003,tt0290334,0,0
8263,the yes men,2003,tt0379593,0,0
8264,the young black stallion,2003,tt0318850,0,0
8267,16 years of alcohol,2003,tt0331338,0,0
8268,the actors,2003,tt0307919,0,0
8269,baltic storm,2003,tt0313250,0,0
8270,blackball,2003,tt0337879,0,0
8272,bright young things,2003,tt0325123,0,0
8273,calendar girls,2003,tt0337909,0,0
8274,code 46,2003,tt0345061,0,0
8275,devil's gate,2003,tt0309510,0,0
8276,game over kasparov and the machine,2003,tt0379296,0,0
8277,girl with a pearl earring,2003,tt0335119,0,0
8278,the gospel of john,2003,tt0377992,0,0
8280,imperium augustus,2003,tt0340529,0,0
8281,johnny english,2003,tt0274166,0,0
8282,kiss of life,2003,tt0365410,0,0
8283,the last horror movie,2003,tt0319728,0,0
8284,love actually,2003,tt0314331,0,0
8285,monsieur n.,2003,tt0308595,0,0
8286,the mother,2003,tt0323298,0,0
8287,out of bounds,2003,tt0276053,0,0
8288,owning mahowny,2003,tt0285861,0,0
8291,seeing double,2003,tt0362107,0,0
8292,a short film about john bolton,2003,tt0420181,0,0
8293,the statement,2003,tt0340376,0,0
8294,sylvia,2003,tt0325055,0,0
8295,the tesseract,2003,tt0374273,0,0
8297,to kill a king,2003,tt0302436,0,0
8298,touching the void,2003,tt0379557,0,0
8301,the tulse luper suitcases,2003,tt0307596,0,0
8302,wondrous oblivion,2003,tt0334725,0,0
8303,young adam,2003,tt0289635,0,0
8304,shrek 2,2004,tt0298148,0,0
8305,spider-man 2,2004,tt0316654,0,0
8306,the passion of the christ,2004,tt0335345,0,0
8307,harry potter and the prisoner of azkaban,2004,tt0304141,0,0
8308,the incredibles,2004,tt0317705,0,1
8309,the day after tomorrow,2004,tt0319262,0,0
8310,the bourne supremacy,2004,tt0372183,0,0
8311,shark tale,2004,tt0307453,0,0
8312,the polar express,2004,tt0338348,0,0
8313,national treasure,2004,tt0368891,0,0
8314,chasing liberty,2004,tt0360139,0,0
8315,my baby's daddy,2004,tt0332712,0,0
8316,along came polly,2004,tt0343135,0,0
8317,teacher's pet,2004,tt0350194,0,0
8318,torque,2004,tt0329691,0,0
8319,the butterfly effect,2004,tt0289879,0,0
8320,win a date with tad hamilton!,2004,tt0335559,0,0
8321,the big bounce,2004,tt0315824,0,0
8322,the perfect score,2004,tt0314498,0,0
8323,you got served,2004,tt0365957,0,0
8324,barbershop 2 back in business,2004,tt0337579,0,0
8325,catch that kid,2004,tt0337917,0,0
8326,miracle,2004,tt0349825,0,0
8327,50 first dates,2004,tt0343660,0,0
8328,against the ropes,2004,tt0312329,0,0
8329,clifford's really big movie,2004,tt0398872,0,0
8330,confessions of a teenage drama queen,2004,tt0361467,0,0
8331,eurotrip,2004,tt0356150,0,0
8332,welcome to mooseport,2004,tt0361925,0,0
8333,club dread,2004,tt0331953,0,0
8334,twisted,2004,tt0315297,0,0
8335,hidalgo,2004,tt0317648,0,0
8336,starsky & hutch,2004,tt0335438,0,0
8337,agent cody banks 2 destination london,2004,tt0358349,0,0
8338,secret window,2004,tt0363988,0,0
8339,spartan,2004,tt0360009,0,0
8340,dawn of the dead,2004,tt0363547,0,0
8341,eternal sunshine of the spotless mind,2004,tt0338013,1,2
8342,taking lives,2004,tt0364045,0,0
8343,jersey girl,2004,tt0300051,0,0
8344,the ladykillers,2004,tt0335245,0,0
8345,never die alone,2004,tt0354766,0,0
8346,scooby-doo 2 monsters unleashed,2004,tt0331632,0,0
8347,hellboy,2004,tt0167190,0,0
8348,home on the range,2004,tt0299172,0,0
8349,the prince and me,2004,tt0337697,0,0
8350,walking tall,2004,tt0351977,0,0
8351,johnson family vacation,2004,tt0359517,0,0
8352,the whole ten yards,2004,tt0327247,0,0
8353,the alamo,2004,tt0318974,0,0
8354,ella enchanted,2004,tt0327679,0,0
8355,the girl next door,2004,tt0265208,0,0
8356,shaun of the dead,2004,tt0365748,0,0
8357,connie and carla,2004,tt0345074,0,0
8358,kill bill volume 2,2004,tt0422704,0,0
8359,the punisher,2004,tt0330793,0,0
8360,13 going on 30,2004,tt0337563,0,0
8361,man on fire,2004,tt0328107,0,0
8362,bobby jones stroke of genius,2004,tt0375104,0,0
8363,envy,2004,tt0326856,0,0
8364,godsend,2004,tt0335121,0,0
8365,mean girls,2004,tt0377092,0,0
8366,new york minute,2004,tt0363282,0,0
8367,off the lip,2004,tt0223828,0,0
8368,super size me,2004,tt0390521,0,0
8369,van helsing,2004,tt0338526,0,0
8370,breakin' all the rules,2004,tt0349169,0,0
8373,troy,2004,tt0332452,0,0
8374,stateside,2004,tt0339727,0,0
8375,raising helen,2004,tt0350028,0,0
8376,soul plane,2004,tt0367085,0,0
8377,the chronicles of riddick,2004,tt0296572,0,0
8379,napoleon dynamite,2004,tt0374900,0,0
8380,the stepford wives,2004,tt0327162,0,0
8381,around the world in 80 days,2004,tt0327437,0,0
8382,dodgeball a true underdog story,2004,tt0364725,0,0
8383,the terminal,2004,tt0362227,0,0
8384,white chicks,2004,tt0381707,0,0
8385,fahrenheit 9/11,2004,tt0361596,0,0
8386,the notebook,2004,tt0332280,0,0
8387,before sunset,2004,tt0381681,0,1
8388,king arthur,2004,tt0349683,0,0
8389,anchorman the legend of ron burgundy,2004,tt0357413,0,0
8390,sleepover,2004,tt0368975,0,0
8391,a cinderella story,2004,tt0356470,0,0
8392,"i, robot",2004,tt0343818,0,0
8393,catwoman,2004,tt0327554,0,0
8394,a home at the end of the world,2004,tt0359423,0,0
8395,thunderbirds,2004,tt0167456,0,0
8396,garden state,2004,tt0333766,0,0
8397,harold & kumar go to white castle,2004,tt0366551,0,0
8398,she hate me,2004,tt0384533,0,0
8399,the manchurian candidate,2004,tt0368008,0,0
8400,the village,2004,tt0368447,0,0
8401,collateral,2004,tt0369339,0,1
8402,little black book,2004,tt0361841,0,0
8404,the princess diaries 2 royal engagement,2004,tt0368933,0,0
8405,alien vs. predator,2004,tt0370263,0,0
8407,exorcist the beginning,2004,tt0204313,0,0
8408,without a paddle,2004,tt0364751,0,0
8409,anacondas the hunt for the blood orchid,2004,tt0366174,0,0
8410,suspect zero,2004,tt0324127,0,0
8411,5x2,2004,tt0354356,0,0
8412,vanity fair,2004,tt0241025,0,0
8413,the cookout,2004,tt0380277,0,0
8414,paparazzi,2004,tt0338325,0,0
8415,wicker park,2004,tt0324554,0,0
8416,cellular,2004,tt0337921,0,0
8417,criminal,2004,tt0362526,0,0
8418,resident evil apocalypse,2004,tt0318627,0,0
8419,funky monkey,2004,tt0331509,0,0
8421,sky captain and the world of tomorrow,2004,tt0346156,0,0
8422,wimbledon,2004,tt0360201,0,0
8423,first daughter,2004,tt0361620,0,0
8424,the forgotten,2004,tt0356618,0,0
8425,the last shot,2004,tt0357054,0,0
8426,i heart huckabees,2004,tt0356721,0,0
8427,ladder 49,2004,tt0349710,0,0
8428,bride and prejudice,2004,tt0491639,0,0
8429,taxi,2004,tt0316732,0,0
8430,around the bend,2004,tt0384810,0,0
8431,friday night lights,2004,tt0390022,0,0
8432,raise your voice,2004,tt0361696,0,0
8433,shall we dance?,2004,tt0358135,0,0
8434,team america world police,2004,tt0372588,0,0
8435,the grudge,2004,tt0391198,0,0
8436,sideways,2004,tt0375063,1,5
8437,surviving christmas,2004,tt0252028,0,0
8438,ray,2004,tt0350258,1,3
8439,saw,2004,tt0387564,0,0
8440,alfie,2004,tt0375173,0,0
8441,after the sunset,2004,tt0367479,0,0
8442,finding neverland,2004,tt0308644,0,3
8443,seed of chucky,2004,tt0387575,0,0
8444,bridget jones the edge of reason,2004,tt0317198,0,0
8445,the spongebob squarepants movie,2004,tt0345950,0,0
8446,alexander,2004,tt0346491,0,0
8447,christmas with the kranks,2004,tt0388419,0,0
8448,closer,2004,tt0376541,0,2
8449,blade trinity,2004,tt0359013,0,0
8450,ocean's twelve,2004,tt0349903,0,0
8451,million dollar baby,2004,tt0405159,4,6
8452,flight of the phoenix,2004,tt0377062,0,0
8453,lemony snicket's a series of unfortunate events,2004,tt0339291,0,0
8454,spanglish,2004,tt0371246,0,0
8455,meet the fockers,2004,tt0290002,0,0
8456,the phantom of the opera,2004,tt0293508,0,0
8457,the aviator,2004,tt0338751,1,6
8458,fat albert,2004,tt0396592,0,0
8459,the life aquatic with steve zissou,2004,tt0362270,0,0
8460,in good company,2004,tt0385267,0,0
8461,9 songs,2004,tt0411705,0,0
8462,ae fond kiss...,2004,tt0380366,0,0
8463,arsène lupin,2004,tt0373690,0,0
8464,being julia,2004,tt0340012,0,1
8465,beyond the sea,2004,tt0363473,0,0
8467,bullet boy,2004,tt0385568,0,0
8468,the calcium kid,2004,tt0330111,0,0
8469,churchill the hollywood years,2004,tt0359078,0,0
8470,creep,2004,tt0381966,0,0
8471,dead man's shoes,2004,tt0419677,0,0
8472,dear frankie,2004,tt0377752,0,0
8473,enduring love,2004,tt0375735,0,0
8474,everything,2004,tt0430065,0,0
8475,freak out,2004,tt0329099,0,0
8476,freeze frame,2004,tt0363095,0,0
8478,a good woman,2004,tt0379306,0,0
8479,head in the clouds,2004,tt0338097,0,0
8480,if only,2004,tt0332136,0,0
8482,in my country,2004,tt0349260,0,0
8483,ladies in lavender,2004,tt0377084,0,0
8484,layer cake,2004,tt0375912,0,0
8485,the libertine,2004,tt0375920,0,0
8486,the life and death of peter sellers,2004,tt0352520,0,0
8487,lighthouse hill,2004,tt0312697,0,0
8488,london voodoo,2004,tt0352526,0,0
8489,method,2004,tt0379380,0,0
8490,mickybo and me,2004,tt0388154,0,0
8491,millions,2004,tt0366777,0,0
8493,my summer of love,2004,tt0382189,0,0
8496,the queen of sheba's pearls,2004,tt0381524,0,0
8497,school for seduction,2004,tt0368249,0,0
8498,sex lives of the potato men,2004,tt0368259,0,0
8499,spivs,2004,tt0352864,0,0
8500,stage beauty,2004,tt0368658,0,0
8501,suzie gold,2004,tt0348155,0,0
8504,trauma,2004,tt0363143,0,0
8505,vera drake,2004,tt0383694,0,3
8506,a way of life,2004,tt0365914,0,0
8508,yasmin,2004,tt0420333,0,0
8509,star wars episode iii – revenge of the sith,2005,tt0121766,0,0
8510,harry potter and the goblet of fire,2005,tt0330373,0,0
8511,war of the worlds,2005,tt0407304,0,0
8512,"the chronicles of narnia the lion, the witch and the wardrobe",2005,tt0363771,0,0
8513,charlie and the chocolate factory,2005,tt0367594,0,0
8514,batman begins,2005,tt0372784,0,0
8515,madagascar,2005,tt0351283,0,0
8516,mr. & mrs. smith,2005,tt0356910,0,0
8517,hitch,2005,tt0386588,0,0
8518,king kong,2005,tt0360717,0,0
8519,white noise,2005,tt0375210,0,0
8520,coach carter,2005,tt0393162,0,0
8521,elektra,2005,tt0357277,0,0
8522,racing stripes,2005,tt0376105,0,0
8523,assault on precinct 13,2005,tt0398712,0,0
8524,are we there yet?,2005,tt0368578,0,0
8525,alone in the dark,2005,tt0369226,0,0
8526,hide and seek,2005,tt0382077,0,0
8527,boogeyman,2005,tt0357507,0,0
8528,the wedding date,2005,tt0372532,0,0
8529,pooh's heffalump movie,2005,tt0407121,0,0
8530,because of winn-dixie,2005,tt0317132,0,0
8531,constantine,2005,tt0360486,0,0
8532,son of the mask,2005,tt0362165,0,0
8533,cursed,2005,tt0257516,0,0
8534,diary of a mad black woman,2005,tt0422093,0,0
8535,man of the house,2005,tt0331933,0,0
8536,be cool,2005,tt0377471,0,0
8537,the jacket,2005,tt0366627,0,0
8538,the pacifier,2005,tt0395699,0,0
8539,hostage,2005,tt0340163,0,0
8540,robots,2005,tt0358082,0,0
8541,ice princess,2005,tt0396652,0,0
8542,the ring two,2005,tt0377109,0,0
8544,guess who,2005,tt0372237,0,0
8545,valiant,2005,tt0361089,0,0
8546,beauty shop,2005,tt0388500,0,0
8547,sin city,2005,tt0401792,0,0
8548,the upside of anger,2005,tt0365885,0,0
8549,fever pitch,2005,tt0332047,0,0
8550,sahara,2005,tt0318649,0,0
8552,the amityville horror,2005,tt0384806,0,0
8553,the interpreter,2005,tt0373926,0,0
8554,king's ransom,2005,tt0388183,0,0
8555,a lot like love,2005,tt0391304,0,0
8556,the hitchhiker's guide to the galaxy,2005,tt0371724,0,0
8557,xxx state of the union,2005,tt0329774,0,0
8558,crash,2005,tt0485877,2,4
8559,house of wax,2005,tt0397065,0,0
8561,kingdom of heaven,2005,tt0320661,0,0
8562,kicking & screaming,2005,tt0384642,0,0
8563,mad hot ballroom,2005,tt0438205,0,0
8565,monster-in-law,2005,tt0369735,0,0
8566,unleashed,2005,tt0342258,0,0
8567,dominion prequel to the exorcist,2005,tt0449086,0,0
8568,the longest yard,2005,tt0398165,0,0
8569,the sisterhood of the traveling pants,2005,tt0403508,0,0
8570,cinderella man,2005,tt0352248,0,1
8571,the league of gentlemen's apocalypse,2005,tt0435687,0,0
8572,lords of dogtown,2005,tt0355702,0,0
8574,the honeymooners,2005,tt0373908,0,0
8575,the perfect man,2005,tt0380623,0,0
8576,herbie fully loaded,2005,tt0400497,0,0
8577,bewitched,2005,tt0374536,0,0
8578,land of the dead,2005,tt0418819,0,0
8579,rebound,2005,tt0376108,0,0
8580,dark water,2005,tt0382628,0,0
8581,fantastic four,2005,tt0120667,0,0
8582,wedding crashers,2005,tt0396269,0,0
8583,bad news bears,2005,tt0408524,0,0
8584,the devil's rejects,2005,tt0395584,0,0
8585,hustle & flow,2005,tt0410097,0,1
8586,the island,2005,tt0399201,0,0
8587,must love dogs,2005,tt0417001,0,0
8588,sky high,2005,tt0405325,0,0
8589,stealth,2005,tt0382992,0,0
8590,the dukes of hazzard,2005,tt0377818,0,0
8591,deuce bigalow european gigolo,2005,tt0367652,0,0
8592,four brothers,2005,tt0430105,0,0
8593,the great raid,2005,tt0326905,0,0
8594,the skeleton key,2005,tt0397101,0,0
8595,supercross,2005,tt0403016,0,0
8596,the 40-year-old virgin,2005,tt0405422,0,0
8597,red eye,2005,tt0421239,0,0
8598,the brothers grimm,2005,tt0355295,0,0
8599,the cave,2005,tt0402901,0,0
8600,undiscovered,2005,tt0434424,0,0
8601,the constant gardener,2005,tt0387131,1,2
8602,a sound of thunder,2005,tt0318081,0,0
8603,underclassman,2005,tt0373416,0,0
8604,thumbsucker,2005,tt0318761,0,0
8605,the exorcism of emily rose,2005,tt0404032,0,0
8606,the man,2005,tt0399327,0,0
8607,an unfinished life,2005,tt0350261,0,0
8608,cry wolf,2005,tt0384286,0,0
8609,just like heaven,2005,tt0425123,0,0
8610,lord of war,2005,tt0399295,0,0
8611,venom,2005,tt0428251,0,0
8612,corpse bride,2005,tt0121164,0,0
8613,dirty love,2005,tt0327643,0,0
8614,flightplan,2005,tt0408790,0,0
8615,roll bounce,2005,tt0403455,0,0
8616,capote,2005,tt0379725,1,5
8617,the greatest game ever played,2005,tt0388980,0,0
8618,a history of violence,2005,tt0399146,0,2
8619,into the blue,2005,tt0378109,0,0
8620,little manhattan,2005,tt0412922,0,0
8621,serenity,2005,tt0379786,0,0
8622,wallace & gromit the curse of the were-rabbit,2005,tt0312004,0,0
8623,the gospel,2005,tt0451069,0,0
8624,in her shoes,2005,tt0388125,0,0
8625,two for the money,2005,tt0417217,0,0
8626,waiting...,2005,tt0348333,0,0
8627,domino,2005,tt0421054,0,0
8628,elizabethtown,2005,tt0368709,0,0
8629,the fog,2005,tt0432291,0,0
8630,"the prize winner of defiance, ohio",2005,tt0406158,0,0
8631,doom,2005,tt0419706,0,0
8632,dreamer,2005,tt0487897,0,0
8633,kids in america,2005,tt0408961,0,0
8634,kiss kiss bang bang,2005,tt0373469,0,0
8635,north country,2005,tt0395972,0,2
8636,stay,2005,tt0371257,0,0
8637,the legend of zorro,2005,tt0386140,0,0
8638,prime,2005,tt0387514,0,0
8639,saw ii,2005,tt0432348,0,0
8640,the weather man,2005,tt0384680,0,0
8641,chicken little,2005,tt0371606,0,0
8642,"good night, and good luck",2005,tt0433383,0,4
8643,jarhead,2005,tt0418763,0,0
8644,shopgirl,2005,tt0338427,0,0
8645,get rich or die tryin',2005,tt0430308,0,0
8646,fuck,2005,tt0486585,0,0
8647,derailed,2005,tt0398017,0,0
8648,zathura,2005,tt0406375,0,0
8649,walk the line,2005,tt0358273,1,2
8650,bee season,2005,tt0387059,0,0
8651,the ice harvest,2005,tt0400525,0,0
8652,in the mix,2005,tt0426615,0,0
8653,just friends,2005,tt0433400,0,0
8654,pride & prejudice,2005,tt0414387,0,1
8655,rent,2005,tt0294870,0,0
8657,æon flux,2005,tt0402022,0,0
8658,brokeback mountain,2005,tt0388795,2,6
8659,syriana,2005,tt0365737,1,2
8660,the family stone,2005,tt0356680,0,0
8661,cheaper by the dozen 2,2005,tt0452598,0,0
8662,fun with dick and jane,2005,tt0369441,0,0
8663,memoirs of a geisha,2005,tt0397535,0,0
8664,munich,2005,tt0408306,0,3
8665,the ringer,2005,tt0267891,0,0
8666,transamerica,2005,tt0407265,0,1
8667,casanova,2005,tt0402894,0,0
8668,the new world,2005,tt0402399,0,0
8669,the producers,2005,tt0395251,0,0
8670,rumor has it,2005,tt0398375,0,0
8671,asylum,2005,tt0348505,0,0
8672,beowulf & grendel,2005,tt0402057,0,0
8673,the boy with a thorn in his side,2005,tt0462209,0,0
8674,brothers of the head,2005,tt0432260,0,0
8675,the business,2005,tt0429715,0,0
8676,chromophobia,2005,tt0419641,0,0
8677,conversations with other women,2005,tt0435623,0,0
8678,creep,2005,tt0482487,0,0
8679,the descent,2005,tt0435625,0,0
8680,dream's ashes,2005,tt0884728,0,0
8681,the feast of the goat,2005,tt0428532,0,0
8682,festival,2005,tt0468736,0,0
8683,heidi,2005,tt0439197,0,0
8684,house of 9,2005,tt0395585,0,0
8686,joyeux noël,2005,tt0485245,0,0
8687,keeping mum,2005,tt0444653,0,0
8688,kinky boots,2005,tt0434124,0,0
8689,lassie,2005,tt0431213,0,0
8690,love + hate,2005,tt0471018,0,0
8692,man to man,2005,tt0397530,0,0
8693,match point,2005,tt0416320,0,1
8694,mrs henderson presents,2005,tt0413015,0,1
8696,nanny mcphee,2005,tt0396752,0,0
8697,on a clear day,2005,tt0410400,0,0
8698,the piano tuner of earthquakes,2005,tt0342882,0,0
8699,the proposition,2005,tt0421238,0,0
8700,revolver,2005,tt0365686,0,0
8702,separate lies,2005,tt0369053,0,0
8704,stoned,2005,tt0426627,0,0
8705,tickets,2005,tt0418239,0,0
8706,v for vendetta,2005,tt0434409,0,0
8707,wah-wah,2005,tt0419256,0,0
8708,the white countess,2005,tt0384686,0,0
8710,grandma's boy,2006,tt0456554,0,0
8711,hostel,2006,tt0497383,0,0
8712,glory road,2006,tt0385726,0,0
8714,last holiday,2006,tt0408985,0,0
8717,underworld evolution,2006,tt0401855,0,0
8718,wristcutters a love story,2006,tt0477139,0,0
8719,annapolis,2006,tt0417433,0,0
8720,big momma's house 2,2006,tt0421729,0,0
8722,something new,2006,tt0437777,0,0
8723,when a stranger calls,2006,tt0455857,0,0
8724,curious george,2006,tt0381971,0,0
8725,final destination 3,2006,tt0414982,0,0
8726,firewall,2006,tt0408345,0,0
8727,the pink panther,2006,tt0383216,0,0
8728,date movie,2006,tt0466342,0,0
8729,eight below,2006,tt0397313,0,0
8730,freedomland,2006,tt0349467,0,0
8731,madea's family reunion,2006,tt0455612,0,0
8732,running scared,2006,tt0404390,0,0
8733,16 blocks,2006,tt0450232,0,0
8734,aquamarine,2006,tt0429591,0,0
8736,ultraviolet,2006,tt0370032,0,0
8737,failure to launch,2006,tt0427229,0,0
8738,the hills have eyes,2006,tt0454841,0,0
8739,the shaggy dog,2006,tt0393735,0,0
8740,she's the man,2006,tt0454945,0,0
8742,v for vendetta,2006,tt0775408,0,0
8743,inside man,2006,tt0454848,0,0
8744,larry the cable guy health inspector,2006,tt0462395,0,0
8745,the secret,2006,tt0846789,0,0
8746,stay alive,2006,tt0441796,0,0
8747,unidentified,2006,tt0460975,0,0
8748,atl,2006,tt0466856,0,0
8749,basic instinct 2,2006,tt0430912,0,0
8750,ice age the meltdown,2006,tt0438097,0,0
8751,slither,2006,tt0439815,0,0
8752,the benchwarmers,2006,tt0437863,0,0
8753,friends with money,2006,tt0436331,0,0
8754,lucky number slevin,2006,tt0425210,0,0
8755,phat girlz,2006,tt0490196,0,0
8756,take the lead,2006,tt0446046,0,0
8757,scary movie 4,2006,tt0362120,0,0
8758,the wild,2006,tt0405469,0,0
8759,american dreamz,2006,tt0465142,0,0
8760,the sentinel,2006,tt0443632,0,0
8761,akeelah and the bee,2006,tt0437800,0,0
8762,rv,2006,tt0449089,0,0
8763,stick it,2006,tt0430634,0,0
8764,united 93,2006,tt0475276,0,1
8766,art school confidential,2006,tt0364955,0,0
8767,hoot,2006,tt0453494,0,0
8768,mission impossible iii,2006,tt0317919,0,0
8769,just my luck,2006,tt0397078,0,0
8770,poseidon,2006,tt0409182,0,0
8771,the da vinci code,2006,tt0382625,0,0
8772,over the hedge,2006,tt0327084,0,0
8773,see no evil,2006,tt0437179,0,0
8774,x-men the last stand,2006,tt0376994,0,0
8775,the break-up,2006,tt0452594,0,0
8776,the omen,2006,tt0466909,0,0
8777,cars,2006,tt0317219,0,0
8778,a prairie home companion,2006,tt0420087,0,0
8779,the fast and the furious tokyo drift,2006,tt0463985,0,0
8780,garfield a tail of two kitties,2006,tt0455499,0,0
8781,the lake house,2006,tt0410297,0,0
8782,nacho libre,2006,tt0457510,0,0
8783,click,2006,tt0389860,0,0
8784,waist deep,2006,tt0456020,0,0
8785,superman returns,2006,tt0348150,0,0
8786,the devil wears prada,2006,tt0458352,0,1
8787,pirates of the caribbean dead man's chest,2006,tt0383574,0,0
8788,little man,2006,tt0430304,0,0
8789,"you, me and dupree",2006,tt0463034,0,0
8790,clerks ii,2006,tt0424345,0,0
8791,lady in the water,2006,tt0452637,0,0
8792,monster house,2006,tt0385880,0,0
8793,my super ex-girlfriend,2006,tt0465624,0,0
8794,little miss sunshine,2006,tt0449059,2,4
8795,the ant bully,2006,tt0429589,0,0
8796,john tucker must die,2006,tt0455967,0,0
8797,miami vice,2006,tt0430357,0,0
8798,scoop,2006,tt0457513,0,0
8799,barnyard,2006,tt0414853,0,0
8800,the night listener,2006,tt0448075,0,0
8801,talladega nights the ballad of ricky bobby,2006,tt0415306,0,0
8802,world trade center,2006,tt0469641,0,0
8803,pulse,2006,tt0454919,0,0
8804,step up,2006,tt0462590,0,0
8805,zoom,2006,tt0383060,0,0
8806,accepted,2006,tt0384793,0,0
8807,the illusionist,2006,tt0443543,0,0
8808,material girls,2006,tt0433412,0,0
8809,snakes on a plane,2006,tt0417148,0,0
8810,beerfest,2006,tt0486551,0,0
8811,how to eat fried worms,2006,tt0462346,0,0
8812,idlewild,2006,tt0417225,0,0
8813,invincible,2006,tt0445990,0,0
8814,crank,2006,tt0479884,0,0
8815,crossover,2006,tt0473024,0,0
8816,idiocracy,2006,tt0387808,0,0
8817,the wicker man,2006,tt0450345,0,0
8818,the black dahlia,2006,tt0387877,0,0
8819,the covenant,2006,tt0475944,0,0
8820,everyone's hero,2006,tt0430779,0,0
8821,gridiron gang,2006,tt0421206,0,0
8822,the last kiss,2006,tt0434139,0,0
8823,all the king's men,2006,tt0405676,0,0
8824,flyboys,2006,tt0454824,0,0
8825,jackass number two,2006,tt0493430,0,0
8826,facing the giants,2006,tt0805526,0,0
8827,the guardian,2006,tt0406816,0,0
8828,open season,2006,tt0400717,0,0
8829,school for scoundrels,2006,tt0462519,0,0
8830,the departed,2006,tt0407887,3,4
8831,employee of the month,2006,tt0424993,0,0
