,title,year,imdbID,win,nom
3145,the mack,1973,tt0070350,0,0
3146,the mackintosh man,1973,tt0070351,0,0
3147,magnum force,1973,tt0070355,0,0
3149,manson,1973,tt0068918,0,0
3150,maurie,1973,tt0070377,0,0
3151,mean streets,1973,tt0070379,0,0
3153,the neptune factor,1973,tt0070438,0,0
3154,the no mercy man,1973,tt0180872,0,0
3155,oklahoma crude,1973,tt0070472,0,0
3156,one little indian,1973,tt0070481,0,0
3157,the outfit,1973,tt0071960,0,0
3158,the paper chase,1973,tt0070509,1,2
3159,paper moon,1973,tt0070510,1,3
3160,papillon,1973,tt0070511,0,0
3162,please don't eat my mother,1973,tt0069100,0,0
3163,the red pony,1973,tt0070598,0,0
3164,the return of charlie chan,1973,tt0067670,0,0
3165,robin hood,1973,tt0070608,0,0
3166,the roommates,1973,tt0236693,0,0
3167,sssssss,1973,tt0070622,0,0
3168,santee,1973,tt0070630,0,0
3169,save the tiger,1973,tt0070640,1,2
3170,scarecrow,1973,tt0070643,0,0
3171,scorpio,1973,tt0070653,0,0
3172,scream blacula scream,1973,tt0070656,0,0
3173,blacula,1973,tt0070656,0,0
3174,serpico,1973,tt0070666,0,2
3175,the seven-ups,1973,tt0070672,0,0
3176,shaft in africa,1973,tt0070679,0,0
3177,shaft,1973,tt0069630,0,0
3178,shamus,1973,tt0070680,0,0
3179,showdown,1973,tt0070687,0,0
3181,slaughter's big rip-off,1973,tt0070706,0,0
3182,sleeper,1973,tt0070707,0,0
3183,slither,1973,tt0069282,0,0
3184,some call it loving,1973,tt0070714,0,0
3185,soylent green,1973,tt0070723,0,0
3186,the spook who sat by the door,1973,tt0070726,0,0
3187,steelyard blues,1973,tt0070731,0,0
3188,sticks and bones,1973,tt0149145,0,0
3189,the sting,1973,tt0070735,2,3
3190,the stone killer,1973,tt0070736,0,0
3191,"summer wishes, winter dreams",1973,tt0070748,0,2
3192,superdad,1973,tt0070716,0,0
3194,terminal island,1973,tt0070782,0,0
3195,the thief who came to dinner,1973,tt0070794,0,0
3196,the three musketeers,1973,tt0072281,0,0
3197,tom sawyer,1973,tt0070814,0,0
3198,the train robbers,1973,tt0070825,0,0
3199,two people,1973,tt0070845,0,0
3200,visions of eight,1973,tt0070884,0,0
3201,walking tall,1973,tt0070895,0,0
3202,the way we were,1973,tt0070903,0,1
3203,the werewolf of washington,1973,tt0070908,0,0
3204,westworld,1973,tt0070909,0,0
3205,white lightning,1973,tt0070915,0,0
3207,"wicked, wicked",1973,tt0070916,0,0
3208,the world's greatest athlete,1973,tt0070928,0,0
3210,and now the screaming starts!,1973,tt0069715,0,0
3212,assassin,1973,tt0069739,0,0
3213,baxter!,1973,tt0069770,0,0
3215,big zapper,1973,tt0069785,0,0
3216,the blockhouse,1973,tt0069803,0,0
3217,carry on girls,1973,tt0069848,0,0
3219,the creeping flesh,1973,tt0068424,0,0
3220,dark places,1973,tt0071391,0,0
3221,the day of the jackal,1973,tt0069947,0,0
3222,"digby, the biggest dog in the world",1973,tt0069974,0,0
3223,a doll's house,1973,tt0069987,0,0
3225,don't look now,1973,tt0069995,0,0
3227,england made me,1973,tt0070033,0,0
3228,"father, dear father",1973,tt0256023,0,0
3229,the final programme,1973,tt0070289,0,0
3230,gawain and the green knight,1973,tt0070093,0,0
3231,ghost in the noonday sun,1973,tt0070106,0,0
3232,the hireling,1973,tt0070180,0,0
3233,hitler the last ten days,1973,tt0070184,0,0
3234,holiday on the buses,1973,tt0071613,0,0
3235,the homecoming,1973,tt0070188,0,0
3236,horror hospital,1973,tt0070190,0,0
3237,the house in nightmare park,1973,tt0070195,0,0
3240,the legend of hell house,1973,tt0070294,0,0
3242,man at the top,1973,tt0073342,0,0
3243,medusa,1973,tt0070380,0,0
3244,the national health,1973,tt0070436,0,0
3245,never mind the quality feel the width,1973,tt1221361,0,0
3246,night watch,1973,tt0070444,0,0
3247,"no sex please, we're british",1973,tt0070450,0,0
3248,"not now, darling",1973,tt0070459,0,0
3249,nothing but the night,1973,tt0069024,0,0
3250,o lucky man!,1973,tt0070464,0,0
3251,penny gold,1973,tt0070524,0,0
3254,steptoe and son ride again,1973,tt0070734,0,0
3255,take me high,1973,tt0070194,0,0
3256,tales that witness madness,1973,tt0070770,0,0
3257,that'll be the day,1973,tt0070788,0,0
3259,tiffany jones,1973,tt0070802,0,0
3260,a touch of class,1973,tt0070819,1,2
3261,voices,1973,tt0070888,0,0
3262,white cargo,1973,tt0283137,0,0
3263,who?,1973,tt0186159,0,0
3264,the wicker man,1973,tt0070917,0,0
3265,11 harrowhouse,1974,tt0071080,0,0
3267,abby,1974,tt0071095,0,0
3268,airport 1975,1974,tt0071110,0,0
3269,airport,1974,tt0071110,0,0
3270,alice doesn't live here anymore,1974,tt0071115,1,3
3271,all the kind strangers,1974,tt0071120,0,0
3273,the arena,1974,tt0069729,0,0
3274,bank shot,1974,tt0071194,0,0
3275,benji,1974,tt0071206,0,0
3276,beyond the door,1974,tt0071212,0,0
3277,big bad mama,1974,tt0071216,0,0
3278,billy two hats,1974,tt0069786,0,0
3279,black belt jones,1974,tt0071221,0,0
3280,black eye,1974,tt0071224,0,0
3281,the black godfather,1974,tt0071225,0,0
3282,black samson,1974,tt0071226,0,0
3283,the black windmill,1974,tt0071229,0,0
3284,blazing saddles,1974,tt0071230,0,1
3285,bring me the head of alfredo garcia,1974,tt0071249,0,0
3286,buster and billie,1974,tt0071258,0,0
3287,busting,1974,tt0071259,0,0
3288,caged heat,1974,tt0071266,0,0
3289,california split,1974,tt0071269,0,0
3290,the castaway cowboy,1974,tt0071288,0,0
3291,chinatown,1974,tt0071315,1,5
3292,chosen survivors,1974,tt0071318,0,0
3293,claudine,1974,tt0071334,0,1
3294,cockfighter,1974,tt0071338,0,0
3295,conrack,1974,tt0071358,0,0
3296,the conversation,1974,tt0071360,0,2
3297,crazy joe,1974,tt0071369,0,0
3298,the crazy world of julius vrooder,1974,tt0071370,0,0
3299,daisy miller,1974,tt0071385,0,0
3300,dark star,1974,tt0069945,0,0
3301,death wish,1974,tt0071402,0,0
3302,"dirty mary, crazy larry",1974,tt0071424,0,0
3303,the dove,1974,tt0071438,0,0
3306,earthquake,1974,tt0071455,0,0
3307,exploratorium,1974,tt0071480,0,0
3309,female trouble,1974,tt0072979,0,0
3310,flesh gordon,1974,tt0068595,0,0
3311,for pete's sake,1974,tt0071514,0,0
3312,foxy brown,1974,tt0071517,0,0
3313,freebie and the bean,1974,tt0071521,0,0
3314,the front page,1974,tt0071524,0,0
3315,the gambler,1974,tt0071532,0,0
3316,'gator bait,1974,tt0074080,0,0
3317,ginger in the morning,1974,tt0070107,0,0
3318,the girl from petrovka,1974,tt0071554,0,0
3319,the godfather part ii,1974,tt0071562,4,7
3320,golden needles,1974,tt0071568,0,0
3321,gone in 60 seconds,1974,tt0071571,0,0
3322,the gravy train,1974,tt0071575,0,0
3323,the great gatsby ,1974,tt0071577,0,0
3324,the groove tube,1974,tt0071583,0,0
3325,hangup,1974,tt0071594,0,0
3326,harry and tonto,1974,tt0071598,1,2
3327,hearts and minds,1974,tt0071604,0,0
3328,herbie rides again,1974,tt0071607,0,0
3330,the house on skull mountain,1974,tt0071629,0,0
3331,how to seduce a woman,1974,tt0071631,0,0
3332,huckleberry finn,1974,tt0071634,0,0
3333,invasion from inner earth,1974,tt0071666,0,0
3334,the island at the top of the world,1974,tt0071671,0,0
3335,it's alive,1974,tt0071675,0,0
3336,the klansman,1974,tt0071721,0,0
3338,lenny,1974,tt0071746,0,5
3339,the life and times of grizzly adams,1974,tt0074797,0,0
3340,the longest yard,1974,tt0071771,0,0
3341,the lords of flatbush,1974,tt0071772,0,0
3342,lost in the stars,1974,tt0071773,0,0
3343,lovin' molly,1974,tt0071780,0,0
3344,macon county line,1974,tt0071788,0,0
3345,mame,1974,tt0071803,0,0
3346,the man with the golden gun,1974,tt0071807,0,0
3347,mcq,1974,tt0071824,0,0
3348,the midnight man,1974,tt0071838,0,0
3349,the missiles of october,1974,tt0071847,0,0
3350,mixed company,1974,tt0071850,0,0
3352,newman's law,1974,tt0071902,0,0
3353,the nickel ride,1974,tt0073451,0,0
3354,nightmare honeymoon,1974,tt0070446,0,0
3355,the nine lives of fritz the cat,1974,tt0071913,0,0
3356,once upon a scoundrel,1974,tt0070479,0,0
3357,open season,1974,tt0071292,0,0
3358,the parallax view,1974,tt0071970,0,0
3359,phantom of the paradise,1974,tt0071994,0,0
3360,phase iv,1974,tt0070531,0,0
3361,the private afternoons of pamela mann,1974,tt0072035,0,0
3363,rhinoceros,1974,tt0070605,0,0
3365,s*p*y*s,1974,tt0072107,0,0
3366,the savage is loose,1974,tt0072114,0,0
3367,score,1974,tt0069236,0,0
3368,seizure,1974,tt0072136,0,0
3369,space is the place,1974,tt0072195,0,0
3370,the spikes gang,1974,tt0072198,0,0
3371,sugar hill,1974,tt0072225,0,0
3372,the sugarland express,1974,tt0072226,0,0
3373,the super cops,1974,tt0072228,0,0
3374,the taking of pelham one two three,1974,tt0072251,0,0
3375,the tamarind seed,1974,tt0072253,0,0
3376,the terminal man,1974,tt0072267,0,0
3377,the texas chain saw massacre,1974,tt0072271,0,0
3378,that's entertainment!,1974,tt0072272,0,0
3379,thieves like us,1974,tt0072274,0,0
3380,thomasine & bushrod,1974,tt0072278,0,0
3381,three the hard way,1974,tt0072284,0,0
3383,thunderbolt and lightfoot,1974,tt0072288,0,1
3384,the towering inferno,1974,tt0072308,0,2
3385,the trial of billy jack,1974,tt0072317,0,0
3386,billy jack,1974,tt0072317,0,0
3387,truck turner,1974,tt0072325,0,0
3388,ufo target earth,1974,tt0131624,0,0
3389,the ultimate thrill,1974,tt0072335,0,0
3390,uptown saturday night,1974,tt0072351,0,0
3391,a very natural thing,1974,tt0072362,0,0
3392,the voyage,1974,tt0072364,0,0
3393,w,1974,tt0072386,0,0
3394,where the lilies bloom,1974,tt0072401,0,0
3395,where the red fern grows,1974,tt0072402,0,0
3396,the white dawn,1974,tt0072403,0,0
3397,willie dynamite,1974,tt0072409,0,0
3398,a woman under the influence,1974,tt0072417,0,2
3399,the wrestler,1974,tt0070930,0,0
3400,the yakuza,1974,tt0073918,0,0
3401,young frankenstein,1974,tt0072431,0,1
3402,zandy's bride,1974,tt0072435,0,0
3403,the abdication,1974,tt0071096,0,0
3404,akenfield,1974,tt0400146,0,0
3405,the beast must die,1974,tt0071200,0,0
3406,the best of benny hill,1974,tt0071207,0,0
3408,brief encounter,1974,tt0071247,0,0
3409,butley,1974,tt0071260,0,0
3410,callan,1974,tt0071270,0,0
3412,captain kronos – vampire hunter,1974,tt0071276,0,0
3413,carry on dick,1974,tt0071281,0,0
3414,confessions of a window cleaner,1974,tt0071357,0,0
3415,craze,1974,tt0069924,0,0
3416,dead cert,1974,tt0071394,0,0
3419,the four musketeers,1974,tt0073012,0,0
3420,frankenstein and the monster from hell,1974,tt0071519,0,0
3421,frightmare,1974,tt0071523,0,0
3422,from beyond the grave,1974,tt0070078,0,0
3423,ghost story,1974,tt0071791,0,0
3424,the god king,1974,tt0382718,0,0
3425,gold,1974,tt0071566,0,0
3428,great expectations,1974,tt0071576,0,0
3429,the internecine project,1974,tt0071663,0,0
3430,juggernaut,1974,tt0071706,0,0
3431,just one more time,1974,tt0328003,0,0
3433,little malcolm,1974,tt0071760,0,0
3434,the little prince,1974,tt0071762,0,0
3435,madhouse,1974,tt0071790,0,0
3436,mahler,1974,tt0071797,0,0
3439,mistress pamela,1974,tt0071849,0,0
3440,murder on the orient express,1974,tt0071877,1,3
3441,the mutations,1974,tt0070423,0,0
3442,the odessa file,1974,tt0071935,0,0
3444,paul and michelle,1974,tt0071978,0,0
3447,persecution,1974,tt0071988,0,0
3448,the rehearsal,1974,tt0072074,0,0
3451,stardust,1974,tt0072201,0,0
3452,swallows and amazons,1974,tt0072233,0,0
3453,the swordsman,1974,tt0072238,0,0
3454,symptoms,1974,tt0072239,0,0
3457,vampyres,1974,tt0072354,0,0
3459,zardoz,1974,tt0070948,0,0
3460,92 in the shade,1975,tt0072594,0,0
3461,aaron loves angela,1975,tt0072596,0,0
3462,the adventure of sherlock holmes' smarter brother,1975,tt0072608,0,0
3463,the adventures of the wilderness family,1975,tt0072610,0,0
3464,"aloha, bobby and rose",1975,tt0073941,0,0
3465,the apple dumpling gang,1975,tt0072653,0,0
3466,at long last love,1975,tt0072665,0,0
3467,barry lyndon,1975,tt0072684,0,3
3468,bite the bullet,1975,tt0072705,0,0
3469,the black bird,1975,tt0072706,0,0
3471,blazing stewardesses,1975,tt0071231,0,0
3473,a boy and his dog,1975,tt0072730,0,0
3474,brannigan,1975,tt0072732,0,0
3475,breakheart pass,1975,tt0072735,0,0
3476,breakout,1975,tt0072737,0,0
3477,"brother, can you spare a dime?",1975,tt0072742,0,0
3478,bucktown,1975,tt0072747,0,0
3479,bug,1975,tt0072750,0,0
3480,bugs bunny superstar,1975,tt0072751,0,0
3481,the candy tangerine man,1975,tt0072759,0,0
3482,capone,1975,tt0072761,0,0
3483,cleopatra jones and the casino of gold,1975,tt0072791,0,0
3484,cleopatra jones,1975,tt0072791,0,0
3485,conduct unbecoming,1975,tt0072812,0,0
3486,cooley high,1975,tt0072820,0,0
3488,cover girl models,1975,tt0072827,0,0
3489,crazy mama,1975,tt0072829,0,0
3490,the day of the locust,1975,tt0072848,0,1
3491,deadly hero,1975,tt0074381,0,0
3492,death race 2000,1975,tt0072856,0,0
3493,the devil's rain,1975,tt0072869,0,0
3494,diamonds,1975,tt0072877,0,0
3495,doc savage the man of bronze,1975,tt0072886,0,0
3496,dog day afternoon,1975,tt0072890,1,5
3497,dolemite,1975,tt0072895,0,0
3498,the drowning pool,1975,tt0072912,0,0
3500,the eiger sanction,1975,tt0072926,0,0
3501,escape to witch mountain,1975,tt0072951,0,0
3502,"farewell, my lovely",1975,tt0072973,0,1
3504,the fortune,1975,tt0073008,0,0
3505,framed,1975,tt0073015,0,0
3506,french connection ii,1975,tt0073018,0,0
3508,friday foster,1975,tt0073019,0,0
3509,funny lady,1975,tt0073026,0,0
3510,funny girl,1975,tt0297904,0,0
3511,the giant spider invasion,1975,tt0073043,0,0
3512,"give 'em hell, harry!",1975,tt0073053,0,1
3514,the great waldo pepper,1975,tt0073075,0,0
3515,grey gardens,1975,tt0073076,0,0
3516,the happy hooker,1975,tt0073091,0,0
3517,hard times,1975,tt0073092,0,0
3518,hearts of the west,1975,tt0073096,0,0
3519,hester street,1975,tt0073107,0,1
3520,the hiding place,1975,tt0073109,0,0
3521,the hindenburg,1975,tt0073113,0,0
3522,hustle,1975,tt0073133,0,0
3523,inserts,1975,tt0073172,0,0
3524,i wonder who's killing her now?,1975,tt0073139,0,0
3525,jaws,1975,tt0073195,0,1
3526,the killer elite,1975,tt0073240,0,0
3528,lepke,1975,tt0073279,0,0
3529,let's do it again,1975,tt0073282,0,0
3530,love and death,1975,tt0073312,0,0
3531,lucky lady,1975,tt0073317,0,0
3532,mackintosh and t.j.,1975,tt0073328,0,0
3533,mahogany,1975,tt0073335,0,0
3534,man friday,1975,tt0074849,0,0
3535,the man in the glass booth,1975,tt0073345,0,1
3536,the man who would be king,1975,tt0073341,0,1
3537,mandingo,1975,tt0073349,0,0
3538,the master gunfighter,1975,tt0073357,0,0
3539,milestones,1975,tt0073389,0,0
3540,mitchell,1975,tt0073396,0,0
3541,moonrunners,1975,tt0071854,0,0
3543,naked came the stranger,1975,tt0073437,0,0
3544,nashville,1975,tt0073440,0,3
3545,night moves,1975,tt0073453,0,0
3546,the noah,1975,tt0454515,0,0
3547,once is not enough,1975,tt0073190,0,0
3548,one flew over the cuckoo's nest,1975,tt0073486,5,6
3549,one of our dinosaurs is missing,1975,tt0075016,0,0
3550,operation daybreak,1975,tt0075019,0,0
3551,the other side of the mountain,1975,tt0073496,0,0
3552,out of season,1975,tt0073501,0,0
3553,peeper,1975,tt0073526,0,0
3555,posse,1975,tt0073559,0,0
3556,the prisoner of second avenue,1975,tt0072034,0,0
3557,psychic killer,1975,tt0073586,0,0
3558,queen of the stardust ballroom,1975,tt0073596,0,0
3559,race with the devil,1975,tt0073600,0,0
3560,rafferty and the gold dust twins,1975,tt0073601,0,0
3561,rancho deluxe,1975,tt0073605,0,0
3562,the reincarnation of peter proud,1975,tt0073615,0,0
3563,return to macon county,1975,tt0073624,0,0
3565,return of the pink panther,1975,tt0072081,0,0
3566,the rocky horror picture show,1975,tt0073629,0,0
3567,rollerball,1975,tt0073631,0,0
3568,the romantic englishwoman,1975,tt0073634,0,0
3569,rooster cogburn,1975,tt0073636,0,0
3571,rosebud,1975,tt0073637,0,0
3572,royal flash,1975,tt0073639,0,0
3573,russian roulette,1975,tt0073646,0,0
3574,shampoo,1975,tt0073692,1,3
3575,"sheba, baby",1975,tt0073697,0,0
3576,smile,1975,tt0073722,0,0
3577,the spiral staircase,1975,tt0073739,0,0
3578,the stepford wives,1975,tt0073747,0,0
3579,the strongest man in the world,1975,tt0073760,0,0
3580,the sunshine boys,1975,tt0073766,1,3
3581,supervixens,1975,tt0073768,0,0
3583,take a hard ride,1975,tt0073784,0,0
3584,that lucky touch,1975,tt0073797,0,0
3585,three days of the condor,1975,tt0073802,0,0
3586,thundercrack!,1975,tt0073806,0,0
3587,trucker's woman,1975,tt0260440,0,0
3588,tubby the tuba,1975,tt0253848,0,0
3589,the ultimate warrior,1975,tt0073835,0,0
3590,w.w. and the dixie dancekings,1975,tt0073878,0,0
3593,white line fever,1975,tt0073896,0,0
3594,the wild party,1975,tt0073903,0,0
3595,the wind and the lion,1975,tt0073906,0,0
3596,adam and nicole,1975,tt0186797,0,0
3597,alfie darling,1975,tt0072623,0,0
3598,autobiography of a princess,1975,tt0072674,0,0
3599,carry on behind,1975,tt0072764,0,0
3600,confessions of a pop performer,1975,tt0072814,0,0
3601,"dick deadeye, or duty done",1975,tt0195644,0,0
3602,eskimo nell,1975,tt0072953,0,0
3603,the firefighters,1975,tt0315599,0,0
3604,flame,1975,tt0321546,0,0
3605,galileo,1975,tt0073029,0,0
3606,the ghoul,1975,tt0073042,0,0
3607,hedda,1975,tt0073098,0,1
3608,hedda gabler,1975,tt0261729,0,0
3609,hennessy,1975,tt0073103,0,0
3611,the human factor,1975,tt0073131,0,0
3613,in celebration,1975,tt0073158,0,0
3614,inside out,1975,tt0073174,0,0
3616,legend of the werewolf,1975,tt0073275,0,0
3617,the lifetaker,1975,tt0097751,0,0
3618,lisztomania,1975,tt0073298,0,0
3619,monty python and the holy grail,1975,tt0071853,0,0
3621,overlord,1975,tt0073502,0,0
3622,paper tiger,1975,tt0073511,0,0
3623,penelope pulls it off,1975,tt0201070,0,0
3624,the return of the pink panther,1975,tt0072081,0,0
3627,three for all,1975,tt0072280,0,0
3628,tommy,1975,tt0073812,0,1
3630,the wilby conspiracy,1975,tt0073901,0,0
3631,winstanley,1975,tt0073911,0,0
3632,across the great divide,1976,tt0075629,0,0
3633,"alice, sweet alice",1976,tt0076150,0,0
3634,all the president's men,1976,tt0074119,2,5
3635,assault on precinct 13,1976,tt0074156,0,0
3636,at the earth's core,1976,tt0074157,0,0
3637,baby blue marine,1976,tt0074173,0,0
3638,the bad news bears,1976,tt0074174,0,0
3639,the bette midler show,1976,tt1204412,0,0
3640,the big bus,1976,tt0074205,0,0
3641,the bingo long traveling all-stars & motor kings,1976,tt0074207,0,0
3642,black heat,1976,tt0125015,0,0
3643,black shampoo,1976,tt0074214,0,0
3644,the blank generation,1976,tt0074216,0,0
3645, the blue bird,1976,tt0074225,0,0
3646,bobbie jo and the outlaw,1976,tt0074228,0,0
3647,bound for glory,1976,tt0074235,0,2
3648,breaking point,1976,tt0074238,0,0
3649,"buffalo bill and the indians, or sitting bull's history lesson",1976,tt0074254,0,0
3650,burnt offerings,1976,tt0074258,0,0
3651,cannonball,1976,tt0074279,0,0
3652,car wash,1976,tt0074281,0,0
3653,carrie,1976,tt0074285,0,2
3654,charlie's angels,1976,tt0073972,0,0
3656,creature from black lake,1976,tt0074356,0,0
3657,death journey,1976,tt0137458,0,0
3658,death machines,1976,tt0074383,0,0
3660,diary of the dead,1976,tt0080626,0,0
3661,dixie dynamite,1976,tt0074415,0,0
3662,dogs,1976,tt0074419,0,0
3664,drive-in massacre,1976,tt0074434,0,0
3665,drum,1976,tt0074437,0,0
3667,the duchess and the dirtwater fox,1976,tt0074441,0,0
3668,the eagle has landed,1976,tt0074452,0,0
3669,eat my dust,1976,tt0074454,0,0
3670,embryo,1976,tt0074475,0,0
3671,the enforcer,1976,tt0074483,0,0
3672,family plot,1976,tt0074512,0,0
3673,fighting mad,1976,tt0074529,0,0
3674,the first nudie musical,1976,tt0074533,0,0
3675,the food of the gods,1976,tt0074540,0,0
3676,freaky friday,1976,tt0076054,0,0
3677,from noon till three,1976,tt0074553,0,0
3678,the front,1976,tt0074554,0,0
3679,futureworld,1976,tt0074559,0,0
3681,gable and lombard,1976,tt0074562,0,0
3682,gang wars,1976,tt0073031,0,0
3683,gator,1976,tt0074564,0,0
3684,god told me to,1976,tt0075930,0,0
3685,the great scout & cathouse thursday,1976,tt0074588,0,0
3686,grizzly,1976,tt0074593,0,0
3687,the gumball rally,1976,tt0074597,0,0
3688,gus,1976,tt0074599,0,0
3689,"harlan county, usa",1976,tt0074605,0,0
3690,harry and walter go to new york,1976,tt0074608,0,0
3691,hawmps!,1976,tt0074614,0,0
3692,hollywood boulevard,1976,tt0074633,0,0
3693,hot potato,1976,tt0074646,0,0
3694,the human tornado,1976,tt0074653,0,0
3695,"i will, i will... for now",1976,tt0074659,0,0
