,imdbID,title,year,n_votes,imdb_rating,box_office,cast,genre,running_time,inflation_factor,box_office_adjusted,metscore,rotten_tomatoes,other_wins,other_noms
4082,tt0053108,never so few,1959,2705,5.9,5.27,4.0,2.0,124.0,3.436426116838488,18.109965635738828,,4.0,0.0,0.0
4083,tt0053793,elmer gantry,1960,9454,7.8,5.2,5.0,1.0,146.0,3.378378378378378,17.567567567567565,,9.4,8.0,12.0
4084,tt0053841,from the terrace,1960,2303,6.7,5.2,4.0,2.0,144.0,3.378378378378378,17.567567567567565,,3.1,0.0,2.0
4085,tt0061736,a guide for the married man,1967,2275,6.7,5.0,6.0,2.0,89.0,2.9940119760479047,14.970059880239525,,5.7,0.0,2.0
4086,tt0063185,the killing of sister george,1968,1851,7.1,5.33,3.0,1.0,138.0,2.8735632183908053,15.316091954022989,,7.1,0.0,0.0
4087,tt0066767,the anderson tapes,1971,6172,6.4,5.0,4.0,3.0,95.0,2.469135802469136,12.345679012345679,,7.0,0.0,0.0
4088,tt0092147,vamp,1986,4523,5.9,4.9,6.0,3.0,94.0,0.9124087591240876,4.470802919708031,,2.9,0.0,2.0
4089,tt0100049,longtime companion,1989,4930,7.5,4.61,10.0,3.0,100.0,0.8064516129032259,3.717741935483872,,9.4,6.0,5.0
4090,tt0340855,monster,2003,127217,7.3,0.06,2.0,5.0,91.0,0.5434782608695652,0.03260869565217391,7.4,8.1,29.0,26.0
4091,tt0098453,teen witch,1989,7731,6.1,0.03,2.0,3.0,94.0,0.8064516129032259,0.024193548387096774,4.6,3.8,0.0,2.0
4092,tt0090037,smooth talk,1985,1588,6.2,0.02,5.0,3.0,96.0,0.9293680297397772,0.01858736059479554,,7.8,2.0,5.0
4093,tt0052934,it started with a kiss,1959,516,6.1,4.65,5.0,3.0,104.0,3.436426116838488,15.979381443298971,,,0.0,2.0
4094,tt0053917,home from the hill,1960,2694,7.4,5.08,5.0,2.0,150.0,3.378378378378378,17.16216216216216,,9.0,3.0,4.0
4095,tt0065134,two mules for sister sara,1970,21903,7.0,4.7,2.0,3.0,114.0,2.5773195876288657,12.113402061855671,6.2,6.4,0.0,2.0
4096,tt0067482,a new leaf,1971,4406,7.4,5.0,4.0,2.0,102.0,2.469135802469136,12.345679012345679,,10.0,1.0,1.0
4097,tt0091860,river's edge,1986,14653,7.0,4.6,7.0,2.0,99.0,0.9124087591240876,4.197080291970803,7.3,8.6,4.0,5.0
4098,tt0097240,drugstore cowboy,1989,30301,7.3,4.7,6.0,2.0,102.0,0.8064516129032259,3.790322580645162,8.2,10.0,12.0,11.0
4099,tt0361127,the woodsman,2004,30843,7.2,4.7,7.0,1.0,87.0,0.5293806246691372,2.4880889359449445,7.2,8.8,7.0,20.0
4100,tt0421238,the proposition,2005,48151,7.4,5.0,6.0,3.0,104.0,0.5120327700972862,2.5601638504864312,7.3,8.6,13.0,30.0
4101,tt0367027,shortbus,2006,30772,6.4,5.4,6.0,2.0,101.0,0.4960317460317461,2.6785714285714293,6.4,6.8,7.0,8.0
4102,tt2692904,locke,2013,124679,7.1,5.0,7.0,1.0,85.0,0.4292637697085728,2.1463188485428644,8.1,9.1,7.0,32.0
4103,tt0067314,kotch,1971,1042,6.7,5.0,5.0,2.0,113.0,2.469135802469136,12.345679012345679,,7.5,3.0,4.0
4104,tt0065579,cotton comes to harlem,1970,1570,6.5,5.2,3.0,3.0,97.0,2.5773195876288657,13.402061855670107,,,1.0,1.0
4105,tt0071598,harry and tonto,1974,4642,7.4,4.6,13.0,4.0,115.0,2.028397565922921,9.330628803245435,,8.3,3.0,3.0
4106,tt0080310,breaker morant,1980,11500,7.8,4.7,10.0,2.0,107.0,1.2135922330097086,5.703883495145631,7.2,10.0,13.0,6.0
4107,tt0087015,c.h.u.d.,1984,9836,5.6,4.7,3.0,3.0,88.0,0.9624639076034648,4.523580365736286,5.7,2.9,1.0,1.0
4108,tt0114906,welcome to the dollhouse,1995,30432,7.4,5.0,4.0,2.0,87.0,0.6561679790026247,3.2808398950131235,8.3,9.0,4.0,16.0
4109,tt0468489,half nelson,2006,81206,7.2,4.9,3.0,1.0,106.0,0.4960317460317461,2.4305555555555562,8.5,9.0,29.0,47.0
4110,tt0065051,support your local sheriff!,1969,9325,7.5,5.0,6.0,2.0,92.0,2.7247956403269757,13.623978201634875,,7.1,1.0,3.0
4111,tt0078908,the brood,1979,23129,6.8,5.0,3.0,3.0,92.0,1.3774104683195594,6.887052341597798,6.3,8.1,1.0,5.0
4112,tt0104567,johnny suede,1991,3401,5.8,0.09,6.0,3.0,97.0,0.7342143906020558,0.06607929515418502,5.3,3.3,1.0,3.0
4113,tt0071853,monty python and the holy grail,1975,472256,8.2,5.0,6.0,3.0,92.0,1.858736059479554,9.29368029739777,9.3,9.7,2.0,2.0
4114,tt0080556,the competition,1980,1686,6.7,14.3,4.0,2.0,125.0,1.2135922330097086,17.354368932038838,,7.1,0.0,3.0
4116,tt0150915,hilary and jackie,1998,9361,7.3,4.91,6.0,2.0,121.0,0.6134969325153374,3.0122699386503067,7.8,8.8,4.0,22.0
4117,tt0091276,invaders from mars,1986,7132,5.5,4.9,7.0,2.0,100.0,0.9124087591240876,4.470802919708031,,3.3,0.0,2.0
4118,tt0080850,he knows you're alone,1980,2875,5.0,4.9,4.0,2.0,94.0,1.2135922330097086,5.946601941747573,,2.2,0.0,0.0
4119,tt0401711,"paris, je t'aime",2006,68475,7.3,17.5,1.0,4.0,120.0,0.4960317460317461,8.680555555555555,6.6,8.7,3.0,1.0
4120,tt0088961,creature,1985,3082,4.3,,4.0,2.0,97.0,0.9293680297397772,,,,0.0,2.0
4122,tt0053716,cinderfella,1960,2761,6.0,,4.0,2.0,91.0,3.378378378378378,,,,0.0,1.0
4124,tt0117802,swingers,1996,71870,7.2,4.6,6.0,2.0,96.0,0.6373486297004461,2.9318036966220515,7.1,8.7,3.0,3.0
4125,tt0117737,stealing beauty,1996,24333,6.6,4.7,8.0,3.0,113.0,0.6373486297004461,2.995538559592097,6.0,5.1,3.0,11.0
4127,tt1706620,snowpiercer,2013,252421,7.1,86.8,9.0,3.0,126.0,0.4292637697085728,37.260095210704115,8.4,9.5,33.0,103.0
4128,tt0106469,"blood in, blood out",1993,27002,8.0,4.5,4.0,2.0,180.0,0.6920415224913494,3.1141868512110724,4.7,5.5,1.0,1.0
4129,tt0057887,bikini beach,1964,1133,5.5,4.5,7.0,3.0,100.0,3.2258064516129035,14.516129032258064,,,0.0,0.0
4130,tt0389557,black book,2006,69208,7.7,27.0,4.0,3.0,145.0,0.4960317460317461,13.392857142857142,7.1,7.5,13.0,22.0
4131,tt0087075,the company of wolves,1984,13867,6.7,4.39,4.0,3.0,95.0,0.9624639076034648,4.22521655437921,,7.9,10.0,1.0
4132,tt1470827,monsters,2010,85209,6.4,4.24,2.0,6.0,94.0,0.4585977913930367,1.944454635506476,6.3,7.3,13.0,13.0
4133,tt3007512,the water diviner,2014,67829,7.0,38.2,4.0,1.0,111.0,0.422411462557448,16.136117869694516,5.0,6.1,14.0,13.0
4134,tt0109759,exotica,1994,16939,7.1,5.13,5.0,1.0,104.0,0.6747638326585695,3.4615384615384617,7.1,9.7,15.0,11.0
4135,tt0166175,east is east,1999,16386,6.9,13.0,2.0,2.0,96.0,0.6002400960384154,7.8031212484994015,7.4,7.8,16.0,10.0
4138,tt0327162,the stepford wives,2004,57263,5.3,102.0,7.0,3.0,93.0,0.5293806246691372,53.996823716251996,4.2,2.6,3.0,0.0
4139,tt0080855,heaven's gate,1980,12608,6.8,3.5,5.0,3.0,219.0,1.2135922330097086,4.24757281553398,5.7,5.7,2.0,8.0
4140,tt0093075,the gate,1987,13861,6.1,13.5,3.0,2.0,85.0,0.8802816901408451,11.88380281690141,5.5,5.6,2.0,2.0
4141,tt0349205,cheaper by the dozen,2003,88797,5.8,190.2,5.0,1.0,98.0,0.5434782608695652,103.3695652173913,4.6,2.4,2.0,7.0
4142,tt2493486,last knights,2015,36974,6.2,3.55,8.0,2.0,115.0,0.42191066463587,1.4977828594573386,2.7,1.3,0.0,0.0
4143,tt0118829,cats don't dance,1997,6613,6.9,3.6,2.0,3.0,75.0,0.6230529595015576,2.2429906542056077,,7.4,3.0,13.0
4144,tt0097336,fat man and little boy,1989,6544,6.5,3.56,6.0,3.0,127.0,0.8064516129032259,2.870967741935484,,4.7,0.0,2.0
4145,tt0158371,sweet and lowdown,1999,30839,7.2,4.2,8.0,2.0,95.0,0.6002400960384154,2.5210084033613454,7.0,7.7,1.0,13.0
4146,tt0138510,idle hands,1999,37613,6.2,4.2,5.0,3.0,92.0,0.6002400960384154,2.5210084033613454,3.1,1.6,0.0,2.0
4147,tt0373450,where the truth lies,2005,16516,6.5,3.5,5.0,4.0,107.0,0.5120327700972862,1.7921146953405018,4.7,,2.0,10.0
4148,tt0383222,bloodrayne,2005,33168,2.9,3.7,10.0,4.0,95.0,0.5120327700972862,1.894521249359959,1.8,0.4,4.0,11.0
4149,tt0120645,meet the deedles,1998,2519,4.0,4.4,6.0,1.0,93.0,0.6134969325153374,2.699386503067485,,0.4,1.0,2.0
4150,tt0081747,when time ran out...,1980,2323,4.5,3.8,5.0,3.0,121.0,1.2135922330097086,4.6116504854368925,,0.0,0.0,0.0
4151,tt0086397,the survivors,1983,4239,5.8,14.0,4.0,3.0,102.0,1.0040160642570282,14.056224899598394,,0.9,0.0,0.0
4152,tt2402101,dark places,2015,39196,6.2,3.5,7.0,4.0,112.0,0.42191066463587,1.4766873262255449,3.9,2.4,0.0,0.0
4153,tt0114272,restoration,1995,8509,6.6,4.0,7.0,3.0,118.0,0.6561679790026247,2.6246719160104988,6.6,7.0,0.0,2.0
4154,tt0091472,the manhattan project,1986,5133,6.2,3.9,3.0,2.0,117.0,0.9124087591240876,3.558394160583942,6.1,5.0,1.0,1.0
4155,tt0116922,lost highway,1997,121804,7.6,3.8,7.0,2.0,134.0,0.6230529595015576,2.367601246105919,5.2,6.0,1.0,3.0
4156,tt0805570,the midnight meat train,2008,56455,6.1,3.5,6.0,2.0,98.0,0.4644617120987632,1.6256159923456712,5.8,7.2,2.0,6.0
4157,tt4680182,colossal,2016,53756,6.2,4.5,5.0,4.0,110.0,0.4166545142433346,1.8749453140950056,7.0,8.0,3.0,7.0
4158,tt0092534,allan quatermain and the lost city of gold,1986,8372,4.6,3.8,5.0,3.0,99.0,0.9124087591240876,3.467153284671533,,,0.0,1.0
4159,tt0100911,"welcome home, roxy carmichael",1990,4572,5.9,989.0,4.0,2.0,95.0,0.7651109410864576,756.6947207345065,4.4,4.4,0.0,0.0
4160,tt0954947,the killer inside me,2010,32142,6.1,3.98,4.0,3.0,109.0,0.4585977913930367,1.8252192097442859,5.3,5.4,2.0,5.0
4161,tt2172584,maps to the stars,2014,35595,6.2,4.0,7.0,2.0,112.0,0.422411462557448,1.689645850229792,6.7,6.1,10.0,20.0
4162,tt0070511,papillon,1973,115384,8.0,4.5,5.0,3.0,133.0,2.2522522522522523,10.135135135135137,5.8,8.0,2.0,1.0
4163,tt0093560,the monster squad,1987,25318,7.1,3.8,6.0,5.0,82.0,0.8802816901408451,3.3450704225352115,6.1,6.7,3.0,4.0
4164,tt1496422,the paperboy,2012,34331,5.8,3.78,7.0,3.0,107.0,0.4355514516929884,1.6463844873994962,4.5,4.5,4.0,11.0
4165,tt0078259,the shout,1978,3134,6.7,,3.0,2.0,86.0,1.5337423312883436,,,8.3,1.0,1.0
4166,tt0077235,big wednesday,1978,5636,7.2,4.5,5.0,2.0,120.0,1.5337423312883436,6.901840490797548,5.4,6.4,0.0,2.0
4167,tt0085384,curse of the pink panther,1983,5152,4.3,4.49,8.0,3.0,109.0,1.0040160642570282,4.508032128514057,3.1,2.9,0.0,0.0
4168,tt0366905,pippi longstocking,1969,3791,7.0,3.6,7.0,3.0,101.0,2.7247956403269757,9.809264305177113,,4.3,1.0,0.0
4169,tt0064639,marooned,1969,4359,5.9,4.1,5.0,3.0,134.0,2.7247956403269757,11.171662125340598,6.2,8.6,0.0,3.0
4170,tt0087452,iceman,1984,4842,6.1,7.34,3.0,2.0,100.0,0.9624639076034648,7.0644850818094325,,,0.0,0.0
4171,tt0097257,earth girls are easy,1988,18964,5.3,3.9,5.0,4.0,100.0,0.8453085376162299,3.2967032967032965,6.6,6.7,0.0,3.0
4172,tt0105665,twin peaks: fire walk with me,1992,79120,7.3,4.2,7.0,4.0,134.0,0.7127583749109052,2.993585174625802,2.8,6.4,4.0,6.0
4173,tt0309912,nicholas nickleby,2002,11010,7.1,3.7,8.0,4.0,132.0,0.555864369093941,2.056698165647582,7.1,7.8,1.0,4.0
4174,tt1491044,the iceman,2012,66871,6.8,4.4,5.0,3.0,105.0,0.4355514516929884,1.9164263874491487,6.0,6.7,2.0,0.0
4175,tt3920820,brian banks,2018,1147,6.8,4.4,4.0,2.0,99.0,0.3982366082984544,1.7522410765131995,5.8,,3.0,1.0
4176,tt0097243,a dry white season,1989,4627,7.0,3.77,6.0,3.0,107.0,0.8064516129032259,3.040322580645161,6.8,8.0,1.0,7.0
4177,tt0057263,love with the proper stranger,1963,3733,7.4,3.6,6.0,3.0,102.0,3.2679738562091503,11.764705882352944,,8.9,1.0,6.0
4178,tt0075909,damnation alley,1977,4578,5.3,4.0,5.0,2.0,91.0,1.6501650165016502,6.600660066006602,,4.4,0.0,1.0
4179,tt0097790,loverboy,1989,6773,6.0,3.96,6.0,1.0,98.0,0.8064516129032259,3.1935483870967745,3.6,4.4,0.0,0.0
4180,tt0110759,pcu,1994,11577,6.6,4.33,6.0,1.0,79.0,0.6747638326585695,2.9217273954116063,4.2,4.7,0.0,0.0
4181,tt0117965,the trigger effect,1996,5752,5.7,3.6,3.0,2.0,94.0,0.6373486297004461,2.294455066921606,6.6,7.5,0.0,0.0
4182,tt0115751,breaking the waves,1996,58696,7.9,4.0,5.0,1.0,158.0,0.6373486297004461,2.5493945188017846,7.6,8.5,43.0,27.0
4183,tt0118892,dangerous beauty,1998,15200,7.2,4.0,6.0,3.0,112.0,0.6134969325153374,2.4539877300613497,,6.8,0.0,2.0
4185,tt0053182,porgy and bess,1959,1393,7.2,3.5,3.0,3.0,138.0,3.436426116838488,12.027491408934708,,8.3,3.0,10.0
4186,tt0059250,the hallelujah trail,1965,3106,6.7,4.0,4.0,2.0,165.0,3.1746031746031744,12.698412698412698,,,0.0,1.0
4187,tt0081150,melvin and howard,1980,3942,6.9,4.3,4.0,2.0,95.0,1.2135922330097086,5.218446601941747,,9.0,15.0,9.0
4188,tt0092079,that's life!,1986,1044,6.1,4.0,12.0,2.0,102.0,0.9124087591240876,3.6496350364963512,,4.6,0.0,4.0
4189,tt4158096,free fire,2016,37114,6.4,3.8,10.0,3.0,90.0,0.4166545142433346,1.5832871541246714,6.3,6.9,2.0,7.0
4190,tt0055257,one-eyed jacks,1961,8832,7.1,4.3,5.0,2.0,141.0,3.3444816053511706,14.381270903010035,,5.3,2.0,3.0
4191,tt0058947,battle of the bulge,1965,13693,6.8,4.5,3.0,3.0,167.0,3.1746031746031744,14.285714285714285,,6.7,0.0,0.0
4192,tt0060522,how to steal a million,1966,22790,7.6,4.4,5.0,3.0,123.0,3.08641975308642,13.580246913580249,,10.0,0.0,1.0
4193,tt0063060,hellfighters,1968,4841,6.6,3.75,5.0,3.0,121.0,2.8735632183908053,10.775862068965518,,1.4,0.0,0.0
4194,tt0066301,rio lobo,1970,9655,6.8,4.25,6.0,4.0,114.0,2.5773195876288657,10.95360824742268,5.5,6.8,0.0,0.0
4195,tt0071273,can i keep it up for a week?,1974,245,4.4,3.66,6.0,2.0,210.0,2.028397565922921,7.423935091277891,,,0.0,0.0
4196,tt0076845,twilight's last gleaming,1977,2606,6.8,4.5,5.0,2.0,146.0,1.6501650165016502,7.425742574257425,,8.0,0.0,1.0
4197,tt0080157,yanks,1979,2876,6.4,3.93,8.0,1.0,141.0,1.3774104683195594,5.413223140495869,,7.8,6.0,5.0
4198,tt0085780,the keep,1983,10064,5.7,3.66,6.0,3.0,210.0,1.0040160642570282,3.6746987951807233,3.4,4.0,0.0,1.0
4199,tt0145893,simply irresistible,1999,12760,5.3,4.39,7.0,4.0,98.0,0.6002400960384154,2.6350540216086435,2.7,1.6,0.0,0.0
4200,tt0462335,high-rise,2015,34587,5.6,4.1,5.0,3.0,119.0,0.42191066463587,1.729833725007067,6.5,,4.0,12.0
4201,tt0058371,the moon-spinners,1964,1918,6.7,3.5,3.0,2.0,118.0,3.2258064516129035,11.290322580645164,,,0.0,0.0
4202,tt0066115,myra breckinridge,1970,2683,4.4,4.0,5.0,1.0,94.0,2.5773195876288657,10.309278350515463,,2.9,0.0,0.0
4203,tt0068718,the hot rock,1972,4628,6.8,3.5,6.0,4.0,105.0,2.392344497607656,8.373205741626794,,6.0,0.0,1.0
4204,tt0074441,the duchess and the dirtwater fox,1976,1534,5.7,4.12,2.0,2.0,103.0,1.7574692442882252,7.240773286467488,,3.3,0.0,0.0
4205,tt0078480,watership down,1978,31584,7.6,3.7,6.0,3.0,91.0,1.5337423312883436,5.674846625766873,6.4,8.2,1.0,4.0
4206,tt0094138,three o'clock high,1987,10084,7.2,3.6,6.0,1.0,101.0,0.8802816901408451,3.1690140845070425,3.6,6.7,0.0,0.0
4207,tt0105130,peter's friends,1992,9839,7.0,4.06,10.0,3.0,101.0,0.7127583749109052,2.893799002138275,,7.1,4.0,3.0
4208,tt4062536,green room,2015,95765,7.0,3.8,6.0,2.0,95.0,0.42191066463587,1.6032605256163057,7.9,9.1,9.0,24.0
4209,tt0056875,blood feast,1963,5457,5.1,4.0,5.0,1.0,67.0,3.2679738562091503,13.0718954248366,,3.8,0.0,1.0
4210,tt4846232,good time,2017,59050,7.3,4.1,5.0,3.0,99.0,0.40796344647519583,1.6726501305483028,8.0,9.2,7.0,45.0
4211,tt0057940,cheyenne autumn,1964,4658,6.8,3.5,10.0,2.0,154.0,3.2258064516129035,11.290322580645164,,6.2,1.0,2.0
4212,tt0055184,the misfits,1961,16092,7.3,4.1,5.0,2.0,125.0,3.3444816053511706,13.712374581939798,7.7,9.7,1.0,1.0
4213,tt0057393,pt 109,1963,2096,6.5,3.5,1.0,5.0,140.0,3.2679738562091503,11.437908496732025,,6.4,0.0,0.0
4214,tt0058154,goodbye charlie,1964,1385,6.3,3.7,2.0,3.0,116.0,3.2258064516129035,11.935483870967744,,,0.0,0.0
4215,tt0061796,hurry sundown,1967,881,5.7,4.05,20.0,1.0,146.0,2.9940119760479047,12.125748502994016,,2.5,1.0,1.0
4216,tt0094919,critters 2,1988,13025,5.5,3.8,5.0,3.0,85.0,0.8453085376162299,3.2121724429416734,4.8,2.7,1.0,3.0
4217,tt0095925,pumpkinhead,1988,18459,6.2,4.4,3.0,2.0,86.0,0.8453085376162299,3.719357565511412,4.7,6.8,0.0,3.0
4218,tt0105616,tom and jerry: the movie,1992,8734,5.3,3.6,11.0,4.0,84.0,0.7127583749109052,2.5659301496792595,,1.4,1.0,0.0
4219,tt0113101,four rooms,1995,92819,6.8,4.26,12.0,1.0,98.0,0.6561679790026247,2.7952755905511815,,1.3,1.0,1.0
4220,tt4853102,batman: the killing joke,2016,45001,6.4,4.4,4.0,4.0,77.0,0.4166545142433346,1.8332798626706723,,4.0,1.0,2.0
4221,tt6053438,first reformed,2017,37999,7.1,3.8,3.0,3.0,113.0,0.40796344647519583,1.5502610966057442,8.5,9.3,1.0,1.0
4222,tt0067774,sometimes a great notion,1971,3270,7.0,4.0,5.0,3.0,113.0,2.469135802469136,9.876543209876543,,10.0,0.0,0.0
4223,tt0053645,bells are ringing,1960,2618,7.0,3.6,2.0,3.0,126.0,3.378378378378378,12.162162162162161,,8.2,1.0,4.0
4224,tt0055905,diamond head,1962,594,6.1,4.5,5.0,2.0,107.0,3.3112582781456954,14.900662251655627,,,0.0,0.0
4225,tt0057840,the americanization of emily,1964,4410,7.4,4.0,7.0,4.0,115.0,3.2258064516129035,12.903225806451616,6.8,10.0,0.0,4.0
4226,tt0062380,tony rome,1967,2022,6.6,4.0,4.0,4.0,110.0,2.9940119760479047,11.976047904191619,,5.0,0.0,0.0
4227,tt0067992,willy wonka & the chocolate factory,1971,165964,7.8,4.5,9.0,2.0,100.0,2.469135802469136,11.111111111111109,6.7,9.1,2.0,2.0
4228,tt0070363,the man who loved cat dancing,1973,1183,6.2,3.6,3.0,2.0,114.0,2.2522522522522523,8.108108108108109,,,0.0,0.0
4229,tt0092240,the wraith,1986,13456,6.0,3.5,4.0,4.0,93.0,0.9124087591240876,3.1934306569343067,3.9,3.3,0.0,0.0
4230,tt0053848,g.i. blues,1960,2977,6.3,4.3,3.0,3.0,104.0,3.378378378378378,14.527027027027025,,0.0,0.0,3.0
4231,tt0054469,where the boys are,1960,2194,6.7,3.5,7.0,3.0,99.0,3.378378378378378,11.824324324324325,,8.8,0.0,2.0
4232,tt0054195,pollyanna,1960,8228,7.4,3.75,6.0,3.0,134.0,3.378378378378378,12.668918918918918,,8.6,1.0,1.0
4233,tt0054692,blue hawaii,1961,4978,6.1,4.2,3.0,3.0,102.0,3.3444816053511706,14.046822742474918,5.8,2.9,1.0,3.0
4234,tt0055279,parrish,1961,866,6.6,4.2,7.0,1.0,138.0,3.3444816053511706,14.046822742474918,,,0.0,0.0
4235,tt0054652,bachelor in paradise,1961,1234,6.3,3.5,4.0,2.0,109.0,3.3444816053511706,11.705685618729095,,,1.0,3.0
4236,tt0056341,period of adjustment,1962,977,6.4,4.0,5.0,2.0,112.0,3.3112582781456954,13.245033112582783,,6.7,0.0,4.0
4237,tt0058576,seven days in may,1964,11762,7.9,3.65,4.0,4.0,118.0,3.2258064516129035,11.774193548387098,7.3,9.1,4.0,6.0
4238,tt0058213,"hush...hush, sweet charlotte",1964,11657,7.6,4.0,6.0,4.0,133.0,3.2258064516129035,12.903225806451616,,8.1,3.0,2.0
4239,tt0057999,dear heart,1964,1051,7.2,3.7,4.0,2.0,82.0,3.2258064516129035,11.935483870967744,,,0.0,4.0
4240,tt0059274,the hill,1965,11241,7.9,4.3,9.0,2.0,123.0,3.1746031746031744,13.65079365079365,8.1,10.0,3.0,6.0
4241,tt0060182,born free,1966,5554,7.2,3.6,2.0,2.0,95.0,3.08641975308642,11.111111111111109,,9.4,3.0,7.0
4242,tt0061122,the trouble with angels,1966,3948,7.4,4.1,3.0,2.0,112.0,3.08641975308642,12.654320987654321,,10.0,0.0,2.0
4243,tt0066579,women in love,1969,6466,7.3,4.5,5.0,2.0,131.0,2.7247956403269757,12.261580381471386,,,4.0,17.0
4244,tt0069050,the other,1972,5163,7.0,3.5,2.0,6.0,100.0,2.392344497607656,8.373205741626794,,8.8,1.0,0.0
4245,tt0070672,the seven-ups,1973,4377,6.8,4.1,5.0,4.0,103.0,2.2522522522522523,9.234234234234236,,7.5,0.0,0.0
4246,tt0071360,the conversation,1974,89591,7.8,4.4,5.0,3.0,113.0,2.028397565922921,8.924949290060852,8.5,9.8,14.0,13.0
4247,tt0074559,futureworld,1976,9014,5.8,4.2,6.0,2.0,107.0,1.7574692442882252,7.381370826010546,,3.3,1.0,2.0
4248,tt0082431,galaxy of terror,1981,5879,5.1,4.0,5.0,4.0,81.0,1.1001100110011002,4.400440044004402,3.8,3.3,0.0,0.0
4249,tt0084088,honkytonk man,1982,7379,6.6,4.48,2.0,3.0,122.0,1.0362694300518136,4.642487046632126,5.0,9.3,0.0,1.0
4250,tt0086979,blood simple,1984,81469,7.6,3.8,5.0,3.0,96.0,0.9624639076034648,3.657362848893166,8.1,9.4,5.0,5.0
4251,tt0840361,the town,2010,329848,7.5,154.0,9.0,3.0,124.0,0.4585977913930367,70.62405987452766,7.4,9.3,9.0,45.0
4252,tt0063808,wild in the streets,1968,1745,6.0,4.0,5.0,3.0,97.0,2.8735632183908053,11.494252873563221,,6.1,1.0,2.0
4253,tt0074991,obsession,1976,8084,6.7,4.47,4.0,4.0,98.0,1.7574692442882252,7.8558875219683655,,7.7,3.0,1.0
4254,tt0083959,forbidden world,1982,3598,5.2,4.0,7.0,2.0,77.0,1.0362694300518136,4.1450777202072535,,6.0,0.0,3.0
4255,tt0323120,loving annabelle,2006,11283,6.3,4.2,2.0,2.0,76.0,0.4960317460317461,2.083333333333333,,,10.0,0.0
4256,tt1862079,safety not guaranteed,2012,113249,7.0,4.4,8.0,4.0,86.0,0.4355514516929884,1.9164263874491487,7.2,9.0,8.0,18.0
4257,tt0071772,the lords of flatbush,1974,3280,5.8,4.0,4.0,3.0,86.0,2.028397565922921,8.113590263691684,5.3,6.7,0.0,0.0
4258,tt0071216,big bad mama,1974,2033,5.8,4.0,3.0,3.0,83.0,2.028397565922921,8.113590263691684,,7.1,0.0,0.0
4259,tt0087004,the brother from another planet,1984,5235,6.7,4.0,4.0,3.0,104.0,0.9624639076034648,3.8498556304138587,,8.8,3.0,1.0
4260,tt0094761,the blob,1988,28834,6.5,8.2,6.0,3.0,95.0,0.8453085376162299,6.931530008453086,,6.0,0.0,6.0
4261,tt0085764,joysticks,1983,1614,4.4,3.95,4.0,1.0,88.0,1.0040160642570282,3.9658634538152615,,,0.0,0.0
4262,tt0053245,say one for me,1959,187,5.6,3.9,3.0,3.0,120.0,3.436426116838488,13.402061855670102,,,1.0,4.0
4263,tt0393109,brick,2005,96254,7.3,3.9,9.0,4.0,110.0,0.5120327700972862,1.996927803379416,7.2,7.9,11.0,23.0
4264,tt0221073,chopper,2000,35028,7.2,3.9,5.0,3.0,94.0,0.5807200929152149,2.264808362369338,6.5,7.2,12.0,14.0
4265,tt0060983,the singing nun,1966,1062,6.1,3.8,3.0,2.0,97.0,3.08641975308642,11.728395061728394,,,1.0,2.0
4266,tt0069883,cinderella liberty,1973,1758,6.8,3.7,4.0,2.0,117.0,2.2522522522522523,8.333333333333334,,6.3,1.0,6.0
4267,tt1758692,like crazy,2011,56675,6.7,3.7,3.0,2.0,90.0,0.4445649709476792,1.6448903925064131,6.8,7.1,9.0,6.0
4270,tt0084695,the slumber party massacre,1982,9327,5.7,3.6,3.0,1.0,76.0,1.0362694300518136,3.730569948186529,,4.0,0.0,0.0
4271,tt0058745,where love has gone,1964,1169,6.3,3.6,7.0,1.0,111.0,3.2258064516129035,11.612903225806454,,,0.0,2.0
4272,tt0094961,dead heat,1988,5659,6.0,3.59,5.0,3.0,86.0,0.8453085376162299,3.034657650042265,,1.1,0.0,1.0
4273,tt0087995,repo man,1984,31237,6.9,3.7,2.0,3.0,92.0,0.9624639076034648,3.5611164581328194,7.5,9.8,2.0,3.0
4274,tt0118541,8 heads in a duffel bag,1997,9190,5.4,3.6,7.0,3.0,95.0,0.6230529595015576,2.2429906542056077,1.5,1.1,1.0,0.0
4276,tt0095250,the big blue,1988,45614,7.6,3.6,7.0,3.0,168.0,0.8453085376162299,3.0431107354184284,3.5,6.2,3.0,6.0
4277,tt0054752,claudelle inglish,1961,190,6.0,3.5,5.0,2.0,99.0,3.3444816053511706,11.705685618729095,,,0.0,0.0
4278,tt0109306,blue sky,1994,6412,6.4,3.36,6.0,2.0,101.0,0.6747638326585695,2.2672064777327936,,7.8,3.0,5.0
4279,tt0052837,the gazebo,1959,1490,6.9,3.31,4.0,3.0,100.0,3.436426116838488,11.374570446735394,,,0.0,0.0
4280,tt0066249,the private life of sherlock holmes,1970,9573,7.1,,4.0,5.0,125.0,2.5773195876288657,,,9.2,0.0,3.0
4281,tt0311648,pieces of april,2003,19444,7.0,3.3,6.0,2.0,81.0,0.5434782608695652,1.793478260869565,7.0,8.4,15.0,21.0
4282,tt0109445,clerks,1994,204221,7.7,3.2,5.0,1.0,92.0,0.6747638326585695,2.1592442645074232,7.0,8.8,6.0,10.0
