imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast,genre,running_time,other_wins,other_noms
tt4731136,a cure for wellness,2016,73912.0,6.4,4.7,4.2,,8.1,4,6,146 min,4.0,5.0
tt1017460,splice,2009,89349.0,5.7,6.6,7.6,,17.0,4,3,104 min,4.0,23.0
tt0100133,memphis belle,1990,25665.0,6.9,,6.7,,,4,3,107 min,1.0,3.0
tt0080745,flash gordon,1980,47328.0,6.5,5.8,8.0,,,4,3,111 min,2.0,9.0
tt0082350,an eye for an eye,1981,3299.0,5.5,,,,,4,4,106 min,0,0
tt0097441,glory,1989,115061.0,7.8,7.8,9.3,,,4,4,122 min,11.0,18.0
tt0089841,prizzi's honor,1985,21457.0,6.7,8.4,8.6,,,4,4,130 min,25.0,24.0
tt0083530,airplane ii: the sequel,1982,46062.0,6.2,4.8,4.2,,,4,2,85 min,0,0
tt0096787,all dogs go to heaven,1989,33809.0,6.8,5.0,5.8,,,4,6,84 min,0,1.0
tt0085694,the house on sorority row,1983,6553.0,6.0,5.0,5.6,,,4,3,91 min,0,0
tt3715320,irrational man,2015,53248.0,6.6,5.3,4.6,,,4,2,95 min,0,2.0
tt0082416,the french lieutenant's woman,1981,11199.0,7.0,6.4,7.8,,,4,2,124 min,9.0,15.0
tt0083929,fast times at ridgemont high,1982,87646.0,7.2,6.7,7.8,,,4,2,90 min,1.0,1.0
tt1727388,the way way back,2013,134637.0,7.4,6.8,8.3,,21.5,4,2,103 min,5.0,30.0
tt0089017,desperately seeking susan,1985,19598.0,6.0,7.1,8.3,,27.4,4,2,104 min,1.0,3.0
tt0084335,missing,1982,17078.0,7.7,7.8,9.7,,,4,5,122 min,10.0,18.0
tt0462396,the last legion,2007,33148.0,5.4,3.7,1.5,,5.93,4,3,101 min,0,2.0
tt0087089,the cotton club,1984,15307.0,6.5,6.8,7.5,,,4,3,127 min,1.0,6.0
tt4375438,the club,2015,8522.0,7.2,7.3,,,,4,3,98 min,17.0,20.0
tt0094731,betrayed,1988,5110.0,6.3,,4.2,,,4,3,127 min,0,0
tt0095188,funny farm,1988,18460.0,6.2,5.0,6.5,,,4,2,101 min,0,0
tt0092605,baby boom,1987,12929.0,6.2,5.3,7.4,,,4,3,110 min,0,3.0
tt0106308,army of darkness,1992,155575.0,7.5,5.7,7.3,,,4,2,81 min,10.0,7.0
tt0088683,agnes of god,1985,6467.0,6.6,,4.3,,,4,2,98 min,1.0,2.0
tt0082763,modern problems,1981,4579.0,5.1,2.7,,,,4,3,93 min,0,1.0
tt0087755,the muppets take manhattan,1984,18353.0,6.9,6.4,8.3,,,4,6,94 min,0,2.0
tt0080678,the elephant man,1980,205275.0,8.1,7.7,9.1,,,4,2,124 min,10.0,13.0
tt0082948,private lessons,1981,3081.0,5.2,3.4,0.0,,,4,1,87 min,0,1.0
tt0082495,halloween ii,1981,69546.0,6.5,4.0,2.8,,,4,1,92 min,1.0,3.0
tt0087800,a nightmare on elm street,1984,192915.0,7.5,7.6,9.4,,,4,1,91 min,3.0,5.0
tt0089686,a nightmare on elm street 2: freddy's revenge,1985,57069.0,5.5,4.3,4.1,,,4,1,87 min,0,1.0
tt0099800,house party,1990,12191.0,6.4,7.6,9.3,,,4,3,100 min,2.0,10.0
tt0443295,"yours, mine & ours",2005,25518.0,5.5,3.8,0.6,,53.36,4,4,88 min,2.0,4.0
tt0089461,the last dragon,1985,12206.0,6.9,,5.8,,,4,4,109 min,0,2.0
tt0090738,black widow,1987,8143.0,6.3,,4.8,,,4,3,102 min,0,0
tt3381008,the brothers grimsby,2016,84750.0,6.2,4.4,3.8,,,4,5,83 min,0,1.0
tt0093260,innerspace,1987,51158.0,6.8,6.6,8.2,,,4,6,120 min,1.0,4.0
tt0060164,the bible: in the beginning...,1966,4463.0,6.3,,,,,4,1,174 min,6.0,4.0
tt0094890,cocoon: the return,1988,14596.0,5.4,4.5,3.3,,,4,5,116 min,0,4.0
tt0091188,heartburn,1986,8516.0,6.1,4.9,4.7,,,4,2,108 min,1.0,1.0
tt0087747,moscow on the hudson,1984,10339.0,6.5,6.7,8.6,,,4,3,115 min,0,1.0
tt0091554,the morning after,1986,5501.0,5.9,,7.1,,,4,4,103 min,0,0
tt0082340,escape from new york,1981,116218.0,7.2,7.6,8.5,,,4,3,99 min,0,4.0
tt0054594,the absent minded professor,1961,6645.0,6.8,7.5,8.2,,,4,4,92 min,1.0,5.0
tt0089175,fright night,1985,55691.0,7.1,6.2,9.1,,,4,2,106 min,5.0,4.0
tt0100029,lionheart,1990,30699.0,6.2,4.1,2.7,,,4,4,108 min,0,0
tt0089961,santa claus: the movie,1985,11018.0,6.3,,2.0,,,4,3,107 min,0,0
tt0457495,alex rider: operation stormbreaker,2006,22538.0,5.1,4.2,3.5,,0.58,4,4,93 min,0,3.0
tt1798603,bad santa 2,2016,20795.0,5.6,3.8,2.2,,17.66,4,3,92 min,1.0,2.0
tt0091278,iron eagle,1986,12601.0,5.5,4.1,2.0,,,4,3,117 min,0,0
tt0325258,dickie roberts: former child star,2003,13176.0,5.5,3.6,2.2,,22.72,4,1,98 min,1.0,1.0
tt0086494,two of a kind,1983,3684.0,4.7,0.5,2.0,,,4,3,88 min,0,6.0
tt0082089,body heat,1981,28889.0,7.4,7.7,9.8,,,4,4,113 min,0,5.0
tt0080472,bronco billy,1980,10174.0,6.1,6.6,7.5,,,4,6,116 min,0,2.0
tt0088128,sixteen candles,1984,97043.0,7.1,6.1,8.7,,,4,2,93 min,2.0,1.0
tt0086352,spring break,1983,2496.0,4.9,1.7,2.2,,,4,2,102 min,0,0
tt0082017,amy,1981,236.0,6.6,,,,,4,2,100 min,0,2.0
tt0092974,ernest goes to camp,1987,10426.0,5.5,2.4,6.2,,,4,2,92 min,0,1.0
tt0082467,graduation day,1981,3098.0,4.8,,5.7,,,4,3,96 min,0,0
tt0395169,hotel rwanda,2004,319834.0,8.1,7.9,9.1,,23.47,4,4,121 min,16.0,45.0
tt0907657,once,2007,106522.0,7.8,8.8,9.7,,9.2,4,3,86 min,22.0,30.0
tt2361317,live by night,2016,48868.0,6.4,4.9,3.5,,10.38,4,4,129 min,0,3.0
tt0153225,toys are not for children,1972,226.0,6.2,,,,,4,1,85 min,0,0
tt0116039,day of the warrior,1996,847.0,3.6,,,,,4,3,96 min,0,0
tt0100530,the russia house,1990,13499.0,6.1,,7.6,,,4,3,123 min,0,4.0
tt0081777,xanadu,1980,11206.0,5.2,3.5,2.5,,,4,3,96 min,1.0,9.0
tt0081398,raging bull,1980,299014.0,8.2,8.9,9.4,,,4,3,129 min,22.0,27.0
tt0164114,drive me crazy,1999,17328.0,5.8,4.2,2.8,,,4,3,91 min,1.0,0
tt3553976,captain fantastic,2016,167976.0,7.9,7.2,8.2,,5.88,4,2,118 min,14.0,45.0
tt3235888,it follows,2014,191545.0,6.8,8.3,9.6,,10.71,4,3,100 min,25.0,41.0
tt4698684,hunt for the wilderpeople,2016,92907.0,7.9,8.1,9.6,,5.2,4,3,101 min,22.0,25.0
tt0087727,missing in action,1984,13023.0,5.4,,2.0,,,4,5,101 min,0,0
tt0092965,empire of the sun,1987,108778.0,7.8,6.2,7.5,,,4,4,153 min,13.0,10.0
tt0112883,don juan demarco,1994,46338.0,6.7,6.3,6.9,,,4,3,97 min,4.0,4.0
tt0097770,lock up,1989,36037.0,6.4,5.2,1.7,,,4,4,109 min,0,3.0
tt0064285,the wild child,1970,7013.0,7.5,9.4,10.0,,,4,1,83 min,4.0,2.0
tt0098258,say anything...,1989,78077.0,7.3,8.5,9.8,,,4,3,100 min,1.0,3.0
tt0096101,short circuit 2,1988,22650.0,5.7,,3.8,,,4,4,110 min,0,2.0
tt0086859,against all odds,1984,9885.0,5.9,4.2,7.0,,,4,6,128 min,2.0,2.0
tt0097116,cousins,1989,3982.0,6.3,,5.0,,,4,2,109 min,0,0
tt0069807,blue summer,1973,222.0,4.6,,,,,4,2,79 min,0,0
tt0084503,pink floyd: the wall,1982,72145.0,8.1,4.7,6.8,,,4,5,95 min,1.0,1.0
tt0071222,black christmas,1974,29449.0,7.2,6.5,7.0,,,4,3,98 min,2.0,2.0
tt0095519,license to drive,1988,17078.0,6.3,3.6,1.7,,,4,1,88 min,2.0,1.0
tt0088146,a soldier's story,1984,8248.0,7.2,,9.0,,,4,4,101 min,5.0,6.0
tt0097981,a nightmare on elm street 5: the dream child,1989,38136.0,5.1,5.4,3.2,,,4,2,89 min,3.0,2.0
tt0078579,buck rogers in the 25th century,1979,6820.0,6.9,,,,,4,3,60 min,0,5.0
tt0081207,my bodyguard,1980,8131.0,7.1,6.7,8.3,,,4,3,102 min,1.0,2.0
tt0089173,friday the 13th: a new beginning,1985,30906.0,4.8,1.6,1.6,,,4,3,92 min,0,2.0
tt0082418,friday the 13th: part 2,1981,54147.0,6.1,2.6,2.8,,,4,3,87 min,0,3.0
tt0110877,il postino,1994,31433.0,7.7,8.1,9.3,,,4,4,108 min,31.0,19.0
tt0088814,the black cauldron,1985,28485.0,6.4,5.9,5.5,,,4,6,80 min,0,0
tt0841046,walk hard: the dewey cox story,2007,63729.0,6.8,6.3,7.4,,18.32,4,2,96 min,1.0,4.0
tt0379889,the merchant of venice,2004,33527.0,7.0,6.3,7.1,,3.3,4,2,131 min,2.0,6.0
tt0082970,ragtime,1981,8283.0,7.3,5.7,9.2,,,4,1,155 min,2.0,13.0
tt0088001,rhinestone,1984,6539.0,3.8,,1.5,,,4,2,111 min,2.0,8.0
tt0086197,the right stuff,1983,53460.0,7.8,9.1,9.8,,,4,4,193 min,7.0,16.0
tt0297284,mindhunters,2004,55899.0,6.4,3.3,2.4,,,4,4,106 min,0,4.0
tt0098987,the adventures of ford fairlane,1990,16503.0,6.5,2.4,2.9,,,4,6,104 min,5.0,3.0
tt0102744,quigley down under,1990,18336.0,6.9,,6.0,,,4,5,119 min,2.0,1.0
tt5461944,hotel mumbai,2018,38513.0,7.6,6.2,7.6,,,4,3,123 min,7.0,13.0
tt0095927,punchline,1988,7502.0,5.8,,5.6,,,4,3,128 min,1.0,0
tt0114608,tales from the crypt: demon knight,1995,20106.0,6.7,4.8,3.8,,,4,4,92 min,0,1.0
tt1045772,i love you phillip morris,2009,88463.0,6.6,6.5,7.1,,2.03,4,5,98 min,6.0,11.0
tt0083722,cat people,1982,17921.0,6.1,6.2,6.1,,,4,3,118 min,0,1.0
tt0099615,the freshman,1990,17727.0,6.4,7.8,9.3,,,4,2,102 min,1.0,2.0
tt0085333,christine,1983,66014.0,6.7,5.7,7.1,,,4,2,110 min,0,2.0
tt0089118,f/x,1986,16369.0,6.7,7.1,8.8,,,4,2,109 min,0,1.0
tt0092105,tough guys,1986,6142.0,6.2,,5.7,,,4,2,104 min,0,0
tt0095593,married to the mob,1988,15110.0,6.1,7.1,8.9,,,4,3,104 min,6.0,4.0
tt0083767,creepshow,1982,39330.0,6.9,5.9,7.3,,,4,3,120 min,0,2.0
tt0085382,cujo,1983,36224.0,6.1,5.7,6.1,,,4,2,93 min,1.0,3.0
tt0089826,porky's revenge,1985,7295.0,4.8,2.4,2.7,,,4,1,92 min,0,1.0
tt0803061,red dog,2011,15749.0,7.4,,8.3,,14.01,4,5,92 min,11.0,15.0
tt0085334,a christmas story,1983,123686.0,8.0,7.7,8.9,,,4,2,94 min,3.0,11.0
tt0091867,a room with a view,1985,36868.0,7.3,8.0,10.0,,,4,2,117 min,22.0,22.0
tt0086264,screwballs,1983,2621.0,4.7,3.4,,,,4,1,80 min,0,0
tt0082484,quest for fire,1981,19517.0,7.3,7.9,8.6,,,4,3,100 min,10.0,7.0
tt0298228,whale rider,2002,38081.0,7.5,8.0,9.1,,20.66,4,2,101 min,33.0,34.0
tt0088286,top secret!,1984,56138.0,7.2,6.8,7.7,,,4,2,90 min,0,0
tt0077288,la cage aux folles,1978,9087.0,7.3,,9.5,,,4,1,97 min,5.0,2.0
tt0068341,the valachi papers,1972,2777.0,6.6,,,,,4,2,125 min,0,0
tt0094612,action jackson,1988,9451.0,5.4,3.6,1.4,,,4,4,96 min,0,1.0
tt0861689,blindness,2008,67035.0,6.6,4.5,4.4,,3.07,4,4,121 min,15.0,20.0
tt0096316,tucker: the man and his dream,1988,14637.0,6.9,7.4,8.5,,,4,2,110 min,8.0,6.0
tt1924396,the best offer,2013,99133.0,7.8,4.9,5.5,,0.09,4,4,131 min,25.0,26.0
tt0080360,altered states,1980,30237.0,6.9,5.8,8.4,,,4,3,102 min,1.0,5.0
tt0084787,the thing,1982,345033.0,8.1,5.7,8.4,,,4,3,109 min,0,3.0
tt0084690,six pack,1982,2478.0,5.9,4.5,,,,4,3,108 min,0,0
tt0103035,taking care of business,1990,7380.0,6.4,,2.9,,,4,1,108 min,0,0
tt0080569,cruising,1980,17233.0,6.4,4.3,5.1,,,4,4,102 min,0,5.0
tt0090274,volunteers,1985,8084.0,5.5,5.5,5.8,,,4,2,107 min,0,0
tt0082509,heavy metal,1981,29217.0,6.7,5.1,6.0,,,4,4,86 min,4.0,2.0
tt0098343,skin deep,1989,3704.0,6.2,,3.8,,,4,3,97 min,0,0
tt0088936,code of silence,1985,6318.0,6.1,6.4,6.3,,,4,4,101 min,0,0
tt0096071,the serpent and the rainbow,1988,20728.0,6.5,6.4,,,,4,2,98 min,0,1.0
tt0063611,shame,1968,10734.0,8.1,,6.2,,,4,1,103 min,9.0,3.0
tt0082817,nighthawks,1981,15856.0,6.4,5.6,7.0,,,4,3,99 min,0,0
tt0082377,the final conflict,1981,17417.0,5.6,3.4,3.0,,,4,1,108 min,1.0,0
tt0060176,blow-up,1966,52372.0,7.6,8.2,8.7,,,4,3,111 min,7.0,6.0
tt0089679,the new kids,1985,2272.0,6.0,,,,,4,4,110 min,0,0
tt1381404,the company you keep,2012,30205.0,6.4,5.7,5.4,,5.13,4,2,125 min,2.0,1.0
tt0085318,chained heat,1983,1891.0,4.9,,5.6,,,4,4,95 min,1.0,1.0
tt0097142,dad,1989,4317.0,6.3,,6.0,,,4,2,117 min,1.0,4.0
tt0107004,geronimo: an american legend,1993,8268.0,6.5,,5.0,,,4,3,115 min,1.0,1.0
tt0052949,journey to the lost city,1960,176.0,6.8,,,,,4,1,94 min,0,0
tt0097027,casualties of war,1989,38922.0,7.1,7.5,8.4,,,4,3,113 min,1.0,4.0
tt0083254,under the rainbow,1981,2442.0,5.4,,0.0,,,4,1,98 min,1.0,4.0
tt0086955,best defense,1984,5263.0,3.8,2.9,,,,4,2,94 min,0,1.0
tt0090357,young sherlock holmes,1985,17820.0,6.8,,6.7,,,4,4,109 min,1.0,3.0
tt0094082,suspect,1987,8591.0,6.6,,7.1,,,4,3,121 min,0,0
tt1600196,the drop,2014,135307.0,7.1,6.9,8.9,,8.71,4,2,106 min,4.0,5.0
tt0091059,flight of the navigator,1986,41547.0,6.9,6.4,8.3,,,4,4,90 min,0,4.0
tt1878870,the edge of seventeen,2016,93165.0,7.3,7.7,9.4,,14.26,4,2,104 min,8.0,27.0
tt0081259,the octagon,1980,4642.0,5.1,,3.3,,,4,4,103 min,0,0
tt0091080,jason lives,1986,35096.0,6.0,3.0,5.2,,,4,2,86 min,0,2.0
tt0081376,the private eyes,1980,2499.0,6.8,,,,,4,2,91 min,0,0
tt1506999,haywire,2011,79987.0,5.8,6.7,8.0,,18.93,4,3,93 min,0,7.0
tt0094602,above the law,1988,27051.0,6.0,4.5,5.3,,,4,5,99 min,0,1.0
tt0092632,the believers,1987,5756.0,6.1,,3.3,,,4,5,114 min,0,1.0
tt0090350,year of the dragon,1985,13063.0,6.9,,5.6,,,4,4,134 min,1.0,8.0
tt0412080,the world's fastest indian,2005,49833.0,7.8,6.8,8.2,,5.1,4,3,127 min,11.0,6.0
tt0095409,johnny be good,1988,5785.0,4.6,1.0,0.0,,,4,2,91 min,0,1.0
tt0144814,the rage: carrie 2,1999,14830.0,4.7,4.2,,,,4,3,104 min,1.0,2.0
tt0087589,lassiter,1984,1887.0,5.9,,7.1,,,4,5,100 min,0,0
tt0089457,ladyhawke,1985,40952.0,7.0,6.4,6.4,,,4,4,121 min,5.0,5.0
tt0097123,crimes and misdemeanors,1989,51561.0,7.9,7.7,9.3,,,4,2,104 min,16.0,22.0
tt0115986,the crow: city of angels,1996,18389.0,4.7,,1.2,,,4,4,84 min,1.0,3.0
tt0089348,invasion u.s.a.,1985,8079.0,5.4,2.9,1.8,,,4,2,107 min,0,0
tt0097322,the fabulous baker boys,1989,20707.0,6.8,8.5,9.6,,,4,4,114 min,14.0,13.0
tt0083798,dead men don't wear plaid,1982,19267.0,6.9,,7.9,,,4,4,88 min,0,0
tt0090927,the delta force,1986,17767.0,5.6,3.7,1.8,,,4,5,125 min,0,1.0
tt3850214,dope,2015,77855.0,7.2,7.2,8.8,,11.67,4,3,103 min,6.0,23.0
tt0095271,halloween 4: the return of michael myers,1988,40967.0,5.9,3.4,2.9,,,4,2,88 min,1.0,2.0
tt0087425,hot dog... the movie,1984,2835.0,5.0,3.9,,,,4,3,96 min,0,0
tt0090103,the sure thing,1985,18089.0,7.0,7.6,8.5,,,4,3,100 min,0,0
tt0082533,the howling,1981,28931.0,6.6,6.8,7.0,,,4,1,91 min,2.0,2.0
tt0095174,frantic,1988,46410.0,6.9,6.6,7.6,,,4,4,120 min,0,0
tt0082869,outland,1981,25607.0,6.6,4.8,5.6,,,4,4,109 min,1.0,6.0
tt0086525,valley girl,1983,12115.0,6.4,6.6,,,,4,2,99 min,0,0
tt0091530,the mission,1986,52718.0,7.4,5.5,6.4,,,4,3,125 min,14.0,26.0
tt0373074,kung fu hustle,2004,119696.0,7.7,7.8,9.0,,17.03,4,3,99 min,24.0,46.0
tt0100240,the neverending story ii: the next chapter,1990,23063.0,5.2,,1.4,,,4,4,89 min,2.0,4.0
tt0085811,krull,1983,28505.0,6.1,4.5,,,,4,3,121 min,1.0,5.0
tt0093507,masters of the universe,1987,34767.0,5.4,3.5,1.7,,,4,4,106 min,2.0,5.0
tt0092563,angel heart,1987,75650.0,7.3,6.1,7.9,,,4,3,113 min,2.0,3.0
tt0211443,jason x,2001,47853.0,4.4,2.5,2.0,,12.61,4,4,91 min,0,1.0
tt0080736,the final countdown,1980,19752.0,6.7,5.1,4.4,,,4,2,103 min,1.0,2.0
tt0087262,firestarter,1984,27711.0,6.1,5.0,3.5,,,4,4,114 min,0,2.0
tt0087231,the falcon and the snowman,1985,9771.0,6.8,6.8,8.0,,,4,4,131 min,0,1.0
tt0100814,tremors,1990,110970.0,7.1,6.5,8.5,,,4,2,96 min,0,5.0
tt0362269,kinsey,2004,46299.0,7.0,7.9,9.0,,10.21,4,3,118 min,17.0,50.0
tt0240468,kung pow: enter the fist,2002,42172.0,6.2,1.4,1.3,,15.94,4,2,81 min,1.0,1.0
tt0276919,dogville,2003,129729.0,8.0,6.0,7.0,,1.5,4,2,178 min,21.0,31.0
tt1791682,while we're young,2014,42631.0,6.3,7.7,8.4,,7.01,4,3,97 min,1.0,2.0
tt0086946,beat street,1984,3255.0,6.5,6.8,5.0,,,4,2,105 min,0,0
tt0087507,johnny dangerously,1984,12689.0,6.5,5.4,4.4,,,4,2,90 min,0,0
tt0105128,pet sematary ii,1992,18175.0,4.9,3.5,2.4,,,4,2,100 min,0,3.0
tt0084694,the slayer,1982,1502.0,4.9,,,,,4,2,80 min,0,0
tt0085154,all the right moves,1983,14701.0,5.9,6.2,5.2,,,4,3,91 min,0,0
tt0090180,to live and die in l.a.,1985,26855.0,7.3,8.1,9.1,,,4,4,116 min,3.0,0
tt0098320,shocker,1989,13989.0,5.5,5.1,2.4,,,4,3,109 min,0,1.0
tt1859650,to rome with love,2012,80720.0,6.3,5.4,4.6,,16.5,4,3,112 min,2.0,5.0
tt0099165,the bonfire of the vanities,1990,20578.0,5.6,2.7,1.6,,,4,3,125 min,1.0,5.0
tt0063413,paranoia,1969,500.0,6.1,,,,,4,3,91 min,0,0
tt0102034,highlander ii: the quickening,1991,42004.0,4.3,3.1,0.0,,,4,5,91 min,0,0
tt1456941,"tomorrow, when the war began",2010,29391.0,6.2,5.4,6.4,,9.0,4,3,103 min,8.0,14.0
tt0057277,the big city,1963,2713.0,8.3,,9.0,,,4,1,122 min,1.0,1.0
tt0093692,over the top,1987,47356.0,5.8,4.0,2.7,,,4,3,93 min,4.0,2.0
tt0094799,"bright lights, big city",1988,6943.0,5.7,5.1,6.0,,,4,1,107 min,0,2.0
tt1727776,scouts guide to the zombie apocalypse,2015,41853.0,6.3,3.2,4.5,,3.93,4,3,93 min,0,5.0
tt0096094,she's having a baby,1988,10696.0,5.9,4.1,4.0,,,4,3,106 min,0,0
tt0097737,leviathan,1989,16907.0,5.8,5.1,1.7,,,4,5,98 min,1.0,0
tt0099073,avalon,1990,5398.0,7.2,,8.3,,,4,1,128 min,2.0,19.0
tt0094074,superman iv: the quest for peace,1987,40580.0,3.7,2.4,1.1,,,4,4,90 min,2.0,6.0
tt0097044,chances are,1989,10083.0,6.5,6.2,6.7,,,4,3,108 min,1.0,1.0
tt0086346,spacehunter: adventures in the forbidden zone,1983,5006.0,5.5,,1.8,,,4,3,90 min,0,0
tt0084408,next of kin,1982,1170.0,6.4,,10.0,,,4,2,89 min,2.0,1.0
tt0091828,raw deal,1986,28617.0,5.6,4.4,2.5,,,4,3,106 min,0,0
tt0090660,armed and dangerous,1986,10183.0,5.7,1.7,1.1,,,4,3,88 min,0,0
tt0089003,death wish 3,1985,13146.0,5.9,1.8,0.6,,,4,4,92 min,0,0
tt0100168,mo' better blues,1990,10210.0,6.6,6.1,7.3,,,4,3,130 min,1.0,3.0
tt1103275,two lovers,2008,35196.0,7.0,7.4,8.2,,3.0,4,2,110 min,3.0,18.0
tt0100135,men at work,1990,21585.0,6.0,,2.8,,,4,3,98 min,0,0
tt0054067,black sunday,1960,12287.0,7.2,,8.6,,,4,1,87 min,1.0,1.0
tt0081071,the long riders,1980,9164.0,7.0,6.4,8.3,,,4,3,100 min,1.0,1.0
tt0082250,death wish ii,1982,13512.0,6.1,1.1,,,,4,4,89 min,0,2.0
tt0084210,kiss me goodbye,1982,1748.0,6.1,,,,,4,3,101 min,0,0
tt0097987,no holds barred,1989,5453.0,4.4,3.1,1.1,,,4,2,93 min,0,0
tt0085407,the dead zone,1983,56452.0,7.2,6.9,9.1,,,4,4,103 min,7.0,4.0
tt0085387,d.c. cab,1983,4153.0,5.5,4.6,1.7,,,4,2,100 min,0,0
tt0085615,gorky park,1983,11623.0,6.8,,7.8,,,4,4,128 min,1.0,1.0
tt0100740,tales from the darkside: the movie,1990,14176.0,6.3,5.4,3.9,,,4,4,93 min,1.0,0
tt0107254,jason goes to hell,1993,26162.0,4.3,1.7,2.4,,,4,3,87 min,0,3.0
tt1527186,melancholia,2011,157311.0,7.1,8.0,7.9,,2.9,4,2,135 min,35.0,91.0
tt0095444,killer klowns from outer space,1988,30282.0,6.2,4.3,7.7,,,4,3,88 min,0,2.0
tt0876563,ponyo,2008,110867.0,7.7,8.6,9.2,,15.1,4,5,101 min,12.0,19.0
tt0089421,king solomon's mines,1985,11691.0,5.3,,0.8,,,4,4,100 min,0,2.0
tt0404203,little children,2006,101925.0,7.5,7.5,8.0,,5.31,4,2,136 min,20.0,57.0
tt0099575,fire birds,1990,5610.0,4.8,,1.0,,,4,2,85 min,0,0
tt0094744,big top pee-wee,1988,8278.0,5.0,,3.5,,,4,3,86 min,0,1.0
tt0098309,she-devil,1989,15225.0,5.6,4.5,4.2,,,4,1,99 min,0,0
tt0285462,boat trip,2002,29410.0,4.9,1.8,0.7,,8.53,4,1,94 min,1.0,8.0
tt0100449,quick change,1990,18232.0,6.8,5.6,8.2,,,4,2,89 min,0,0
tt0093818,radio days,1987,29560.0,7.5,7.4,8.9,,,4,1,88 min,3.0,7.0
tt0081249,the nude bomb,1980,2773.0,5.1,,1.7,,,4,4,94 min,0,1.0
tt0084021,grease 2,1982,31073.0,4.4,5.2,3.8,,,4,4,115 min,0,3.0
tt0100935,wild at heart,1990,76777.0,7.2,5.2,6.5,,,4,4,125 min,4.0,10.0
tt0092272,youngblood,1986,11643.0,6.2,5.1,3.8,,,4,3,110 min,1.0,0
tt0084649,the secret of nimh,1982,34173.0,7.6,7.6,9.6,,,4,7,82 min,1.0,2.0
tt0096054,school daze,1988,5721.0,6.0,4.9,5.8,,,4,3,121 min,0,1.0
tt0113253,halloween: the curse of michael myers,1995,29138.0,4.9,1.0,0.6,,,4,2,87 min,2.0,1.0
tt0097659,kickboxer,1989,46124.0,6.4,3.3,4.0,,,4,3,97 min,0,0
tt0081383,prom night,1980,13643.0,5.4,4.5,4.8,,,4,2,92 min,0,2.0
tt0093176,prom night ii,1987,4681.0,5.7,4.8,3.6,,,4,2,97 min,0,3.0
tt0093177,hellraiser,1987,95588.0,7.0,5.7,7.0,,,4,2,94 min,2.0,6.0
tt0059578,for a few dollars more,1965,215461.0,8.3,7.4,9.1,,,4,1,132 min,0,1.0
tt0085959,the meaning of life,1983,107448.0,7.6,,8.6,,,4,2,107 min,1.0,1.0
tt0097937,my left foot,1989,62847.0,7.9,9.7,9.7,,,4,2,103 min,21.0,20.0
tt0088930,clue,1985,73164.0,7.3,3.6,6.1,,,4,4,94 min,0,0
tt0087050,children of the corn,1984,44515.0,5.7,4.5,3.5,,,4,2,92 min,1.0,3.0
tt0058461,a fistful of dollars,1964,183153.0,8.0,6.5,9.8,,,4,2,99 min,1.0,3.0
tt7689964,rbg,2018,9118.0,7.5,7.1,9.5,,,4,2,98 min,11.0,47.0
tt0089907,the return of the living dead,1985,51118.0,7.3,6.6,9.1,,,4,3,91 min,0,4.0
tt0081455,scanners,1981,44358.0,6.8,6.0,7.6,,,4,3,103 min,3.0,9.0
tt0093777,prince of darkness,1987,33918.0,6.7,5.0,5.8,,,4,1,102 min,1.0,1.0
tt0338096,dirty dancing: havana nights,2004,25550.0,6.0,3.9,2.3,,14.14,4,3,86 min,0,1.0
tt0093278,ishtar,1987,9829.0,4.4,5.2,3.8,,,4,5,107 min,1.0,3.0
tt0088206,supergirl,1984,17469.0,4.4,4.2,1.0,,,4,5,124 min,0,3.0
tt0110027,highlander: the final dimension,1994,19009.0,4.5,2.8,,,,4,4,99 min,0,1.0
tt0088915,a chorus line,1985,8721.0,6.2,4.6,4.0,,,4,3,113 min,0,5.0
tt0091557,the mosquito coast,1986,25284.0,6.6,4.9,7.6,,,4,3,117 min,1.0,1.0
tt0095638,the milagro beanfield war,1988,5582.0,6.9,,5.5,,,4,3,117 min,1.0,2.0
tt0102721,proof,1991,5872.0,7.2,,9.4,,,4,2,86 min,11.0,2.0
tt0095687,my stepmother is an alien,1988,23987.0,5.3,,1.9,,,4,2,105 min,0,4.0
tt0082288,dragonslayer,1981,13877.0,6.7,6.8,8.7,,,4,3,109 min,0,5.0
tt0082085,blow out,1981,39361.0,7.4,8.5,8.5,,,4,2,108 min,0,2.0
tt0097457,great balls of fire!,1989,14674.0,6.2,4.9,6.3,,,4,3,108 min,1.0,1.0
tt0119326,how to be a player,1997,8521.0,5.4,,1.4,,,4,1,93 min,0,0
tt0095889,poltergeist iii,1988,15962.0,4.7,4.0,1.8,,,4,2,98 min,0,2.0
tt0083630,the beastmaster,1982,18907.0,6.2,1.8,4.6,,,4,3,118 min,1.0,1.0
tt0087451,the ice pirates,1984,9388.0,5.7,,0.9,,,4,5,91 min,0,0
tt0082816,the night the lights went out in georgia,1981,783.0,6.1,,,,,4,2,112 min,0,0
tt0095690,mystic pizza,1988,23078.0,6.2,6.0,7.8,,,4,3,104 min,1.0,4.0
tt0097388,jason takes manhattan,1989,30964.0,4.6,1.4,0.8,,,4,3,100 min,0,2.0
tt0098663,the wizard,1989,13004.0,6.1,,2.6,,,4,6,100 min,0,4.0
