,title,year,imdbID,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound
10718,brotherhood,2016,tt5193784,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10719,the 9th life of louis drax,2016,tt3991412,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10720,one more time with feeling,2016,tt5777628,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10721,una,2016,tt2315582,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10722,the journey,2016,tt4826674,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10723,free fire,2016,tt4158096,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10724,message from the king,2016,tt1712192,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10725,the autopsy of jane doe,2016,tt3289956,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10726,the girl with all the gifts,2016,tt4547056,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10727,on the milky road,2016,tt2800340,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10728,trespass against us,2016,tt3305308,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10729,a united kingdom,2016,tt3387266,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10730,lady macbeth,2016,tt4291600,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10731,the levelling,2016,tt5158522,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10732,the limehouse golem,2016,tt4733640,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10733,lion,2016,tt3741834,O,O,N,O,O,O,O,N,N,N,N,N,O,O
10734,their finest,2016,tt1661275,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10735,denial,2016,tt4645330,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10736,city of tiny lights,2016,tt1966385,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10737,the exception,2016,tt4721124,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10738,paris can wait,2016,tt4429194,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10739,the beatles eight days a week,2016,tt2531318,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10740,don't knock twice,2016,tt3622110,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10741,chubby funny,2016,tt5197742,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10742,mindhorn,2016,tt4799064,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10743,billy lynn's long halftime walk,2016,tt2513074,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10744,the ghoul,2016,tt3613314,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10745,hypernormalisation,2016,tt6156350,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10746,kaleidoscope,2016,tt5634088,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10747,oasis supersonic,2016,tt5213534,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10748,the comedian's guide to survival,2016,tt4871018,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10749,ethel & ernest,2016,tt1725969,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10750,starfish,2016,tt4528454,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10751,this beautiful fantastic,2016,tt4560008,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10752,a street cat named bob,2016,tt3606888,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10753,allied,2016,tt3640424,O,O,O,N,O,O,O,O,O,O,O,O,O,O
10754,fantastic beasts and where to find them,2016,tt3183660,O,O,O,W,O,O,O,O,O,O,O,O,O,O
10755,"stockholm, my love",2016,tt6107412,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10756,compulsion,2016,tt4992060,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10757,the receptionist,2016,tt4486838,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10758,i am bolt,2016,tt4647900,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10759,silence,2016,tt0490215,O,O,N,O,O,O,O,O,O,O,O,O,O,O
10760,resident evil the final chapter,2016,tt2592614,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10761,resident evil,2016,tt2592614,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10762,doctor strange,2016,tt1211837,O,O,O,O,O,O,N,O,O,O,O,O,O,O
10763,the lost city of z,2016,tt1212428,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10764,star wars the last jedi,2017,tt7769872,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10765,beauty and the beast,2017,tt2771200,O,O,O,N,O,O,O,O,O,O,O,O,O,O
10766,wonder woman,2017,tt0451279,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10767,jumanji welcome to the jungle,2017,tt2283362,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10768,guardians of the galaxy vol. 2,2017,tt3896198,O,O,O,O,O,O,N,O,O,O,O,O,O,O
10769,spider-man homecoming,2017,tt2250912,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10770,it,2017,tt1396484,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10771,thor ragnarok,2017,tt3501632,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10772,despicable me 3,2017,tt3469046,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10773,justice league,2017,tt0974015,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10774,arsenal,2017,tt5580536,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10775,the bye bye man,2017,tt4030600,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10776,sleepless,2017,tt2072233,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10777,xxx return of xander cage,2017,tt1293847,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10778,a dog's purpose,2017,tt1753383,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10779,lost in florence,2017,tt3809276,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10780,iboy,2017,tt3171832,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10781,rings,2017,tt0498381,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10782,the space between us,2017,tt3922818,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10783,the lego batman movie,2017,tt4116284,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10784,fifty shades darker,2017,tt4465564,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10785,john wick chapter 2,2017,tt4425200,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10786,the great wall,2017,tt7535780,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10787,fist fight,2017,tt3401882,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10788,xx,2017,tt3322892,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10789,get out,2017,tt5052448,N,O,O,O,N,O,O,O,N,O,O,W,O,O
10790,i don't feel at home in this world anymore,2017,tt5710514,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10791,logan,2017,tt3315342,O,O,O,O,O,O,O,O,O,O,O,N,O,O
10792,the shack,2017,tt2872518,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10793,before i fall,2017,tt1691916,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10794,table 19,2017,tt1412528,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10795,the last word,2017,tt5023260,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10796,kong skull island,2017,tt3731562,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10797,burning sands,2017,tt5826432,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10798,song to song,2017,tt2062700,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10799,atomica,2017,tt2449638,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10800,all nighter,2017,tt4662420,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10801,power rangers,2017,tt3717490,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10802,life,2017,tt5442430,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10803,chips,2017,tt0493405,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10804,wilson,2017,tt1781058,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10805,ghost in the shell,2017,tt1219827,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10806,the boss baby,2017,tt3874544,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10807,the zookeeper's wife,2017,tt1730768,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10808,the discovery,2017,tt5155780,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10809,the case for christ,2017,tt6113488,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10810,smurfs the lost village,2017,tt2398241,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10811,going in style,2017,tt2568862,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10812,gifted,2017,tt4481414,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10813,aftermath,2017,tt4581576,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10814,the fate of the furious,2017,tt4630562,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10815,spark,2017,tt6538416,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10816,the outcasts,2017,tt2597760,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10817,unforgettable,2017,tt3462710,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10818,the promise,2017,tt7232438,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10819,the circle,2017,tt4287320,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10820,how to be a latin lover,2017,tt4795124,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10821,the lovers,2017,tt5770620,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10822,king arthur legend of the sword,2017,tt1972591,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10823,snatched,2017,tt2334871,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10824,the wall,2017,tt4218696,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10825,alien covenant,2017,tt2316204,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10826,diary of a wimpy kid the long haul,2017,tt6003368,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10827,"everything, everything",2017,tt5001718,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10828,baywatch,2017,tt1469304,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10829,pirates of the caribbean dead men tell no tales,2017,tt1790809,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10830,buena vista social club adios,2017,tt4653272,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10831,war machine,2017,tt4758646,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10832,captain underpants the first epic movie,2017,tt2091256,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10833,dean,2017,tt6697760,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10834,the mummy,2017,tt2345759,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10835,it comes at night,2017,tt4695012,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10836,my cousin rachel,2017,tt4411596,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10837,megan leavey,2017,tt4899370,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10838,beatriz at dinner,2017,tt5929750,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10839,cars 3,2017,tt3606752,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10840,rough night,2017,tt4799050,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10841,all eyez on me,2017,tt1666185,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10842,47 meters down,2017,tt2932536,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10843,the book of henry,2017,tt4572792,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10844,transformers the last knight,2017,tt3371366,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10845,the beguiled,2017,tt5592248,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10846,the big sick,2017,tt5462602,O,O,O,O,O,O,O,O,O,O,O,N,O,O
10847,baby driver,2017,tt3890160,O,O,O,O,O,N,O,O,O,O,O,O,O,N
10848,okja,2017,tt3967856,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10849,the house,2017,tt4481514,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10850,the little hours,2017,tt5666304,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10851,inconceivable,2017,tt3481634,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10852,a ghost story,2017,tt6265828,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10853,war for the planet of the apes,2017,tt3450958,O,O,O,O,O,O,N,O,O,O,O,O,O,O
10854,wish upon,2017,tt5322012,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10855,dunkirk,2017,tt5013056,O,O,N,O,N,W,O,N,N,O,O,O,O,W
10856,valerian and the city of a thousand planets,2017,tt2239822,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10857,girls trip,2017,tt3564472,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10858,first kill,2017,tt5884234,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10859,atomic blonde,2017,tt2406566,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10860,the emoji movie,2017,tt4877122,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10861,an inconvenient sequel truth to power,2017,tt6322922,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10862,detroit,2017,tt5390504,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10863,brigsby bear,2017,tt5805752,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10864,menashe,2017,tt6333086,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10865,the dark tower,2017,tt1648190,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10866,kidnap,2017,tt1458169,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10867,step,2017,tt5758404,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10868,wind river,2017,tt5362988,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10869,armed response,2017,tt4557208,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10870,annabelle creation,2017,tt5140878,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10871,the glass castle,2017,tt2378507,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10872,the nut job 2 nutty by nature,2017,tt3486626,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10873,good time,2017,tt4846232,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10874,ingrid goes west,2017,tt5962210,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10875,the only living boy in new york,2017,tt0460890,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10876,the hitman's bodyguard,2017,tt1959563,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10877,logan lucky,2017,tt5439796,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10878,patti cake$,2017,tt6288250,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10879,all saints,2017,tt4663548,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10880,beach rats,2017,tt6303866,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10881,tulip fever,2017,tt0491203,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10882,unlocked,2017,tt1734493,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10883,home again,2017,tt5719700,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10884,9/11,2017,tt4917224,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10885,the good catholic,2017,tt4721404,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10886,gun shy,2017,tt3910736,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10887,american assassin,2017,tt1961175,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10888,mother!,2017,tt5109784,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10889,brad's status,2017,tt5884230,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10890,kingsman the golden circle,2017,tt4649466,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10891,the lego ninjago movie,2017,tt3014284,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10892,stronger,2017,tt3881784,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10893,battle of the sexes,2017,tt4622512,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10894,woodshock,2017,tt4677924,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10895,victoria & abdul,2017,tt5816682,O,O,O,N,O,O,O,O,O,O,O,O,O,O
10896,american made,2017,tt3532216,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10897,flatliners,2017,tt2039338,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10898,mark felt the man who brought down the white house,2017,tt5175450,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10899,blade runner 2049,2017,tt1856101,O,O,W,O,O,N,W,O,O,O,O,O,O,N
10900,the mountain between us,2017,tt2226597,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10901,my little pony the movie,2017,tt4131800,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10902,the florida project,2017,tt5649144,O,O,O,O,O,O,O,O,O,N,O,O,O,O
10903,brawl in cell block 99,2017,tt5657856,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10904,happy death day,2017,tt5308322,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10905,marshall,2017,tt5301662,O,O,O,O,O,O,O,O,O,O,O,O,N,O
10906,breathe,2017,tt5716464,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10907,goodbye christopher robin,2017,tt1653665,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10908,blood money,2017,tt3758852,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10909,geostorm,2017,tt1981128,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10910,only the brave,2017,tt3829920,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10911,boo 2! a madea halloween,2017,tt6217804,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10912,same kind of different as me,2017,tt1230168,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10913,leatherface,2017,tt2620590,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10914,wonderstruck,2017,tt5208216,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10915,the killing of a sacred deer,2017,tt5715874,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10916,thank you for your service,2017,tt2776878,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10917,suburbicon,2017,tt0491175,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10918,jigsaw,2017,tt3348730,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10919,novitiate,2017,tt4513316,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10920,amityville the awakening,2017,tt1935897,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10921,a bad moms christmas,2017,tt6359956,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10922,last flag flying,2017,tt6018306,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10923,lady bird,2017,tt4925292,O,N,O,O,N,O,O,O,N,O,N,N,O,O
10924,murder on the orient express,2017,tt3402236,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10925,daddy's home 2,2017,tt5657846,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10926,"three billboards outside ebbing, missouri",2017,tt5027774,O,W,O,O,O,N,O,N,N,WN,O,N,O,O
10927,mayhem,2017,tt4348012,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10928,the star,2017,tt4587656,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10929,wonder,2017,tt2543472,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10930,cook off!,2017,tt7981318,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10931,coco,2017,tt2380307,O,O,O,O,O,O,O,O,O,O,O,O,W,O
10932,darkest hour,2017,tt4555426,W,O,N,N,O,O,O,O,N,O,O,O,O,O
10933,the man who invented christmas,2017,tt6225520,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10934,call me by your name,2017,tt5726616,N,O,O,O,O,O,O,O,N,O,O,W,N,O
10935,the disaster artist,2017,tt3521126,O,O,O,O,O,O,O,O,O,O,O,N,O,O
10936,the shape of water,2017,tt5580390,O,N,N,N,W,N,O,W,W,N,N,N,O,N
10937,wonder wheel,2017,tt5825380,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10938,"i, tonya",2017,tt5580036,O,N,O,O,O,N,O,O,O,O,W,O,O,O
10939,just getting started,2017,tt5721088,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10940,ferdinand,2017,tt3411444,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10941,beyond skyline,2017,tt1724970,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10942,the greatest showman,2017,tt1485796,O,O,O,O,O,O,O,O,O,O,O,O,N,O
10943,pitch perfect 3,2017,tt4765284,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10944,downsizing,2017,tt1389072,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10945,father figures,2017,tt1966359,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10946,the post,2017,tt6294822,O,N,O,O,O,O,O,O,N,O,O,O,O,O
10947,bright,2017,tt5519340,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10948,crooked house,2017,tt1869347,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10949,hostiles,2017,tt5478478,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10950,all the money in the world,2017,tt5294550,O,O,O,O,O,O,O,O,O,N,O,O,O,O
10951,molly's game,2017,tt4209788,O,O,O,O,O,O,O,O,O,O,O,N,O,O
10952,phantom thread,2017,tt5776858,N,O,O,W,N,O,O,N,N,O,N,O,O,O
10953,sleep has her house,2017,tt6381052,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10954,the sense of an ending,2017,tt4827986,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10955,the hippopotamus,2017,tt3758708,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10956,t2 trainspotting,2017,tt2763304,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10957,trainspotting,2017,tt2763304,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10958,god's own country,2017,tt5635086,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10959,daphne,2017,tt5467554,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10960,mansfield 66/67,2017,tt6027344,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10961,night kaleidoscope,2017,tt3776068,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10962,butterfly kisses,2017,tt3776518,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10963,erase and forget,2017,tt6075734,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10964,final portrait,2017,tt4494718,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10965,viceroy's house,2017,tt4977530,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10966,the party,2017,tt5814592,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10967,bitter harvest,2017,tt3182620,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10968,division 19,2017,tt2492344,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10969,mad to be normal,2017,tt4687410,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10970,don't take me home,2017,tt6608386,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10971,the black prince,2017,tt3962984,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10972,the time of their lives,2017,tt3415992,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10973,another mother's son,2017,tt5193790,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10974,finding fatimah,2017,tt6413712,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10975,the trip to spain,2017,tt6193424,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10976,the trip,2017,tt7176516,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10977,churchill,2017,tt2674454,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10978,interlude in prague,2017,tt5540194,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10979,jawbone,2017,tt3582020,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10980,a prayer before dawn,2017,tt4080956,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10981,how to talk to girls at parties,2017,tt3859310,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10982,i am not a witch,2017,tt6213284,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10983,you were never really here,2017,tt5742374,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10984,my name is lenny,2017,tt2024521,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10985,even when i fall,2017,tt7576626,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10986,loving vincent,2017,tt3262342,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10987,the rizen,2017,tt4173306,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10988,the last photograph,2017,tt4729426,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10989,modern life is rubbish,2017,tt2385752,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10990,that good night,2017,tt5271794,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10991,hampstead,2017,tt5153236,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10992,edith walks,2017,tt6612512,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10993,my pure land,2017,tt4489562,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10994,the marker,2017,tt4460624,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10995,edie,2017,tt3823098,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10996,halal daddy,2017,tt2955304,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10997,the crucifixion,2017,tt4181782,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10998,england is mine,2017,tt3717804,O,O,O,O,O,O,O,O,O,O,O,O,O,O
10999,maze,2017,tt5752606,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11000,6 days,2017,tt4703048,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11001,williams,2017,tt6981046,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11002,monster family,2017,tt6572702,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11003,pin cushion,2017,tt6190348,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11004,film stars don't die in liverpool,2017,tt5711148,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11005,lean on pete,2017,tt5340300,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11006,stratton,2017,tt3567666,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11007,my generation,2017,tt6264954,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11008,dark river,2017,tt5700176,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11009,the hungry,2017,tt6354784,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11010,titus andronicus,2017,tt6848318,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11011,on chesil beach,2017,tt1667321,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11012,apostasy,2017,tt4729896,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11013,the death of stalin,2017,tt4686844,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11014,the escape,2017,tt6069126,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11015,journey's end,2017,tt3780500,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11016,my days of mercy,2017,tt5978724,O,O,O,O,O,O,O,O,O,O,O,O,O,O
11017,the ritual,2017,tt5638642,O,O,O,O,O,O,O,O,O,O,O,O,O,O
