imdbID,title,year,n_votes,imdb_rating,metscore,rotten_tomatoes,budget,box_office,cast_size,genre_span,running_time,other_wins,other_noms
tt0120162,somewhere in the city,1998,154.0,4.3,,,,,4,2,94 min,0,0
tt0120838,sour grapes,1998,2493.0,5.7,,2.1,,,4,1,91 min,0,0
tt0120841,species ii,1998,26246.0,4.4,1.9,0.9,,,4,4,93 min,0,0
tt0120841,species,1998,26246.0,4.4,1.9,0.9,,,4,4,93 min,0,0
tt0120184,sphere,1998,95365.0,6.1,3.5,1.2,,,4,5,134 min,0,3.0
tt0120844,star trek insurrection,1998,66571.0,6.4,6.4,5.4,,,4,4,103 min,3.0,8.0
tt0120686,stepmom,1998,57211.0,6.8,5.8,4.5,,,4,2,125 min,8.0,6.0
tt0124102,strangeland,1998,6335.0,5.1,,0.6,,,4,2,85 min,0,0
tt0120856,tarzan and the lost city,1998,1985.0,4.0,,0.6,,,4,4,83 min,0,1.0
tt0129387,there's something about mary,1998,279022.0,7.1,6.9,8.3,,,4,2,119 min,17.0,15.0
tt0120863,the thin red line,1998,163580.0,7.6,7.8,8.0,,,4,2,170 min,20.0,40.0
tt0120382,the truman show,1998,865718.0,8.1,9.0,9.4,,,4,3,103 min,40.0,65.0
tt0119594,twilight,1998,9645.0,6.2,,6.0,,,4,4,94 min,0,0
tt0120873,u.s. marshals,1998,90944.0,6.5,4.7,2.6,,,4,3,131 min,0,1.0
tt0146336,urban legend,1998,56596.0,5.6,3.5,1.9,,,4,3,99 min,1.0,1.0
tt0120877,vampires,1998,50072.0,6.2,4.2,3.7,,,4,3,108 min,4.0,4.0
tt0124198,very bad things,1998,43522.0,6.4,3.1,4.3,,,4,3,100 min,2.0,3.0
tt0120484,the waterboy,1998,140997.0,6.1,4.1,3.5,,,4,2,90 min,6.0,6.0
tt0120888,the wedding singer,1998,127420.0,6.8,5.9,6.8,,,4,3,100 min,5.0,7.0
tt0120889,what dreams may come,1998,97496.0,7.0,4.4,5.4,,,4,3,113 min,6.0,2.0
tt0123324,why do fools fall in love,1998,3465.0,6.4,,5.2,,,4,3,116 min,2.0,4.0
tt0120510,wide awake,1998,3651.0,6.0,,4.0,,,4,3,88 min,0,2.0
tt0120890,wild things,1998,102783.0,6.5,5.2,6.3,,,4,4,108 min,2.0,4.0
tt0119934,without limits,1998,6373.0,7.2,,7.9,,,4,3,117 min,1.0,1.0
tt0120531,woo,1998,1738.0,4.0,,1.0,,,4,2,84 min,0,0
tt0120901,wrongfully accused,1998,22166.0,6.2,,2.2,,,4,3,87 min,0,1.0
tt0326431,the x-files,1998,101.0,8.0,,,,,4,1,60 min,0,0
tt0119517,your friends & neighbors,1998,7528.0,6.3,7.0,7.7,,,4,3,100 min,2.0,4.0
tt0128853,you've got mail,1998,182001.0,6.6,5.7,6.9,,,4,3,119 min,6.0,7.0
tt0120906,zero effect,1998,13417.0,6.9,,6.4,,,4,6,116 min,0,1.0
tt0122906,among giants,1998,846.0,5.9,,6.0,,,4,2,93 min,0,0
tt0118686,basil,1998,1735.0,6.0,,0.0,,,4,2,113 min,0,0
tt0126810,bedrooms and hallways,1998,3098.0,6.4,,6.9,,,4,2,92 min,1.0,2.0
tt0149723,besieged,1998,4374.0,7.0,,7.5,,,4,2,93 min,4.0,13.0
tt0118717,the big swap,1998,308.0,5.5,,,,,4,1,122 min,0,0
tt0115770,the brylcreem boys,1998,500.0,6.3,,,,,4,3,106 min,0,0
tt0169685,cider with rosie,1998,148.0,6.4,,,,,4,3,100 min,0,0
tt0120640,the commissioner,1998,325.0,6.2,,,,,4,2,108 min,0,1.0
tt0118910,crossmaheart,1998,45.0,5.0,,,,,4,1,94 min,0,0
tt0159382,croupier,1998,17529.0,7.1,7.5,9.6,,,4,2,94 min,1.0,2.0
tt0118915,dad savage,1998,370.0,5.9,,,,,4,2,104 min,0,0
tt0127516,divorcing jack,1998,1889.0,6.8,,,,,4,2,110 min,2.0,2.0
tt0205903,eight,1998,370.0,6.7,,,,,3,1,13 min,0,0
tt0127536,elizabeth,1998,87669.0,7.4,7.5,8.2,,,4,3,124 min,33.0,55.0
tt0162958,final cut,1998,1851.0,6.1,,,,,4,2,93 min,0,1.0
tt0120706,the general,1998,7705.0,7.3,8.1,8.2,,,4,4,124 min,9.0,14.0
tt0162973,get real,1998,11967.0,7.5,,7.9,,,4,3,108 min,6.0,3.0
tt0119201,girls' night,1998,602.0,6.8,,,,,4,3,102 min,1.0,1.0
tt0120687,the governess,1998,2683.0,6.3,6.0,6.5,,,4,2,115 min,3.0,3.0
tt0136244,hideous kinky,1998,6015.0,6.1,,6.5,,,4,3,98 min,1.0,0
tt0150915,hilary and jackie,1998,9429.0,7.3,7.8,8.8,,,4,3,121 min,4.0,22.0
tt0119347,i want you,1998,2686.0,6.2,,6.7,,,4,5,87 min,2.0,2.0
tt0183306,jinnah,1998,2528.0,8.0,,,,,4,3,110 min,4.0,2.0
tt0140312,killing time,1998,502.0,5.3,,,,,4,3,88 min,0,0
tt0119494,the land girls,1998,1680.0,6.3,,6.1,,,4,3,111 min,0,0
tt0147004,little voice,1998,15276.0,6.9,6.8,7.9,,,4,4,97 min,2.0,29.0
tt0120735,"lock, stock and two smoking barrels",1998,506061.0,8.2,6.6,7.5,,,4,2,107 min,13.0,7.0
tt0119577,love is the devil,1998,3202.0,6.5,,,,,4,3,87 min,7.0,2.0
tt0168978,lucia,1998,28.0,8.2,,,,,4,2,97 min,0,0
tt0195909,meeting people is easy,1998,2927.0,7.5,,7.1,,,4,2,99 min,0,1.0
tt0117077,monk dawson,1998,122.0,5.9,,,,,4,1,104 min,0,0
tt0151691,my name is joe,1998,7130.0,7.5,,8.8,,,4,2,105 min,13.0,10.0
tt0119842,orphans,1998,1430.0,7.1,,4.7,,,4,2,101 min,10.0,2.0
tt0119956,prometheus,1998,56.0,6.6,,,,,4,1,130 min,0,0
tt0120802,the red violin,1998,30519.0,7.6,5.7,7.4,,,4,4,130 min,19.0,19.0
tt0166794,the sea change,1998,184.0,5.6,,,,,4,2,88 min,0,0
tt0120127,side streets,1998,194.0,6.2,,,,,4,1,116 min,0,1.0
tt0120148,sliding doors,1998,60337.0,6.7,5.9,6.2,,,4,4,99 min,6.0,4.0
tt0120161,something to believe in,1998,165.0,7.2,,,,,4,1,113 min,0,0
tt0120210,stiff upper lips,1998,918.0,6.4,,3.8,,,4,1,94 min,0,0
tt0149151,still crazy,1998,7298.0,7.0,,7.3,,,4,4,95 min,2.0,3.0
tt0127919,tale of the mummy,1998,2894.0,3.9,,1.7,,,4,4,88 min,2.0,0
tt0167454,three businessmen,1998,385.0,7.0,,,,,4,2,80 min,0,0
tt0127933,the tichborne claimant,1998,177.0,6.3,,,,,4,1,98 min,0,1.0
tt0127319,titanic town,1998,378.0,6.4,7.3,8.4,,,4,1,100 min,4.0,5.0
tt0120422,up 'n' under,1998,807.0,5.5,,,,,4,2,99 min,0,0
tt0120879,velvet goldmine,1998,32291.0,7.0,6.5,5.7,,,4,2,118 min,4.0,10.0
tt0118801,vigo a passion for life,1998,174.0,6.3,,,,,4,1,106 min,1.0,0
tt0166396,waking ned,1998,23974.0,7.3,7.1,8.3,,,4,1,91 min,9.0,8.0
tt0144018,woundings,1998,301.0,4.2,,,,,4,2,102 min,5.0,0
tt0147800,10 things i hate about you,1999,277156.0,7.3,7.0,6.8,,,4,3,97 min,2.0,13.0
tt0120657,the 13th warrior,1999,112217.0,6.6,4.2,3.3,,,4,3,102 min,2.0,2.0
tt0137338,200 cigarettes,1999,14258.0,6.0,3.3,2.9,,,4,3,101 min,0,2.0
tt0167752,the 4th floor,1999,4406.0,5.8,,,,,4,3,90 min,0,0
tt0134273,8mm,1999,118105.0,6.5,1.9,2.2,,,4,2,123 min,2.0,2.0
tt0159421,the adventures of elmo in grouchland,1999,2702.0,5.8,5.9,7.7,,,4,5,73 min,1.0,1.0
tt0169547,american beauty,1999,1011959.0,8.3,8.4,8.7,,,4,1,122 min,106.0,101.0
tt0181288,american movie,1999,15974.0,7.9,8.4,9.4,,,4,2,107 min,6.0,6.0
tt0163651,american pie,1999,358861.0,7.0,5.8,6.1,,,4,1,95 min,9.0,14.0
tt0122933,analyze this,1999,140084.0,6.7,6.1,7.0,,,4,2,103 min,4.0,5.0
tt0159995,angel's dance,1999,1228.0,6.2,,,,,4,3,99 min,0,0
tt0204824,animal farm,1999,5395.0,6.0,,4.0,,,4,3,91 min,2.0,4.0
tt0166485,anna and the king,1999,34548.0,6.7,5.6,5.1,,,4,3,148 min,0,12.0
tt0207972,annie,1999,4380.0,6.7,,,,,4,3,90 min,9.0,23.0
tt0146838,any given sunday,1999,107888.0,6.9,5.2,5.2,,,4,2,162 min,3.0,9.0
tt0149691,anywhere but here,1999,16063.0,6.2,5.9,6.4,,,4,2,114 min,0,3.0
tt0137363,arlington road,1999,77910.0,7.2,6.5,6.3,,,4,3,117 min,0,5.0
tt0138304,the astronaut's wife,1999,51228.0,5.4,3.7,1.5,,,4,3,109 min,0,1.0
tt0132512,at first sight,1999,12545.0,6.0,4.0,3.2,,,4,2,128 min,0,0
tt0144039,atomic train,1999,2089.0,4.7,,,,,4,3,122 min,1.0,1.0
tt0145660,austin powers the spy who shagged me,1999,208404.0,6.6,5.9,5.2,,,4,4,95 min,18.0,30.0
tt0118665,baby geniuses,1999,24356.0,2.6,0.6,0.2,,,4,4,97 min,1.0,4.0
tt0120596,the bachelor,1999,16128.0,5.0,3.1,0.9,,,4,2,101 min,1.0,2.0
tt0200469,bats,1999,9191.0,3.9,2.3,1.7,,,4,3,91 min,0,0
tt0120601,being john malkovich,1999,293578.0,7.7,9.0,9.3,,,4,3,113 min,48.0,75.0
tt0159277,bellyfruit,1999,104.0,4.7,,,,,4,1,86 min,0,0
tt0120604,beowulf,1999,10759.0,4.1,,0.0,,,4,6,95 min,0,3.0
tt0133412,best laid plans,1999,6918.0,6.1,4.0,4.3,,,4,3,92 min,1.0,0
tt0168501,the best man,1999,8663.0,6.8,6.1,7.2,,,4,3,120 min,7.0,11.0
tt0218043,beyond the mat,1999,7555.0,7.6,7.3,8.2,,,4,3,102 min,3.0,2.0
tt0182789,bicentennial man,1999,104874.0,6.9,4.2,3.6,,,4,3,132 min,2.0,7.0
tt0142342,big daddy,1999,189139.0,6.4,4.1,4.0,,,4,2,93 min,8.0,14.0
tt0189584,the big kahuna,1999,13499.0,6.6,5.6,7.3,,,4,2,90 min,0,1.0
tt0149898,black and white,1999,995.0,5.2,,2.5,,,4,3,97 min,0,0
tt0185937,the blair witch project,1999,221308.0,6.5,8.1,8.7,,,4,2,81 min,18.0,23.0
tt0124298,blast from the past,1999,56792.0,6.6,4.8,5.7,,,4,4,112 min,0,1.0
tt0181316,blue streak,1999,70773.0,6.3,4.6,3.6,,,4,4,93 min,0,0
tt0145681,the bone collector,1999,145813.0,6.7,4.5,2.8,,,4,4,118 min,1.0,3.0
tt0144117,the boondock saints,1999,219932.0,7.8,4.4,2.2,,,4,3,108 min,0,0
tt0131325,bowfinger,1999,63707.0,6.4,7.1,8.1,,,4,1,97 min,0,6.0
tt0171804,boys don't cry,1999,88571.0,7.5,8.6,8.8,,,4,4,118 min,48.0,38.0
tt0120618,breakfast of champions,1999,7405.0,4.6,4.2,2.6,,,4,1,110 min,0,1.0
tt0163988,bringing out the dead,1999,59739.0,6.8,7.0,7.2,,,4,2,121 min,2.0,4.0
tt0120620,brokedown palace,1999,20903.0,6.5,4.4,3.1,,,4,3,100 min,0,1.0
tt0179116,but i'm a cheerleader,1999,23801.0,6.6,3.9,3.9,,0.18,4,3,85 min,2.0,2.0
tt0163579,chill factor,1999,9004.0,5.2,3.3,1.0,,,4,5,102 min,0,1.0
tt0126240,chutney popcorn,1999,974.0,5.7,6.6,8.3,,,4,2,92 min,5.0,2.0
tt0124315,the cider house rules,1999,89594.0,7.4,7.5,7.1,,,4,2,126 min,6.0,30.0
tt0150176,coming soon,1999,1481.0,4.4,4.4,2.9,,,4,2,96 min,0,0
tt0142192,the corruptor,1999,16883.0,6.1,5.6,4.8,,,4,5,110 min,0,1.0
tt0150216,cradle will rock,1999,8585.0,6.8,6.4,6.4,,,4,1,132 min,5.0,7.0
tt0142201,crazy in alabama,1999,6420.0,6.3,4.6,3.0,,,4,3,111 min,5.0,6.0
tt0139134,cruel intentions,1999,172064.0,6.8,5.6,5.4,,,4,2,97 min,7.0,14.0
tt0149261,deep blue sea,1999,118152.0,5.8,5.4,6.0,,,4,4,105 min,2.0,4.0
tt0120646,the deep end of the ocean,1999,12228.0,6.4,4.5,4.3,,,4,1,106 min,3.0,2.0
tt0158583,deterrence,1999,2462.0,6.4,5.0,4.6,,,4,2,104 min,0,1.0
tt0165710,detroit rock city,1999,34052.0,6.9,3.3,4.8,,,4,2,95 min,0,3.0
tt0205000,deuce bigalow male gigolo,1999,67773.0,5.7,3.0,2.2,,,4,2,88 min,0,2.0
tt0144168,dick,1999,17870.0,6.1,6.5,7.1,,,4,1,94 min,0,4.0
tt0179769,dill scallion,1999,290.0,6.5,,,,,4,1,91 min,1.0,1.0
tt0160216,a dog of flanders,1999,838.0,6.3,3.8,2.1,,,4,2,100 min,1.0,1.0
tt0120655,dogma,1999,201742.0,7.3,6.2,6.7,,,4,4,130 min,0,8.0
tt0150377,double jeopardy,1999,67879.0,6.5,4.0,2.7,,,4,4,105 min,1.0,3.0
tt0157503,drop dead gorgeous,1999,31107.0,6.6,2.8,4.6,,,4,3,97 min,2.0,2.0
tt0160236,dudley do-right,1999,9255.0,3.9,4.4,1.6,,,4,3,77 min,0,1.0
tt0131369,edtv,1999,40187.0,6.1,4.8,6.4,,,4,2,122 min,1.0,1.0
tt0126886,election,1999,84929.0,7.2,8.3,9.2,,,4,3,103 min,16.0,33.0
tt0146675,end of days,1999,102154.0,5.8,3.3,1.1,,,4,4,122 min,1.0,7.0
tt0137494,entrapment,1999,102254.0,6.3,5.4,3.8,,,4,4,113 min,4.0,6.0
tt0156515,entropy,1999,1959.0,6.3,,4.0,,,4,3,104 min,0,0
tt0120907,existenz,1999,89331.0,6.8,6.8,7.4,,,4,3,97 min,3.0,8.0
tt0120662,eye of the beholder,1999,14099.0,5.1,2.9,0.9,,,4,3,109 min,1.0,0
tt0120663,eyes wide shut,1999,280074.0,7.4,6.8,7.5,,,4,3,159 min,11.0,28.0
tt0120910,fantasia 2000,1999,32987.0,7.2,5.9,8.1,,,4,5,75 min,4.0,6.0
tt0137523,fight club,1999,1739760.0,8.8,6.6,7.9,,,4,1,139 min,10.0,37.0
tt0155711,flawless,1999,16522.0,6.4,5.0,4.3,,,4,3,112 min,3.0,4.0
tt0132164,the florentine,1999,558.0,5.7,,,,,4,2,104 min,0,0
tt0126916,for love of the game,1999,30148.0,6.6,4.3,4.5,,,4,3,137 min,0,7.0
tt0141098,forces of nature,1999,30940.0,5.4,4.6,4.5,,,4,2,105 min,2.0,5.0
tt0255178,friends & lovers,1999,489.0,7.4,,,,,4,2,150 min,0,0
tt0177789,galaxy quest,1999,140301.0,7.3,7.0,8.9,,,4,3,102 min,7.0,14.0
tt0144214,the general's daughter,1999,50163.0,6.3,4.7,2.2,,,4,4,116 min,3.0,5.0
tt0165798,ghost dog the way of the samurai,1999,81231.0,7.5,6.7,8.2,,,4,4,116 min,1.0,8.0
tt0172493,"girl, interrupted",1999,152214.0,7.3,5.1,5.4,,,4,2,127 min,7.0,11.0
tt0120683,gloria,1999,5150.0,5.2,2.6,1.4,,,4,3,108 min,0,6.0
tt0139239,go,1999,64962.0,7.2,7.2,9.1,,,4,2,102 min,5.0,7.0
tt0120689,the green mile,1999,1060421.0,8.6,6.1,7.8,,,4,4,189 min,15.0,33.0
tt0160338,guinevere,1999,2303.0,6.0,6.8,8.6,,,4,2,104 min,2.0,7.0
tt0162360,"happy, texas",1999,9237.0,6.3,6.2,8.1,,,4,3,98 min,6.0,6.0
tt0171363,the haunting,1999,68243.0,5.0,4.2,1.6,,,4,4,113 min,3.0,14.0
tt0165831,held up,1999,3331.0,5.2,2.1,1.7,,,4,1,89 min,0,0
tt0146879,the hi-line,1999,337.0,6.3,,6.7,,,4,1,95 min,4.0,1.0
tt0185371,house on haunted hill,1999,51392.0,5.6,2.8,3.0,,,4,3,93 min,1.0,3.0
tt0174856,the hurricane,1999,87874.0,7.6,7.4,8.3,,,4,3,146 min,7.0,17.0
tt0122541,an ideal husband,1999,14622.0,6.8,6.7,8.5,,,4,2,97 min,4.0,15.0
tt0138510,idle hands,1999,37884.0,6.2,3.1,1.6,,,4,4,92 min,0,2.0
tt0120710,in dreams,1999,11926.0,5.5,,2.4,,,4,3,100 min,1.0,0
tt0160401,in too deep,1999,5460.0,6.3,5.3,3.6,,,4,3,95 min,2.0,0
tt0140352,the insider,1999,152404.0,7.8,8.4,9.6,,,4,3,157 min,23.0,50.0
tt0141369,inspector gadget,1999,43158.0,4.1,3.6,2.1,,,4,6,78 min,1.0,13.0
tt0128278,instinct,1999,30645.0,6.6,4.3,2.7,,,4,2,126 min,1.0,2.0
tt0129167,the iron giant,1999,161731.0,8.0,8.5,9.6,,,4,7,86 min,20.0,18.0
tt0120716,jakob the liar,1999,14481.0,6.6,4.0,2.9,,,4,2,120 min,2.0,3.0
tt0155776,jawbreaker,1999,22800.0,5.6,2.2,1.1,,,4,3,87 min,0,1.0
tt0186253,jesus' son,1999,6711.0,6.9,7.6,8.1,,,4,1,107 min,4.0,7.0
tt0160672,joe the king,1999,2503.0,6.8,6.4,6.7,,,4,2,93 min,1.0,3.0
tt0177876,k-911,1999,3945.0,5.7,,1.7,,,4,4,91 min,0,0
tt0160429,the king and i,1999,3538.0,4.5,2.9,1.3,,,4,4,87 min,0,6.0
tt0156711,kiss toledo goodbye,1999,487.0,4.9,,,,,4,2,96 min,0,0
tt0139414,lake placid,1999,51872.0,5.7,3.4,4.6,,,4,3,82 min,0,0
tt0165859,liberty heights,1999,6213.0,7.0,7.5,8.5,,,4,3,127 min,0,2.0
tt0123964,life,1999,42562.0,6.8,6.3,5.0,,,4,3,108 min,1.0,5.0
tt0172726,light it up,1999,3381.0,6.0,4.3,3.9,,,4,2,99 min,0,5.0
tt0165854,the limey,1999,28107.0,7.0,7.3,9.3,,,4,4,89 min,1.0,9.0
tt0226985,lost & found,1999,5.0,4.2,,,,,2,1,N/A,0,0
tt0166252,the love letter,1999,3958.0,5.5,,3.3,,,4,3,88 min,0,1.0
tt0188863,love stinks,1999,4715.0,5.9,2.3,1.9,,,4,1,94 min,0,0
tt0187251,lovers lane,1999,912.0,3.9,,,,,4,2,90 min,0,0
tt0171497,lycanthrope,1999,100.0,4.4,,,,,4,1,90 min,0,0
tt0175880,magnolia,1999,274766.0,8.0,7.7,8.3,,,4,1,188 min,28.0,53.0
tt0138537,man of the century,1999,1130.0,7.1,4.4,7.1,,,4,2,77 min,5.0,1.0
tt0125664,man on the moon,1999,118636.0,7.4,5.8,6.3,,,4,3,118 min,4.0,23.0
tt0160513,a map of the world,1999,3819.0,6.7,6.5,6.5,,,4,1,125 min,3.0,5.0
tt0165874,the mating habits of the earthbound human,1999,5870.0,6.4,2.6,3.3,,,4,2,88 min,0,0
tt0133093,the matrix,1999,1559873.0,8.7,7.3,8.8,,,4,2,136 min,37.0,50.0
tt0139462,message in a bottle,1999,34049.0,6.2,3.9,3.2,,,4,2,126 min,0,6.0
tt0151137,the messenger the story of joan of arc,1999,61993.0,6.4,5.4,3.0,,,4,5,148 min,5.0,13.0
tt0130121,mickey blue eyes,1999,33322.0,5.8,4.9,4.5,,,4,3,102 min,0,0
tt0140379,a midsummer night's dream,1999,23584.0,6.4,6.1,,,,4,3,116 min,1.0,2.0
tt0189744,miss julie,1999,1408.0,6.2,4.6,3.9,,,4,1,103 min,0,3.0
tt0120757,the mod squad,1999,8436.0,4.3,1.6,0.3,,,4,3,92 min,0,7.0
tt0140397,mumford,1999,8640.0,6.8,6.2,5.7,,,4,2,112 min,1.0,1.0
tt0120616,the mummy,1999,373317.0,7.0,4.8,5.9,,,4,3,124 min,5.0,20.0
tt0158811,muppets from space,1999,17183.0,6.3,5.3,6.3,,,4,5,87 min,0,1.0
tt0164108,the muse,1999,10126.0,5.7,5.6,5.3,,,4,1,97 min,0,2.0
tt0166943,music of the heart,1999,11448.0,6.8,5.4,6.3,,,4,2,124 min,5.0,9.0
tt0120764,my favorite martian,1999,12227.0,5.0,3.3,1.2,,,4,3,94 min,0,3.0
tt0173772,my voyage to italy,1999,2732.0,8.3,9.0,10.0,,,1,1,246 min,3.0,2.0
tt0134618,"mystery, alaska",1999,24645.0,6.7,4.9,3.8,,,4,3,119 min,0,1.0
tt0132347,mystery men,1999,59861.0,6.1,6.5,6.0,,,4,4,121 min,0,3.0
tt0151738,never been kissed,1999,79116.0,6.0,6.0,5.5,,,4,3,107 min,2.0,8.0
tt0142688,the ninth gate,1999,156431.0,6.7,4.4,4.3,,,4,2,133 min,1.0,4.0
tt0185547,ninth street,1999,109.0,6.5,,,,,4,1,95 min,0,0
tt0125439,notting hill,1999,254275.0,7.1,6.8,8.3,,,4,3,124 min,11.0,14.0
tt0132477,october sky,1999,77455.0,7.8,7.1,9.1,,,4,3,108 min,4.0,11.0
tt0151804,office space,1999,231477.0,7.7,6.8,8.0,,,4,1,89 min,1.0,2.0
tt0203408,the omega code,1999,4887.0,3.5,1.4,0.8,,,4,5,100 min,0,0
tt0120775,one man's hero,1999,1026.0,6.1,2.4,3.8,,,4,6,121 min,0,3.0
tt0123209,the other sister,1999,11486.0,6.5,2.8,2.9,,,4,3,129 min,0,2.0
tt0248271,"our friend, martin",1999,800.0,6.7,,,,,4,3,60 min,0,0
tt0130172,p.u.n.k.s.,1999,1236.0,4.8,,,,,4,2,115 min,0,0
tt0140447,the passion of ayn rand,1999,1315.0,6.0,,8.3,,,4,3,104 min,1.0,8.0
tt0202521,passport to paris,1999,4815.0,5.3,,,,,4,2,87 min,0,0
tt0120784,payback,1999,126606.0,7.1,4.6,5.4,,,4,4,100 min,2.0,2.0
tt0196857,play it to the bone,1999,11130.0,5.5,3.2,1.1,,,4,3,124 min,0,0
tt0120797,pushing tin,1999,27420.0,6.0,4.7,4.8,,,4,3,124 min,0,2.0
tt0144814,the rage carrie 2,1999,14830.0,4.7,4.2,,,,4,3,104 min,1.0,2.0
tt0156934,random hearts,1999,18993.0,5.2,3.8,1.5,,,4,3,133 min,0,0
tt0129332,ravenous,1999,34762.0,7.0,4.6,4.7,,,4,3,101 min,1.0,4.0
tt0189047,retro puppet master,1999,1898.0,4.0,,,,,4,5,80 min,0,0
tt0161942,revelation,1999,861.0,5.1,,,,,4,5,98 min,0,2.0
tt0171698,rites of passage,1999,1023.0,6.2,,,,,4,2,95 min,1.0,1.0
tt0163187,runaway bride,1999,88865.0,5.5,3.9,4.6,,,4,2,116 min,6.0,10.0
tt0165454,the runner,1999,1039.0,5.7,,2.4,,,4,3,94 min,0,0
tt0160862,she's all that,1999,80040.0,5.9,5.1,4.0,,,4,2,95 min,8.0,5.0
tt0168172,simon sez,1999,6481.0,2.5,1.6,0.0,,,4,2,85 min,1.0,0
tt0145893,simply irresistible,1999,12800.0,5.3,2.7,1.6,,,4,4,96 min,0,0
tt0167404,the sixth sense,1999,867237.0,8.1,6.4,8.6,,,4,3,107 min,32.0,48.0
tt0162661,sleepy hollow,1999,313752.0,7.3,6.5,6.8,,,4,3,105 min,24.0,41.0
tt0162662,a slipping-down life,1999,978.0,6.2,4.4,2.6,,,4,3,109 min,2.0,2.0
tt0120834,snow falling on cedars,1999,13265.0,6.7,4.4,3.9,,,4,4,127 min,5.0,9.0
tt0158983,"south park bigger, longer & uncut",1999,185416.0,7.7,7.3,8.1,,,4,4,81 min,7.0,10.0
tt0155197,speedway junky,1999,1475.0,5.3,4.0,2.9,,,4,3,105 min,0,2.0
tt0120915,star wars episode i – the phantom menace,1999,685503.0,6.5,5.1,5.3,,431.0,4,4,136 min,26.0,65.0
tt0120915,star wars,1999,685503.0,6.5,5.1,5.3,,431.0,4,4,136 min,26.0,65.0
tt0145531,stigmata,1999,61847.0,6.2,2.8,2.2,,,4,1,103 min,0,6.0
tt0164181,stir of echoes,1999,70539.0,7.0,6.7,6.7,,,4,3,99 min,3.0,1.0
tt0165498,storm,1999,688.0,4.0,,,,,4,1,104 min,0,0
tt0160916,the story of us,1999,20593.0,6.0,3.7,2.8,,,4,3,95 min,1.0,4.0
tt0166896,the straight story,1999,76452.0,8.0,8.6,9.6,,,4,2,112 min,16.0,39.0
tt0164912,stuart little,1999,118589.0,5.9,6.1,6.7,,,4,4,84 min,7.0,13.0
tt0162677,summer of sam,1999,34554.0,6.7,6.7,,,,4,4,142 min,0,6.0
tt0167427,superstar,1999,17072.0,5.1,4.2,3.2,,,4,2,81 min,0,2.0
tt0158371,sweet and lowdown,1999,30839.0,7.2,7.0,7.7,,,4,3,95 min,1.0,13.0
tt0120855,tarzan,1999,188924.0,7.3,7.9,8.9,,,4,4,88 min,10.0,23.0
tt0192671,that championship season,1999,338.0,5.9,,,,,4,1,130 min,0,1.0
tt0220095,thicker than water,1999,564.0,4.8,,,,,4,1,91 min,0,0
tt0139809,the thirteenth floor,1999,62859.0,7.1,3.6,2.9,,,4,3,100 min,0,1.0
tt0200208,the thirteenth year,1999,4350.0,6.0,,,,,4,3,95 min,0,1.0
tt0155267,the thomas crown affair,1999,83098.0,6.8,7.2,7.0,,,4,3,113 min,3.0,2.0
tt0120188,three kings,1999,155080.0,7.1,8.2,9.4,,,4,5,114 min,8.0,19.0
tt0144640,three to tango,1999,17770.0,6.0,3.6,2.8,,,4,2,98 min,0,0
tt0120866,titus,1999,19088.0,7.1,5.7,6.8,,,4,3,162 min,4.0,18.0
tt0120363,toy story 2,1999,492955.0,7.9,8.8,10.0,,,4,5,92 min,20.0,26.0
tt0120363,toy story,1999,492955.0,7.9,8.8,10.0,,,4,5,92 min,20.0,26.0
tt0160298,trippin',1999,1126.0,5.3,,1.8,,,4,1,94 min,0,0
tt0139668,true crime,1999,30287.0,6.6,6.5,5.4,,,4,4,127 min,0,5.0
tt0161023,tumbleweeds,1999,3102.0,6.7,7.5,8.2,,,4,2,102 min,10.0,11.0
tt0162830,twin falls idaho,1999,3611.0,7.2,7.1,7.8,,,4,1,111 min,5.0,7.0
tt0176269,universal soldier the return,1999,26915.0,4.2,2.4,0.5,,,4,2,83 min,0,0
tt0139699,varsity blues,1999,40094.0,6.5,5.0,4.1,,,4,4,106 min,2.0,5.0
tt0159097,the virgin suicides,1999,137007.0,7.2,7.6,7.6,,,4,2,97 min,3.0,14.0
tt0120458,virus,1999,25228.0,5.0,1.9,1.0,,,4,4,99 min,0,0
tt0235872,the waiting game,1999,113.0,5.4,3.4,,,,4,1,85 min,4.0,0
tt0164226,wakko's wish,1999,1310.0,7.2,,,,,4,7,80 min,0,5.0
tt0120613,a walk on the moon,1999,7622.0,6.6,7.0,7.2,,,4,2,107 min,1.0,6.0
tt0175317,walking across egypt,1999,1101.0,7.2,,,,,4,4,100 min,2.0,1.0
tt0200282,when the day breaks,1999,828.0,6.8,,,,,1,3,10 min,19.0,3.0
tt0178988,whiteboyz,1999,1712.0,5.3,4.5,1.3,,,4,2,92 min,0,2.0
tt0120891,wild wild west,1999,146810.0,4.9,3.8,1.7,,,4,4,106 min,16.0,16.0
tt0131646,wing commander,1999,15792.0,4.3,2.1,1.0,,,4,3,100 min,0,0
tt0240219,winnie the pooh seasons of giving,1999,1080.0,7.0,,,,,4,5,70 min,0,0
tt0210389,wisconsin death trip,1999,1257.0,6.7,4.0,7.5,,,4,2,76 min,3.0,2.0
tt0217894,the woman chaser,1999,577.0,7.2,4.6,6.9,,,4,1,90 min,2.0,2.0
tt0213313,a woman scorned,1999,42.0,5.0,,,,,3,1,8 min,0,0
